순번,지역,주소,인근 지하철,고시원명,빈방,총 방갯수,월세,식사 제공,주차 제공,남녀 구분,층 분리,공실률,,,지역 평균 공실률,
1252,강남구,서울 강남구 강남대로96길 11,2호선 강남역,강남고시원,1,30,월세  30~39,Y,N,공용,Y,3.33%,,,,
1253,노원구,서울 노원구 상계로7길 13,4호선 노원역,한별고시원,9,50,월세  21~27,Y,3,공용,N,18.00%,,,,
1254,강남구,서울 강남구 압구정로46길 5-14,분당선 압구정로데오역,코니하우스 압구정로데오점,0,40,월세  40~50,Y,N,공용,Y,0.00%,,,,
1255,마포구,서울 마포구 광성로 37-8,경의중앙선 서강대역,저스트리브JUST LIVE  서강대점,0,29,월세  35~37,Y,N,여성전용,N,0.00%,,,,
1256,강남구,서울 강남구 남부순환로365길 19,3호선 양재역,오픈하우스 양재점,1,38,월세  30~40,Y,N,공용,N,2.63%,,,,
1257,동대문구,서울 동대문구 천장산로9길 26 ,1호선 외대앞역,샤인빌고시텔 ,0,92,월세  28~50,Y,10,공용,Y,0.00%,,,,
1258,강남구,서울 강남구 도산대로16길 13-5,3호선 신사역,베스텔 여성전용 고시원 신사역점,0,35,월세  26~35,Y,2,여성전용,N,0.00%,,,,
1259,강남구,서울 강남구 강남대로112길 31,9호선 신논현역,오투원룸텔 신논현역점,1,46,월세  30~42,Y,3,공용,Y,2.17%,,,,
1260,동대문구,서울 동대문구 약령중앙로2길 10,1호선 제기동역,노블레지던스 제기역점,1,36,월세  35~60,Y,1,공용,N,2.78%,,,,
1261,동작구,서울 동작구 만양로12가길 22 ,9호선 노들역,성광고시원,0,100,월세  28~35,Y,N,공용,Y,0.00%,,,,
1262,동작구,서울 동작구 장승배기로 142,1호선 노량진역,하나고시원,0,60,월세  37~40,Y,2,공용,Y,0.00%,,,,
1263,동작구,서울 동작구 노량진로6길 6-6,1호선 노량진역,또모리빙텔,4,25,월세  30~39,Y,N,공용,N,16.00%,,,,
1264,영등포구,서울 영등포구 신풍로 86,7호선 보라매역,비버하우스보라매,0,34,월세  26~40,Y,N,공용,N,0.00%,,,,
1265,관악구,서울 관악구 호암로26가길 54,N,규장각서원,1,70,월세  16~27,Y,4,공용,Y,1.43%,,,,
1266,동작구,서울 동작구 노량진로 90-1,1호선 노량진역,코엠리빙텔 노량진점,0,61,월세  20~30,Y,N,공용,Y,0.00%,,,,
1267,동작구,서울 동작구 노량진로8길 70,1호선 노량진역,청아고시텔,0,22,월세  25~35,Y,N,공용,Y,0.00%,,,,
1268,서대문구,서울 서대문구 성산로 371,2호선 홍대입구역,싱글즈원룸텔 ,1,49,월세  33~42,Y,12,공용,N,2.04%,,,,
1269,동작구,서울 동작구 사당로 262,7호선 남성역,리빙캐슬 총신대점,0,46,월세  25~40,Y,3,공용,Y,0.00%,,,,
1270,동작구,서울 동작구 만양로1길 3,7호선 상도역,코코레지던스 노량진점,0,116,월세  25~45,Y,N,공용,Y,0.00%,,,,
1271,동작구,서울 동작구 상도로61길 57,7호선 숭실대입구역,베스트하우스 숭실대점,0,50,월세  27~45,Y,N,공용,Y,0.00%,,,,
1272,종로구,서울 종로구 율곡로6길 11,3호선 안국역,마이홈리빙텔 안국점,0,36,월세  25~35,Y,N,공용,Y,0.00%,,,,
1273,마포구,서울 마포구 성미산로 197 ,2호선 홍대입구역,로얄리빙텔,0,30,월세  20~35,Y,N,공용,Y,0.00%,,,,
1274,강남구,서울 강남구 논현로85길 33,2호선 역삼역,클로이하우스 역삼점,1,34,월세  33~38,Y,N,공용,Y,2.94%,,,,
1275,마포구,서울 마포구 동교로22길 1,2호선 홍대입구역,홍대하이리빙텔,1,50,월세  25~42,Y,10,공용,Y,2.00%,,,,
1276,마포구,서울 마포구 광성로6길 32,6호선 대흥역,링컨고시원,0,35,월세  25~40,Y,8,공용,Y,0.00%,,,,
1277,성북구,서울 성북구 안암로 91-1,6호선 안암역,한솔리빙텔,0,30,월세  33~45,Y,N,공용,Y,0.00%,,,,
1278,동작구,서울 동작구 만양로13길 17,1호선 노량진역,벧엘고시원,0,71,월세  30~40,Y,2,남성전용,N,0.00%,,,,
1279,강남구,서울 강남구 테헤란로25길 15-6,2호선 역삼역,싱글레지던스 ,0,53,월세  33~49,Y,N,공용,Y,0.00%,,,,
1280,강동구,서울 강동구 양재대로103길 25-1 ,5호선 강동역,현대리빙텔,1,62,월세  28~45,Y,N,공용,N,1.61%,,,,
1281,성동구,서울 성동구 천호대로 352-21,5호선 장한평역,리빙파크원룸텔답십리점,0,45,월세  35~55,Y,1,공용,N,0.00%,,,,
1282,강동구,서울 강동구 진황도로 49,5호선 강동역,강리빙텔,1,34,월세  30~55,Y,5,공용,N,2.94%,,,,
1283,성북구,서울 성북구 보문로 34길 77,4호선 성신여대입구역,수정여성전용고시텔,1,40,월세  15~20,Y,N,여성전용,N,2.50%,,,,
1284,서대문구,서울 서대문구 북아현로4가길 35-18,2호선 충정로역,소호리빙텔 충정로점,0,50,월세  20~50,Y,5,공용,N,0.00%,,,,
1285,서대문구,서울 서대문구 성산로 325,경의중앙선 가좌역,하이텔고시원,0,27,월세  21~24,Y,N,공용,N,0.00%,,,,
1286,강북구,서울 강북구 노해로 57,4호선 수유역,웰빙텔 수유역점,0,26,월세  30~45,Y,1,공용,N,0.00%,,,,
1287,서대문구,서울 서대문구 경기대로 80,5호선 서대문역,명문고시텔,1,30,월세  20~27,Y,N,공용,N,3.33%,,,,
1288,중구,서울 중구 청계천로 184,2호선 을지로4가역,투유2U원룸텔,1,31,월세  35~60,Y,N,공용,N,3.23%,,,,
1289,서초구,서울 서초구 강남대로37길 60,3호선 양재역,수레지던스,1,20,월세  45~66,Y,N,공용,N,5.00%,,,,
1290,강북구,서울 강북구 오패산로 396-1,4호선 수유역,학사고시텔수유역점,0,30,월세  22~30,Y,2,공용,N,0.00%,,,,
1291,중랑구,서울 중랑구 동일로138길 5,7호선 중화역,이삭고시원,0,34,월세  18~28,Y,2,공용,N,0.00%,,,,
1292,도봉구,서울 도봉구 도봉로156길 18,1호선 방학역,21세기고시텔,0,47,월세  20~28,Y,4,공용,N,0.00%,,,,
1293,성북구,서울 성북구 오패산로1가길 60 ,6호선 월곡역,로뎀고시원,0,32,월세  25~30,Y,N,공용,N,0.00%,,,,
1294,서초구,서울 서초구 사임당로14길 11,3호선 남부터미널역,세광원룸고시텔,0,80,월세  30~40,Y,N,공용,N,0.00%,,,,
1295,성동구,서울 성동구 연무장길 45,2호선 성수역,희망둥지고시텔,1,14,월세  45~50,Y,N,공용,N,7.14%,,,,
1296,노원구,서울 노원구 광운로2가길 14-16,1호선 석계역,알고레지던스,0,28,월세  45~75,Y,5,공용,Y,0.00%,,,,
1297,강동구,서울 강동구 양재대로130길 11,5호선 굽은다리역,준고시텔,0,53,월세  17~36,Y,3,공용,N,0.00%,,,,
1298,성북구,서울 성북구 동소문로20길 32,4호선 성신여대입구역,경문고시텔,1,41,월세  10~24,Y,N,공용,Y,2.44%,,,,
1299,성북구,서울 성북구 화랑로11길 11-12,6호선 월곡역,벧엘원룸텔,0,52,월세  30~70,Y,10,공용,N,0.00%,,,,
1300,동작구,서울 동작구 장승배기로20길 38,1호선 노량진역,대성고시텔,1,25,월세  25~35,Y,N,남성전용,N,4.00%,,,,
1301,송파구,서울 송파구 오금로 538,5호선 거여역,모아고시원,0,45,월세  18~25,Y,1,공용,N,0.00%,,,,
1302,송파구,서울 송파구 백제고분로48길 13,9호선 송파나루역,마당고시텔,0,34,월세  22~35,Y,1,공용,N,0.00%,,,,
1303,송파구,서울 송파구 오금로 15길 9,9호선 송파나루역,드림하우스,1,30,월세  43~65,Y,2,공용,N,3.33%,,,,
1304,송파구,서울 송파구 올림픽로32길 20,8호선 몽촌토성역,아이비하우스,0,30,월세  42~55,Y,5,공용,N,0.00%,,,,
1305,송파구,서울 송파구 백제고분로40길 31,8호선 석촌역,신일고시텔,0,35,월세  20~28,Y,N,공용,N,0.00%,,,,
1306,송파구,서울 송파구 가락로 136,8호선 송파역,비버하우스 석촌송파점,1,40,월세  28~45,Y,2,공용,Y,2.50%,,,,
1307,영등포구,서울 영등포구 영등포로30길 9,2호선 문래역,대성고시원,0,40,월세  20~27,Y,N,공용,N,0.00%,,,,
1308,구로구,서울 구로구 디지털로32가길 45,2호선 구로디지털단지역,코코리빙텔 구로디지털점,0,22,월세  40~45,Y,3,공용,N,0.00%,,,,
1309,금천구,서울 금천구 남부순환로 1298,2호선 구로디지털단지역,엘린하우스 가산동점 ,1,20,월세  40~60,Y,3,공용,N,5.00%,,,,
1310,중구,서울 중구 삼일대로2길 72,4호선 명동역,엘린하우스 충무로명동역점,1,33,월세  40~60,Y,5,공용,Y,3.03%,,,,
1311,동작구,서울 동작구 상도로 162,7호선 장승배기역,리빙캐슬 장승배기점,0,34,월세  22~35,Y,N,공용,Y,0.00%,,,,
1312,용산구,서울 용산구 후암로 95,1호선 서울역,남산리빙텔,0,18,월세  23~28,Y,N,공용,N,0.00%,,,,
1313,강남구,서울 강남구 도곡로 120,3호선 양재역,다온하우스,5,45,월세  36~60,Y,N,공용,Y,11.11%,,,,
1314,구로구,서울 구로구 디지털로32나길 17-8,2호선 구로디지털단지역,라임하우스 구로디지털단지역점,1,19,월세  38~60,Y,N,공용,N,5.26%,,,,
1315,강남구,서울 강남구 봉은사로29길 6-12,9호선 언주역,클린원룸텔 강남점,1,46,월세  35~50,Y,N,공용,N,2.17%,,,,
1316,영등포구,서울 영등포구 도신로64길 17-2,1호선 신길역,위너하우스 대방역점,1,72,월세  19~28,Y,N,공용,Y,1.39%,,,,
1317,종로구,서울 종로구 수표로 133,1호선 종로3가역,동암고시텔 ,0,25,월세  20~30,Y,N,공용,Y,0.00%,,,,
1318,종로구,서울 종로구 창경궁로 258-10,4호선 혜화역,꿈을향한고시원,0,38,월세  35~55,Y,3,공용,N,0.00%,,,,
1319,용산구,서울 용산구 청파로47길 49 ,4호선 숙대입구역,청담원룸텔,1,38,월세  25~43,Y,N,여성전용,N,2.63%,,,,
1320,중랑구,서울 중랑구 봉우재로33길 41 ,7호선 상봉역,한길고시원,1,30,월세  17~22,Y,N,공용,N,3.33%,,,,
1321,노원구,서울 노원구 광운로19가길 20,1호선 광운대역,서울하우스 광운대점,0,18,월세  46~46,Y,N,공용,N,0.00%,,,,
1322,강남구,서울 강남구 선릉로161길 6,분당선 압구정로데오역,베스텔 여성전용 고시원,0,34,월세  28~33,Y,N,여성전용,Y,0.00%,,,,
1323,노원구,서울 노원구 동일로198길 60,7호선 공릉역,서울하우스 과학기술대점,0,16,월세  50~50,Y,N,공용,N,0.00%,,,,
1324,송파구,서울 송파구 강동대로7길 4,8호선 강동구청역,아산레지던스 강동구청역점,1,50,월세  25~60,Y,N,공용,Y,2.00%,,,,
1325,동작구,서울 동작구 등용로14길 71,1호선 노량진역,코코리빙텔 노량진점,0,57,월세  23~42,Y,N,공용,Y,0.00%,,,,
1326,강남구,서울 강남구 역삼로9길 9,2호선 강남역,삼우레지던스,0,46,월세  35~55,Y,5,공용,Y,0.00%,,,,
1327,동작구,서울 동작구 만양로14가길 32,1호선 노량진역,해솔하우스,1,37,월세  25~55,Y,N,공용,Y,2.70%,,,,
1328,종로구,서울 종로구 종로66길 31,1호선 신설동역,리빙캐슬 신설동점,0,36,월세  35~70,Y,N,공용,N,0.00%,,,,
1329,강남구,서울 강남구 역삼로 454,2호선 선 릉역,한맥고시원,0,31,월세  25~35,Y,N,공용,N,0.00%,,,,
1330,용산구,서울 용산구 한강대로 278-5,4호선 숙대입구역,코코리빙텔 숙대점,0,39,월세  28~40,Y,N,공용,N,0.00%,,,,
1331,강남구,서울 강남구 봉은사로44길 36,9호선 선 정릉역,코아리빙텔 강남상록점,1,36,월세  38~50,Y,3,공용,N,2.78%,,,,
1332,동작구,서울 동작구 상도로61길 40 ,7호선 숭실대입구역,진영고시텔 숭실대점,0,50,월세  20~27,Y,N,공용,Y,0.00%,,,,
1333,동작구,서울 동작구 매봉로 178,9호선 노들역,연텔고시원,0,44,월세  18~34,Y,N,공용,N,0.00%,,,,
1334,광진구,서울 광진구 자양로 115,2호선 구의역,건대원룸텔 라임하우스,1,54,월세  35~50,Y,N,공용,Y,1.85%,,,,
1335,마포구,서울 마포구 연희로 43,2호선 홍대입구역,더블유하우스 연세대점,1,44,월세  37~42,Y,N,공용,N,2.27%,,,,
1336,동작구,서울 동작구 상도로15길 55,7호선 장승배기역,마이홈리빙텔 장승배기점,0,60,월세  19~36,Y,N,공용,Y,0.00%,,,,
1337,종로구,서울 종로구 종로409,1호선 신설동역,심플하우스 신설동역점,1,50,월세  40~55,Y,N,공용,N,2.00%,,,,
1338,동작구,서울 동작구 등용로 95,1호선 대방역,심플하우스 대방점,1,21,월세  50~55,Y,5,공용,N,4.76%,,,,
1339,강남구,서울 강남구 일원로9길 28,3호선 대청역,리빙파크 삼성병원점,0,40,월세  45~65,Y,N,공용,Y,0.00%,,,,
1340,송파구,서울 송파구 송파대로30길 41-12,3호선 경찰병원역,하모나빌고시텔,1,39,월세  20~25,Y,N,공용,N,2.56%,,,,
1341,양천구,서울 양천구 등촌로 24,5호선 목동역,목동고시원,1,25,월세  18~25,Y,N,공용,N,4.00%,,,,
1342,관악구,서울 관악구 남부순환로 1597-12,2호선 신림역,코지웰빙텔 신림역점,1,30,월세  23~28,Y,N,공용,N,3.33%,,,,
1343,관악구,서울 관악구 행운1길 40,2호선 서울대입구역,글로리아원룸텔 서울대역점,0,34,월세  30~45,Y,N,공용,N,0.00%,,,,
1344,동작구,서울 동작구 등용로 119,1호선 대방역,산호레지던스,1,33,월세  25~38,Y,2,공용,N,3.03%,,,,
1345,관악구,서울 관악구 신림로23길 86-3,N,송화서원,0,40,월세  20~25,Y,N,공용,Y,0.00%,,,,
1346,관악구,서울 관악구 신림로 363-1,2호선 신림역,오투o2리빙텔,0,30,월세  25~35,Y,N,공용,N,0.00%,,,,
1347,성동구,서울 성동구 왕십리로21길 26,5호선 행당역,무학원룸텔,0,19,월세  50~65,Y,N,공용,N,0.00%,,,,
1348,동작구,서울 동작구 장승배기로24가길 35,1호선 노량진역,세광고시텔,1,84,월세  27~34,Y,3,남성전용,N,1.19%,,,,
1349,중구,서울 중구 마장로 68,2호선 신당역,홈원룸텔,1,37,월세  35~45,Y,N,공용,N,2.70%,,,,
1350,강남구,서울 강남구 언주로93길 29,2호선 역삼역,레지던스엠 역삼점,1,37,월세  38~70,Y,N,공용,N,2.70%,,,,
1351,관악구,서울 관악구 관악로 140-7,2호선 서울대입구역,도도하우스 서울대점,1,55,월세  40~60,Y,3,공용,Y,1.82%,,,,
1352,광진구,서울 광진구 동일로 96,2호선 건대입구역,21세기고시원,1,32,월세  22~45,Y,N,공용,N,3.13%,,,,
1353,마포구,서울 마포구 어울마당로 96,2호선 홍대입구역,더하우스 홍대점,0,28,월세  30~70,Y,N,공용,N,0.00%,,,,
1354,관악구,서울 관악구 솔밭로 4,2호선 낙성대역,해치스테이 낙성대역점,1,36,월세  35~65,Y,2,공용,Y,2.78%,,,,
1355,서초구,서울 서초구 효령로 412 ,3호선 양재역,심플하우스 강남뱅뱅사거리점,1,60,월세  40~70,Y,5,공용,Y,1.67%,,,,
1356,영등포구,서울 영등포구 여의대방로219,7호선 보라매역,굿스테이 대방역,1,29,월세  35~45,Y,N,공용,N,3.45%,,,,
1357,광진구,서울 광진구 능동로13길 19,2호선 건대입구역,베스트리빙텔 건대입구역점,12,30,월세  20~43,Y,N,공용,Y,40.00%,,,,
1358,마포구,서울 마포구 동교로 198 ,2호선 홍대입구역,오렌지레지던스,1,35,월세  20~50,Y,N,공용,N,2.86%,,,,
1359,영등포구,서울 영등포구 경인로 872,1호선 영등포역,엘리트고시원,0,40,월세  20~28,Y,N,공용,N,0.00%,,,,
1360,영등포구,서울 영등포구 영중로10길 22,1호선 영등포역,주영고시원,0,60,월세  16~28,Y,N,공용,Y,0.00%,,,,
1361,광진구,서울 광진구 천호대로 799,5호선 광나루역,싱글하우스 광나루역점,1,54,월세  27~42,Y,N,공용,N,1.85%,,,,
1362,서대문구,서울 서대문구 명물길 29-8,2호선 신촌역,로하스 리빙홈,1,34,월세  30~65,Y,N,공용,Y,2.94%,,,,
1363,관악구,서울 관악구 신림로65길 19,2호선 신림역,베스트리빙텔,0,37,월세  20~39,Y,N,공용,N,0.00%,,,,
1364,관악구,서울 관악구 신림로 370,2호선 신림역,파크리빙텔,0,53,월세  18~39,Y,1,여성전용,N,0.00%,,,,
1365,성북구,서울 성북구 화랑로15길 12,6호선 상월곡역,스마일리빙텔,0,61,월세  29~42,Y,2,공용,Y,0.00%,,,,
1366,은평구,서울 은평구 응암로22길 22-1,6호선 새절역,비바쉐르빌,1,43,월세  35~40,Y,5,공용,N,2.33%,,,,
1367,금천구,서울 금천구 벚꽃로56길 72,1호선 가산디지털단지역,지윤리빙텔,0,48,월세  27~45,Y,4,공용,N,0.00%,,,,
1368,구로구,서울 구로구 경인로 340,1호선 개봉역,로즈빌고시원,0,45,월세  20~27,Y,1,공용,N,0.00%,,,,
1369,중랑구,서울 중랑구 면목로 361,7호선 사가정역,하이텔고시원,0,42,월세  20~35,Y,N,공용,N,0.00%,,,,
1370,강남구,서울 강남구 언주로93길 20,2호선 역삼역,역삼원룸코아리빙텔,1,29,월세  35~56,Y,2,공용,N,3.45%,,,,
1371,강남구,서울 강남구 강남대로58길 21,3호선 양재역,유빈하우스,0,41,월세  25~43,Y,N,공용,N,0.00%,,,,
1372,송파구,서울 송파구 백제고분로7길 24-30,2호선 잠실새내역,더존하우스원룸텔 잠실새내점,1,30,월세  35~50,Y,N,공용,Y,3.33%,,,,
1373,마포구,서울 마포구 와우산로23길 14,2호선 홍대입구역,도도하우스 홍대점,0,30,월세  40~60,Y,20,공용,N,0.00%,,,,
1374,관악구,서울 관악구 남부순환로 1850,2호선 서울대입구역,보보멤버스텔 서울대점,1,38,월세  33~45,Y,1,공용,Y,2.63%,,,,
1375,구로구,서울 구로구 디지털로 224,7호선 남구로역,모던하우스 구로디지털단지,1,28,월세  38~55,Y,N,공용,N,3.57%,,,,
1376,관악구,서울 관악구 남부순환로 1855,2호선 서울대입구역,이삭고시원,1,42,월세  25~32,Y,N,공용,N,2.38%,,,,
1377,동작구,서울 동작구 만양로14마길 20,1호선 노량진역,명인고시원,1,54,월세  23~35,Y,1,공용,Y,1.85%,,,,
1378,동대문구,서울 동대문구 회기로 122,1호선 회기역,해피하우스 경희대점,1,31,월세  25~40,Y,N,공용,N,3.23%,,,,
1379,송파구,서울 송파구 새말로5길 11-1,8호선 문정역,스카이빌 원룸텔,0,40,월세  40~55,Y,N,공용,Y,0.00%,,,,
1380,도봉구,서울 도봉구 도봉로 452-4,4호선 쌍문역,럭키고시텔,0,52,월세  21~32,Y,N,공용,N,0.00%,,,,
1381,서초구,서울 서초구 사평대로56길 8,9호선 신논현역,에이치H레지던스 ,1,37,월세  35~55,Y,N,공용,Y,2.70%,,,,
1382,서초구,서울 서초구 사임당로 105,2호선 교대역,노블레지던스 교대점,2,50,월세  26~40,Y,4,공용,Y,4.00%,,,,
1383,동작구,서울 동작구 사당로23길 2,4호선 총신대입구(이수)역,소호리빙텔 이수점,0,49,월세  25~50,Y,N,공용,Y,0.00%,,,,
1384,종로구,서울 종로구 수표로 90-1,1호선 종로3가역,중앙레지던스,1,60,월세  27~50,Y,N,공용,Y,1.67%,,,,
1385,동대문구,서울 동대문구 이문로 100,1호선 외대앞역,외대아이비즈고시원,0,38,월세  20~25,Y,N,공용,N,0.00%,,,,
1386,강남구,서울 강남구 강남대로152길 42,3호선 신사역,신사고시텔,1,13,월세  38~48,Y,N,공용,N,7.69%,,,,
1387,강남구,서울 강남구 봉은사로 445,9호선 선 정릉역,심플하우스 코엑스점,4,45,월세  45~52,Y,N,공용,Y,8.89%,,,,
1388,강동구,서울 강동구 올림픽로 737,8호선 암사역,리빙캐슬 암사점,0,37,월세  28~45,Y,2,공용,N,0.00%,,,,
