순번,지역,주소,인근 지하철,고시원명,빈방,총 방갯수,월세,식사 제공,주차 제공,남녀 구분,층 분리,공실률,,,지역 평균 공실률,
1060,강남구,서울 강남구 논현로149길 35,3호선 신사역,코지리빙텔신사점,0,34,월세  28~45,Y,2,공용,N,0.00%,,,,
1061,강남구,서울 강남구 삼성로69길 15,분당선 한티역,웰빙텔 대치점,0,36,월세  25~40,Y,N,공용,N,0.00%,,,,
1062,강남구,서울 강남구 강남대로94길 55-4,2호선 역삼역,소호리빙텔 역삼점,0,18,월세  35~45,Y,N,공용,N,0.00%,,,,
1063,강남구,서울 강남구 선릉로 121길 13,9호선 선 정릉역,풀하우스고시텔,0,50,월세  37~55,Y,N,공용,Y,0.00%,,,,
1064,강서구,서울 강서구 강서로 17길 17,2호선 까치산역,다온고시원,0,28,월세  25~32,Y,N,여성전용,N,0.00%,,,,
1065,강남구,서울 강남구 테헤란로43길 17,2호선 선 릉역,더하우스리빙텔 역삼점,3,40,월세  35~46,Y,2,여성전용,N,7.50%,,,,
1066,구로구,서울 구로구 디지털로32다길 46,2호선 구로디지털단지역,디지털레지던스,1,30,월세  28~40,Y,3,공용,N,3.33%,,,,
1067,성동구,서울 성동구 동일로 173,7호선 어린이대공원역,건대고시원,0,46,월세  17~38,Y,1,공용,N,0.00%,,,,
1068,관악구,서울 관악구 봉천로 441,2호선 서울대입구역,마이홈레지던스 서울대점,3,51,월세  25~45,Y,3,공용,N,5.88%,,,,
1069,강남구,서울 강남구 언주로 605,9호선 언주역,논현레지던스 선릉역점,0,41,월세  38~55,Y,4,공용,N,0.00%,,,,
1070,노원구,서울 노원구 한글비석로20길 46,4호선 상계역,황금알고시원,0,40,월세  18~25,Y,N,공용,N,0.00%,,,,
1071,강동구,서울 강동구 고덕로 38길 61,5호선 명일역,리빙캐슬 명일역점,0,31,월세  25~40,Y,N,공용,Y,0.00%,,,,
1072,강동구,서울 강동구 구천면로 385,5호선 명일역,청운고시원 명일점,0,26,월세  17~27,Y,N,공용,N,0.00%,,,,
1073,강동구,서울 강동구 올림픽로48길 22,8호선 강동구청역,풀하우스원룸텔 ,0,17,월세  30~45,Y,N,공용,N,0.00%,,,,
1074,송파구,서울 송파구 마천로57길 22-1,5호선 마천역,크리스탈고시원,0,50,월세  21~30,Y,N,공용,Y,0.00%,,,,
1075,동대문구,서울 동대문구 이문로 17-26,1호선 회기역,엔n마을고시텔,0,55,월세  20~26,Y,N,공용,Y,0.00%,,,,
1076,강동구,서울 강동구 천호대로157길 18,5호선 천호역,리빙캐슬 천호점,0,35,월세  33~47,Y,N,공용,N,0.00%,,,,
1077,강남구,서울 강남구 역삼로 426,2호선 선 릉역,스테이앤스터디 대치,1,44,월세  45~70,Y,2,공용,Y,2.27%,,,,
1078,강동구,서울 강동구 성안로 183,5호선 길동역,이지리빙텔,0,39,월세  40~40,Y,N,공용,N,0.00%,,,,
1079,강남구,서울 강남구 도산대로27길 40,3호선 압구정역,마이홈리빙텔 압구정점,0,28,월세  30~45,Y,N,여성전용,N,0.00%,,,,
1080,강동구,서울 강동구 진황도로27길 15,5호선 강동역,디오빌원룸텔 천호점  ,0,45,월세  45~60,Y,8,공용,N,0.00%,,,,
1081,강동구,서울 강동구 구천면로 378,5호선 명일역,원룸고시원,0,37,월세  18~34,Y,N,공용,Y,0.00%,,,,
1082,강동구,서울 강동구 양재대로143길 18,5호선 명일역,등불 여성전용고시원,0,32,월세  22~32,Y,N,여성전용,N,0.00%,,,,
1083,강동구,서울 강동구 성안로 106,5호선 강동역,로얄원룸고시텔,0,50,월세  24~45,Y,3,공용,N,0.00%,,,,
1084,종로구,서울 종로구 홍지문2길 6,N,상명고시원,0,40,월세  35~37,Y,15,공용,Y,0.00%,,,,
1085,송파구,서울 송파구 동남로6길 25-27,8호선 문정역,마이홈리빙텔 문정점,2,27,월세  28~40,Y,10,공용,N,7.41%,,,,
1086,종로구,서울 종로구 명륜길 40 ,4호선 혜화역,으뜸고시원 성균관대점,0,50,월세  27~42,Y,N,공용,Y,0.00%,,,,
1087,강남구,서울 강남구 봉은사로44길 81,2호선 선 릉역,레지던스아이 선릉역점,0,40,월세  40~65,Y,3,공용,Y,0.00%,,,,
1088,강북구,서울 강북구 도봉로 172,4호선 미아역,리딩뱅크 고시텔,1,40,월세  23~30,Y,N,공용,N,2.50%,,,,
1089,강북구,서울 강북구 도봉로20가길 40,4호선 미아역,고시텔준,0,50,월세  25~35,Y,N,공용,Y,0.00%,,,,
1090,강서구,서울 강서구 양천로 45-8,5호선 개화산역,솔향기리빙텔 ,0,51,월세  30~35,Y,5,공용,N,0.00%,,,,
1091,강서구,서울 강서구 화곡로55길 22,N,이모션하우스텔,0,43,월세  27~40,Y,N,공용,N,0.00%,,,,
1092,강서구,서울 강서구 화곡로58길 22-3,9호선 가양역,오투고시원,0,50,월세  18~25,Y,N,공용,N,0.00%,,,,
1093,강서구,서울 강서구 강서로17길 35,2호선 까치산역,쉐르빌고시원,0,45,월세  20~26,Y,N,공용,N,0.00%,,,,
1094,강서구,서울 강서구 까치산로 193,9호선 증미역,위캔두고시원,0,43,월세  19~26,Y,3,공용,Y,0.00%,,,,
1095,강서구,서울 강서구 곰달래로 146,2호선 까치산역,토마토고시원,0,34,월세  20~30,Y,N,공용,N,0.00%,,,,
1096,강서구,서울 강서구 강서로12길 5-21,2호선 까치산역,조이고시원,0,34,월세  18~28,Y,N,공용,N,0.00%,,,,
1097,성동구,서울 성동구 아차산로7길 45,2호선 성수역,드림고시텔,1,30,월세  20~28,Y,N,공용,N,3.33%,,,,
1098,서대문구,서울 서대문구 북아현로2안길 2,2호선 아현역,한양고시원,0,30,월세  25~28,Y,N,공용,N,0.00%,,,,
1099,송파구,서울 송파구 삼전로 80,9호선 삼전역,탑레지던스원룸텔 잠실점,0,45,월세  35~55,Y,N,공용,Y,0.00%,,,,
1100,종로구,서울 종로구 삼일대로17길 40,1호선 종각역,종로웰빙텔,1,36,월세  25~40,Y,N,공용,N,2.78%,,,,
1101,종로구,서울 종로구 수표로20길 43 ,1호선 종로3가역,이삭리빙텔,1,38,월세  25~50,Y,N,공용,N,2.63%,,,,
1102,서초구,서울 서초구 동광로11길 69,9호선 구반포역,현대고시원,0,45,월세  22~28,Y,N,공용,N,0.00%,,,,
1103,종로구,서울 종로구 창경궁로29길 25,4호선 혜화역,모던하우스 ,1,28,월세  35~42,Y,N,공용,N,3.57%,,,,
1104,영등포구,서울 영등포구 여의대방로55길 20,1호선 대방역,청담리빙텔,1,40,월세  23~30,Y,N,공용,Y,2.50%,,,,
1105,동작구,서울 동작구 국사봉1길 21,7호선 신대방삼거리역,브이아이피vip원룸고시원,0,29,월세  20~40,Y,2,공용,N,0.00%,,,,
1106,관악구,서울 관악구 남부순환로 1711,2호선 봉천역,레지던스K,1,29,월세  55~75,Y,N,공용,Y,3.45%,,,,
1107,영등포구,서울 영등포구 영등포로86길 23,1호선 대방역,홈스테이드,0,69,월세  32~56,Y,10,공용,Y,0.00%,,,,
1108,송파구,서울 송파구 백제고분로23길 31,9호선 삼전역,잠실웰빙원룸텔,1,32,월세  25~45,Y,1,공용,N,3.13%,,,,
1109,관악구,서울 관악구 신림로 152,N,상록수고시원,0,60,월세  18~25,Y,N,공용,N,0.00%,,,,
1110,송파구,서울 송파구 백제고분로 180,9호선 삼전역,쉐르빌고시원,0,32,월세  23~35,Y,N,공용,N,0.00%,,,,
1111,송파구,서울 송파구 삼전로10길 6,9호선 삼전역,리빙캐슬 잠실신천점,1,68,월세  18~40,Y,5,공용,N,1.47%,,,,
1112,서초구,서울 서초구 방배로 209,7호선 내방역,렌트하우스,0,27,월세  55~65,Y,1,공용,N,0.00%,,,,
1113,동작구,서울 동작구 만양로8길 17,7호선 상도역,위너스원룸텔,1,45,월세  30~40,Y,N,공용,N,2.22%,,,,
1114,강동구,서울 강동구 양재대로 1466,5호선 길동역,스마트원룸텔 길동역점,1,29,월세  35~55,Y,2,공용,N,3.45%,,,,
1115,동작구,서울 동작구 상도1동 312,7호선 상도역,웰빙텔 상도점,0,40,월세  28~38,Y,3,공용,Y,0.00%,,,,
1116,관악구,서울 관악구 남부순환로 1670,2호선 신림역,오투하우스 신림점,1,40,월세  28~45,Y,N,공용,N,2.50%,,,,
1117,송파구,서울 송파구 백제고분로40길 24,8호선 석촌역,오투레지던스 석촌점,0,45,월세  33~55,Y,N,공용,Y,0.00%,,,,
1118,송파구,서울 송파구 가락로 108,8호선 송파역,베스텔레지던스 석촌점,0,45,월세  33~40,Y,N,공용,Y,0.00%,,,,
1119,영등포구,서울 영등포구 경인로 883,1호선 영등포역,코쿤하우스 영등포역점,1,40,월세  37~55,Y,N,공용,Y,2.50%,,,,
1120,서초구,서울 서초구 효령로 54,2호선 방배역,캐슬파인 방배점,0,38,월세  28~50,Y,2,공용,Y,0.00%,,,,
1121,서대문구,서울 서대문구 명물1길 16,2호선 신촌역,멀티하우스 연대점,1,52,월세  28~43,Y,N,공용,Y,1.92%,,,,
1122,영등포구,서울 영등포구 영중로3길 11,1호선 영등포역,대진원룸텔,0,25,월세  45~65,Y,N,공용,Y,0.00%,,,,
1123,서대문구,서울 서대문구 연세로5가길 11,2호선 신촌역,에이플러스리빙텔 신촌점,0,30,월세  28~42,Y,N,공용,Y,0.00%,,,,
1124,서초구,서울 서초구 남부순환로333길 56,3호선 남부터미널역,소호원룸텔 남부터미널점,1,40,월세  23~55,Y,3,공용,N,2.50%,,,,
1125,용산구,서울 용산구 만리재로 192,경의중앙선 서울역 (경의중앙선 ),펠리즈원룸텔 서울역점,1,30,월세  40~60,Y,N,공용,N,3.33%,,,,
1126,종로구,서울 종로구 성균관로 58,4호선 혜화역,굿스테이 원룸텔,1,40,월세  40~60,Y,N,공용,Y,2.50%,,,,
1127,송파구,서울 송파구 송파대로40길 6,8호선 석촌역,로뎀하우스 석촌역점,0,20,월세  45~45,Y,5,공용,N,0.00%,,,,
1128,종로구,서울 종로구 종로 384,1호선 동묘앞역,리빙파크원룸텔 동묘신설동점,0,46,월세  38~55,Y,N,공용,N,0.00%,,,,
1129,노원구,서울 노원구 상계로5길 3,4호선 노원역,노블리빙텔 노원점,0,52,월세  28~45,Y,8,공용,Y,0.00%,,,,
1130,종로구,서울 종로구 자하문로1가길 5,3호선 경복궁역,노블레스리빙텔,0,31,월세  35~48,Y,1,공용,N,0.00%,,,,
1131,서대문구,서울 서대문구 연세로2마길 35,경의중앙선 신촌역 (경의중앙선 ),청호고시원,0,17,월세  25~27,Y,N,공용,Y,0.00%,,,,
1132,서대문구,서울 서대문구 연세로7길 26,2호선 신촌역,제이제이고시텔,0,37,월세  23~30,Y,N,공용,Y,0.00%,,,,
1133,영등포구,서울 영등포구 선유로 246,2호선 당산역,코사레지던스,0,48,월세  45~55,Y,N,공용,N,0.00%,,,,
1134,강남구,서울 강남구 학동로55길 12-2,7호선 강남구청역,도도하우스 강남구청역,10,36,월세  45~70,Y,3,공용,Y,27.78%,,,,
1135,영등포구,서울 영등포구 영등포로 7,5호선 양평역,오목고시원,0,30,월세  18~65,Y,3,공용,N,0.00%,,,,
1136,동작구,서울 동작구 매봉로 180,9호선 노들역,파리리빙텔,0,20,월세  37~50,Y,2,공용,Y,0.00%,,,,
1137,광진구,서울 광진구 동일로 96 ,2호선 건대입구역,심플원룸텔 건대점,1,38,월세  35~50,Y,N,공용,N,2.63%,,,,
1138,동작구,서울 동작구 만양로 14가길 23,1호선 노량진역,더리치하우스,0,36,월세  43~65,Y,2,공용,Y,0.00%,,,,
1139,강북구,서울 강북구 월계로3길 12,4호선 미아사거리역,싸리고시원,0,30,월세  21~30,Y,N,공용,N,0.00%,,,,
1140,동작구,서울 동작구 만양로6길 41,1호선 노량진역,멀티하우스 노량진점,1,60,월세  25~40,Y,N,공용,Y,1.67%,,,,
1141,은평구,서울 은평구 통일로80길 3,3호선 연신내역,대일고시원,0,20,월세  20~28,Y,N,공용,N,0.00%,,,,
1142,광진구,서울 광진구 능동로 149,2호선 건대입구역,허브원룸텔,0,28,월세  45~55,Y,N,공용,Y,0.00%,,,,
1143,동작구,서울 동작구 노량진로 200,9호선 노들역,허브하우스 ,10,33,월세  30~40,Y,N,공용,N,30.30%,,,,
1144,강남구,서울 강남구 선릉로64길 15-9,분당선 한티역,라임빌,0,35,월세  38~44,Y,2,공용,Y,0.00%,,,,
1145,종로구,서울 종로구 수표로20길 43,1호선 종로3가역,해피하우스,1,20,월세  30~45,Y,N,공용,N,5.00%,,,,
1146,동작구,서울 동작구 여의대방로36길 21-11,7호선 보라매역,풀하우스 대방점,0,40,월세  33~50,Y,10,공용,Y,0.00%,,,,
1147,성북구,서울 성북구 동소문로 40 ,4호선 한성대입구역,싱글레지던스 한성대역점,1,40,월세  28~41,Y,2,공용,N,2.50%,,,,
1148,동작구,서울 동작구 동작대로33가길 4,4호선 총신대입구(이수)역,호호리빙텔,0,67,월세  25~55,Y,N,공용,N,0.00%,,,,
1149,동작구,서울 동작구 사당로 28,7호선 숭실대입구역,스토리하우스 숭실대점,0,60,월세  28~45,Y,3,공용,Y,0.00%,,,,
1150,관악구,서울 관악구 남부순환로 1888,2호선 낙성대역,스타레지던스,1,35,월세  30~40,Y,3,공용,N,2.86%,,,,
1151,관악구,서울 관악구 신림로 306 ,2호선 신림역,예그린하우스 신림역점,1,41,월세  33~35,Y,N,공용,Y,2.44%,,,,
1152,서대문구,서울 서대문구 이화여대길 34,2호선 이대역,배꽃원룸텔 여성전용,1,25,월세  35~45,Y,N,여성전용,N,4.00%,,,,
1153,동작구,서울 동작구 장승배기로15길 3,7호선 장승배기역,하늘고시텔,0,42,월세  25~48,Y,N,공용,N,0.00%,,,,
1154,금천구,서울 금천구 범안로17길 67,1호선 독산역,코지하우스 독산점,1,46,월세  26~28,Y,N,공용,N,2.17%,,,,
1155,강남구,서울 강남구 봉은사로16길 34,9호선 신논현역,힐리빙텔 강남역점,0,36,월세  38~60,Y,4,공용,N,0.00%,,,,
1156,서대문구,서울 서대문구 서소문로 53,2호선 충정로역,코리아레지던스,10,38,월세  38~55,Y,N,공용,N,26.32%,,,,
1157,동대문구,서울 동대문구 장한로 137,N,푸른고시텔,0,40,월세  15~30,Y,2,공용,N,0.00%,,,,
1158,서대문구,서울 서대문구 신촌로3길 15,2호선 홍대입구역,마이홈리빙텔 홍대신촌점,1,30,월세  27~33,Y,1,공용,N,3.33%,,,,
1159,동대문구,서울 동대문구 한빛로 1 ,1호선 신설동역,비엔하우스 신설동역점,1,25,월세  40~60,Y,N,공용,N,4.00%,,,,
1160,중구,서울 중구 을지로40길 7,2호선 동대문역사문화공원역,비버하우스 동대문운동장점,0,40,월세  28~50,Y,N,공용,N,0.00%,,,,
1161,동대문구,서울 동대문구 안암로22길 2,6호선 고려대역,고대정문고시원,0,30,월세  15~30,Y,N,공용,Y,0.00%,,,,
1162,구로구,서울 구로구 구로동로 126-2,7호선 남구로역,포유4U고시텔,1,47,월세  23~30,Y,N,공용,N,2.13%,,,,
1163,송파구,서울 송파구 석촌호수로12길 14,2호선 잠실새내역,비전하우스,0,27,월세  45~45,Y,2,공용,N,0.00%,,,,
1164,강동구,서울 강동구 천호대로177길 16,5호선 길동역,드라마고시원,0,38,월세  20~35,Y,2,공용,N,0.00%,,,,
1165,광진구,서울 광진구 군자로 108,7호선 어린이대공원역,세종대원룸텔,0,40,월세  28~43,Y,2,공용,N,0.00%,,,,
1166,동작구,서울 동작구 만양로8길 69,1호선 노량진역,모젠리빙텔,1,22,월세  25~42,Y,N,여성전용,N,4.55%,,,,
1167,종로구,서울 종로구 세검정로 236-1,N,홍지고시원,0,32,월세  25~35,Y,N,공용,Y,0.00%,,,,
1168,동작구,서울 동작구 노량진로 233,9호선 노들역,풀하우스 노량진점,14,54,월세  20~45,Y,1,공용,Y,25.93%,,,,
1169,동대문구,서울 동대문구 왕산로2길 32,1호선 신설동역,노블하우스 신설동역점,1,30,월세  35~45,Y,N,공용,N,3.33%,,,,
1170,도봉구,서울 도봉구 노해로69길 15-15 ,1호선 창동역,수원룸텔 창동역점,1,42,월세  35~45,Y,20,공용,N,2.38%,,,,
1171,성북구,서울 성북구 동소문로 231,4호선 길음역,수리빙텔 길음역점,0,29,월세  30~45,Y,N,공용,N,0.00%,,,,
1172,중구,서울 중구 명동10길 19-27,4호선 명동역,그린텔고시원,0,40,월세  27~32,Y,N,공용,N,0.00%,,,,
1173,강북구,서울 강북구 도봉로 284-6,4호선 수유역,휴하우스원룸텔,0,18,월세  38~48,Y,N,공용,N,0.00%,,,,
1174,관악구,서울 관악구 신림로 171,N,서울대고시원,0,50,월세  18~25,Y,N,공용,N,0.00%,,,,
1175,서초구,서울 서초구 사평대로55길 133,7호선 논현역,허브레지던스 논현점,5,60,월세  23~55,Y,1,공용,N,8.33%,,,,
1176,관악구,서울 관악구 난곡로 295,2호선 신대방역,제이빌원룸텔,0,13,월세  35~50,Y,N,공용,N,0.00%,,,,
1177,송파구,서울 송파구 송이로 103,3호선 경찰병원역,코지하우스 가락점,1,39,월세  30~40,Y,2,공용,N,2.56%,,,,
1178,관악구,서울 관악구 신림로19길 77,N,스타하우스,0,50,월세  20~20,Y,N,공용,N,0.00%,,,,
1179,송파구,서울 송파구 동남로2길 16 ,8호선 문정역,아이비고시텔,0,14,월세  25~35,Y,N,공용,N,0.00%,,,,
1180,종로구,서울 종로구 삼일대로17길 50,1호선 종각역,노블레지던스 종로종각점,1,36,월세  28~60,Y,N,공용,N,2.78%,,,,
1181,중구,서울 중구 청계천로 188,2호선 을지로4가역,코리아레지던스,0,40,월세  35~50,Y,N,공용,N,0.00%,,,,
1182,동작구,서울 동작구 보라매로 100-6,7호선 신대방삼거리역,보라매리빙텔,0,27,월세  36~36,Y,2,공용,Y,0.00%,,,,
1183,관악구,서울 관악구 신사로 104-1,2호선 신대방역,신대방리빙텔,0,35,월세  25~37,Y,5,공용,N,0.00%,,,,
1184,동대문구,서울 동대문구 안암로24길 4,6호선 고려대역,삼성리빙텔 고려대역점,0,28,월세  40~50,Y,N,공용,N,0.00%,,,,
1185,광진구,서울 광진구 천호대로112길 7,5호선 군자역,럭셔리원룸텔,0,33,월세  40~47,Y,2,공용,N,0.00%,,,,
1186,강남구,서울 강남구 강남대로 48길 4,3호선 양재역,허브원룸텔,0,30,월세  33~50,Y,N,공용,Y,0.00%,,,,
1187,도봉구,서울 도봉구 도봉로113길 20,4호선 쌍문역,황제리빙텔,0,40,월세  21~30,Y,N,공용,N,0.00%,,,,
1188,강동구,서울 강동구 성안로 103,5호선 강동역,휴먼타운해피텔,0,57,월세  23~38,Y,2,공용,Y,0.00%,,,,
1189,동작구,서울 동작구 만양로16길 4,1호선 노량진역,편안한원룸텔,0,47,월세  30~50,Y,N,공용,Y,0.00%,,,,
1190,관악구,서울 관악구 봉천로 237-6,2호선 신림역,삼성고시원,0,34,월세  19~25,Y,N,공용,N,0.00%,,,,
1191,강남구,서울 강남구 도산대로30길 16,7호선 학동역,제이피JP레지던스,0,30,월세  55~85,Y,N,공용,N,0.00%,,,,
1192,강남구,서울 강남구 선릉로 310,분당선 한티역,롯데원룸텔,0,37,월세  55~75,Y,N,공용,N,0.00%,,,,
1193,중구,서울 중구 새문안로 30,5호선 서대문역,소호리빙텔 정동점,0,41,월세  27~40,Y,N,공용,N,0.00%,,,,
1194,용산구,서울 용산구 한강대로 254,1호선 남영역,굿모닝럭스텔 숙대점,0,42,월세  25~45,Y,1,공용,N,0.00%,,,,
1195,강서구,서울 강서구 강서로5나길 31,2호선 까치산역,해오름고시텔,0,17,월세  27~35,Y,N,공용,N,0.00%,,,,
1196,강남구,서울 강남구 선릉로161길 12,분당선 압구정로데오역,니오빌원룸텔 압구정점,0,35,월세  40~65,Y,N,공용,Y,0.00%,,,,
1197,마포구,서울 마포구 굴레방로 11,5호선 애오개역,레이디전용하우스,0,50,월세  22~32,Y,N,여성전용,N,0.00%,,,,
1198,동대문구,서울 동대문구 서울시립대로 164,1호선 회기역,해피하우스 시립대점,1,33,월세  30~55,Y,6,공용,N,3.03%,,,,
1199,노원구,서울 노원구 광운로 56,1호선 광운대역,굿모닝고시원,0,56,월세  15~30,Y,N,공용,N,0.00%,,,,
1200,강남구,서울 강남구 도곡로27길 6,3호선 매봉역,원일고시원,3,47,월세  22~45,Y,N,공용,N,6.38%,,,,
1201,강남구,서울 강남구 개포로88길 6,분당선 개포동역,골드리빙텔,1,28,월세  40~48,Y,N,공용,N,3.57%,,,,
1202,동작구,서울 동작구 장승배기로18길 12 ,7호선 장승배기역,미리내고시원,0,48,월세  26~30,Y,N,남성전용,N,0.00%,,,,
1203,광진구,서울 광진구 자양번영로 71,2호선 건대입구역,자양고시원룸텔,0,17,월세  30~35,Y,N,남성전용,N,0.00%,,,,
1204,서초구,서울 서초구 효령로55길 57,3호선 남부터미널역,그린하우스 교대점,0,40,월세  35~45,Y,N,공용,Y,0.00%,,,,
1205,동대문구,서울 동대문구 난계로26길 37,1호선 신설동역,코코원룸텔,31,48,월세  26~38,Y,N,공용,N,64.58%,,,,
1206,구로구,서울 구로구 디지털로32길 97-27,2호선 구로디지털단지역,토마토리빙텔 구로디지털단지역점,0,35,월세  23~27,Y,1,공용,Y,0.00%,,,,
1207,서초구,서울 서초구 신반포로49길 21,7호선 논현역,레지던스티T,1,48,월세  45~90,Y,N,공용,Y,2.08%,,,,
1208,광진구,서울 광진구 자양로 180,2호선 구의역,스토리하우스 구의점,1,42,월세  30~42,Y,2,공용,Y,2.38%,,,,
1209,강남구,서울 강남구 강남대로 156길 34,3호선 신사역,라임하우스 가로수길점,0,40,월세  45~65,Y,N,공용,Y,0.00%,,,,
1210,강남구,서울 강남구 선릉로 815,분당선 압구정로데오역,로데오하우스,1,19,월세  32~55,Y,1,여성전용,Y,5.26%,,,,
1211,강서구,서울 강서구 우장산로14길 9,N,스마트원룸텔,1,37,월세  43~55,Y,5,공용,Y,2.70%,,,,
1212,도봉구,서울 도봉구 도봉로 493,4호선 쌍문역,풀하우스 쌍문점,0,27,월세  32~43,Y,2,공용,N,0.00%,,,,
1213,동대문구,서울 동대문구 약령시로 2-1,6호선 안암역,용문고시원,1,41,월세  15~30,Y,N,공용,N,2.44%,,,,
1214,관악구,서울 관악구 신사로 74,2호선 신대방역,아이게스트하우스 신대방점,1,53,월세  25~40,Y,5,공용,N,1.89%,,,,
1215,강남구,서울 강남구 역삼로7길 8,2호선 강남역,메종레지던스 강남역점,1,21,월세  32~45,Y,N,공용,N,4.76%,,,,
1216,영등포구,서울 영등포구 신풍로25길 14,7호선 보라매역,리첸하우스 보라매역점,1,30,월세  30~42,Y,N,공용,N,3.33%,,,,
1217,송파구,서울 송파구 송파대로30길 41-22,3호선 경찰병원역,클린원룸텔,0,24,월세  30~50,Y,N,공용,N,0.00%,,,,
1218,강남구,서울 강남구 역삼로 419,2호선 선 릉역,대치휴레지던스,0,16,월세  50~70,Y,N,공용,N,0.00%,,,,
1219,서대문구,서울 서대문구 연희로11길 26,N,2030레지던스,0,8,월세  30~40,Y,N,여성전용,N,0.00%,,,,
1220,송파구,서울 송파구 오금로11길 29-16,8호선 몽촌토성역,비버하우스 원룸텔,0,28,월세  33~45,Y,N,공용,N,0.00%,,,,
1221,동작구,서울 동작구 노량진로8길 50,1호선 노량진역,에이플러스고시텔,1,20,월세  25~40,Y,N,여성전용,N,5.00%,,,,
1222,동작구,서울 동작구 장승배기로30길 3 ,1호선 노량진역,패스원룸텔,8,48,월세  28~55,Y,N,공용,N,16.67%,,,,
1223,강동구,서울 강동구 양재대로 141길 8,5호선 명일역,오투O2원룸 명일역점,0,20,월세  40~70,Y,N,공용,N,0.00%,,,,
1224,강동구,서울 강동구 구천면로 438,5호선 명일역,드림리빙텔 명일역점,14,43,월세  20~40,Y,3,공용,N,32.56%,,,,
1225,강동구,서울 강동구 올림픽로 807,8호선 암사역,휴앤아이고시텔,0,36,월세  28~45,Y,3,공용,N,0.00%,,,,
1226,성북구,서울 성북구 동소문로 302,4호선 길음역,현대고시텔,1,45,월세  20~30,Y,N,공용,N,2.22%,,,,
1227,강동구,서울 강동구 상암로 200,5호선 굽은다리역,라온하우스 명일점,1,26,월세  30~48,Y,1,공용,N,3.85%,,,,
1228,성북구,서울 성북구 종암로 39,6호선 고려대역,올리브고시텔,0,53,월세  45~55,Y,6,공용,Y,0.00%,,,,
1229,강동구,서울 강동구 구천면로 220,5호선 천호역,코코리빙텔 천호점,1,41,월세  32~47,Y,8,공용,Y,2.44%,,,,
1230,도봉구,서울 도봉구 노해로69길 21-15,1호선 창동역,둥지리빙텔,1,33,월세  35~45,Y,N,공용,N,3.03%,,,,
1231,용산구,서울 용산구 백범로87길 31 ,1호선 남영역,소망원룸고시텔,0,33,월세  34~52,Y,2,공용,N,0.00%,,,,
1232,동대문구,서울 동대문구 난계로26길 21,1호선 신설동역,그린쉐르빌,0,40,월세  30~45,Y,1,공용,N,0.00%,,,,
1233,양천구,서울 양천구 오목로 192 ,5호선 신정역,원고시텔,0,45,월세  22~32,Y,5,남성전용,N,0.00%,,,,
1234,동작구,서울 동작구 장승배기로151-1,1호선 노량진역,노량진고시텔,0,42,월세  22~50,Y,N,공용,Y,0.00%,,,,
1235,서대문구,서울 서대문구 이화여대길 87,경의중앙선 신촌역 (경의중앙선 ),프라임원룸텔 이대점,0,24,월세  38~45,Y,N,여성전용,N,0.00%,,,,
1236,영등포구,서울 영등포구 국회대로30길 14,2호선 영등포구청역,황금고시원,0,33,월세  18~27,Y,N,공용,N,0.00%,,,,
1237,강동구,서울 강동구 양재대로116길 16,5호선 길동역,클라임 고시원,0,39,월세  20~25,Y,N,남성전용,N,0.00%,,,,
1238,강동구,서울 강동구 구천면로 149,5호선 천호역,조은원룸텔,1,29,월세  33~35,Y,N,공용,N,3.45%,,,,
1239,관악구,서울 관악구 쑥고개로 137,2호선 서울대입구역,뉴젠하우스,4,22,월세  33~50,Y,N,공용,N,18.18%,,,,
1240,관악구,서울 관악구 남부순환로 1847,2호선 서울대입구역,현대고시원  ,0,50,월세  15~30,Y,3,공용,N,0.00%,,,,
1241,관악구,서울 관악구 남부순환로 1881,2호선 낙성대역,씨앤지리빙텔  ,0,31,월세  30~38,Y,N,공용,N,0.00%,,,,
1242,관악구,서울 관악구 신림로70길 6,2호선 신림역,코아리빙텔 신림점,0,47,월세  25~38,Y,N,공용,Y,0.00%,,,,
1243,광진구,서울 광진구 구의로 14,2호선 구의역,율곡고시원,0,40,월세  16~22,Y,N,공용,N,0.00%,,,,
1244,광진구,서울 광진구 동일로20길 44,2호선 건대입구역,오성고시원,0,76,월세  21~27,Y,N,공용,Y,0.00%,,,,
1245,광진구,서울 광진구 뚝섬로27길 45,2호선 건대입구역,코코리빙텔 건대점,0,40,월세  30~45,Y,5,여성전용,N,0.00%,,,,
1246,광진구,서울 광진구 능동로 167,7호선 어린이대공원역,웰컴고시텔 ,0,48,월세  23~25,Y,N,공용,Y,0.00%,,,,
1247,구로구,서울 구로구 디지털로 227,7호선 남구로역,아름빌하우스,1,33,월세  37~55,Y,1,공용,N,3.03%,,,,
1248,서초구,서울 서초구 남부순환로350길 19-16,3호선 양재역,지엘하우스,1,45,월세  33~66,Y,1,공용,Y,2.22%,,,,
1249,구로구,서울 구로구 구로중앙로12길 17,2호선 대림역,상준고시원,0,50,월세  25~29,Y,N,남성전용,N,0.00%,,,,
1250,금천구,서울 금천구 벚꽃로38길 15,1호선 가산디지털단지역,드림리빙텔 가산점,0,40,월세  30~40,Y,N,공용,N,0.00%,,,,
1251,강동구,서울 강동구 천호대로 1032,5호선 천호역,파인하우스 천호점,1,50,월세  25~40,Y,N,공용,N,2.00%,,,,
