,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교
332,서울 중구 00동,187,35 개,35 개,3 대,5000,445,없음,20000,None,None
333,서울 관악구 00동,340,38 개,개,00 대,5000,370,None,17000,None,None
334,서울 강남구 00동,500,48 개,48 개,00 대,1억2천,790,50,4억2천,None,None
335,서울 송파구 00동,300,30 개,30 개,00 대,4천,390,60,2억3천,None,None
336,서울 성북구 00동,520,개,47 개,00 대,5천,680,50,3억2천,None,None
337,서울 강남구 00동,303.8,40 개,개,00 대,2500,330,None,18500,None,None
338,서울 서초구 00동,328.26,27 개,개,00 대,5000,420,None,26000,None,None
339,서울 중구 충무로역,330,30 개,30 개,00 대,3천,220,30,합2억7천,None,None
340,서울 성북구 00,300,42 개,개,1 대,4000,220,None,1억2천,None,None
341,서울 중구 00,260,35 개,35 개,1 대,5000,440,None,1억8천,None,None
342,서울 동작구 00동,180,25 개,개,00 대,5000,250,None,14000,None,None
343,서울 동작구 00동,295,35 개,개,00 대,25000,490,None,25000,None,None
344,서울 강북구 00동,90평,개,개,00 대,3000천,260,10만원,7500,None,None
345,서울 종로구 숭인동,489,40 개,4 개,1 대,4000,330,없슴,6000,None,None
346,서울 마포구 동교동,550,50 개,원50 개,1 대,1억,770,100,4억3천,None,None
347,서울 송파구 00동,180,25 개,2 개,없음 대,3000,215,없음,3천,None,None
348,서울 종로구 00동,367.72,개,개,00 대,,450,None,합,None,None
349,서울 광진구 구의동,440,42 개,원42 개,00 대,4천,475,None,합3억2천,None,None
350,서울 강남구 00동,423.84,48 개,54 개,없음 대,8000,1100,없음,4억8천,None,None
351,서울 강남구 서초동,390,40 개,원25 개,1 대,6천,490,50,합1억9500,None,None
352,서울 구로구 00동,400,개,개,00 대,7000,450,None,1억3000,None,None
353,서울 송파구 송파동,370,50 개,8 개,1 대,4천,445,40,합1억7500,None,None
354,서울 영등포구 00동,246.04,43 개,2 개,없음 대,3000,260,없음,1억1천,None,None
355,서울 동작구 노량진동,619.41,52 개,17 개,2 대,7천,570,없음,2억3천5백,None,None
356,서울 관악구 00동,153,개,개,00 대,4200,340,40만,1억1000,None,None
357,서울 송파구 00동,161.15,25 개,개,00 대,3000,215,없음,3000,None,None
358,서울 강동구 암사동,172.15,43 개,개,00 대,4500,230,20,1억2000,None,None
359,서울 중구 00동,528,50 개,개,00 대,5000,700,None,3억3000,None,None
360,서울 동작구 00동,396,37 개,37 개,00 대,5000,410,None,2억2000,None,None
361,서울 서대문구 00동,390.06,개,개,00 대,5000,380,None,,None,None
362,서울 강남구 00동,.,29 개,. 개,. 대,.,.,.,2억,2호선 강남역,None
363,서울 서초구 00동,.,43 개,. 개,. 대,.,.,.,2억5천,2호선 교대역,None
364,서울 송파구 00동,.,38 개,. 개,. 대,.,.,.,1억1천,2호선 잠실역,None
365,서울 동작구 00동,.,43 개,. 개,. 대,.,.,.,3억4천,2호선 사당역,None
366,서울 송파구 00동,.,35 개,. 개,. 대,.,.,.,4억2천,9호선,None
367,서울 구로구 00동,300,47 개,개,00 대,5천,460,None,1억6천,None,None
368,서울 강서구 00동,280,30 개,개,00 대,3천,350,None,1억5천,None,None
369,서울 서초구 00동,430,43 개,개,00 대,5천,717,None,3억9천,None,None
370,서울 서초구 00동,430,43 개,개,00 대,5천,630,None,3억9천,None,None
371,서울 서초구 00동,430,43 개,개,00 대,5천,630,None,3억9천,None,None
372,서울 금천구 00동,320,47 개,개,00 대,5천,460,None,1억6천,None,None
373,서울 영등포구 신길동,380,55 개,개,00 대,5000,385,None,14000,None,None
374,서울 서대문구 00동,199.68,31 개,개,00 대,2000,230,None,11500,None,None
375,서울 중랑구 00동,285,34 개,개,00 대,5천,370,None,1억1천5백,None,None
376,서울 강서구 00동,100평,개,개,00 대,3000,250,None,8500,None,None
377,서울 강서구 00동,50평,개,개,00 대,2000,100,None,5000,None,None
378,서울 강동구 00동,110평,개,개,00 대,5000,550,None,31000,None,None
379,서울 강동구 00동,113평,개,개,00 대,5000,330,None,14000,None,None
380,서울 강서구 00동,360,개,개,00 대,,300,None,1억1천,None,None
381,서울 중랑구 00동,250,33 개,개,00 대,3000,200,None,7000,None,None
382,서울 관악구 00동,250,35 개,개,00 대,3천,270,None,6천,None,None
383,서울 중구 00동,430,38 개,38 개,00 대,6000,650,None,2.2억,None,None
384,서울 영등포구 00동,330,35 개,29 개,00 대,7000,390,None,15000,None,None
385,서울 강동구 00동,390,35 개,35 개,1 대,5000,580,None,27000,None,None
386,서울 구로구 00동,340,40 개,24 개,1 대,4000,360,별도,17000,None,None
387,서울 구로구 00동,410,40 개,개,00 대,6000,420,None,21000,None,None
388,서울 강동구 00동,390,37 개,개,00 대,5000,410,None,19000,None,None
389,서울 노원구 00동,283,개,개,00 대,5000,300,10만원,5000,None,None
390,서울 동작구 00동,217,개,개,00 대,3000,200,없음,7000,None,None
391,서울 강동구 00,280,37 개,개,1 대,2500,240,None,9천,None,None
392,서울 종로구 00,220,24 개,24 개,1 대,4000,260,None,2억2천,None,None
393,서울 광진구 00동,00,개,개,00 대,00,0000,None,25000,None,None
394,서울 금천구 00동,230,35 개,개,00 대,3000,240,None,6000,None,None
395,서울 노원구 00동,280,개,개,00 대,5000,300,10만원,5000,None,None
396,서울 송파구 00동,.,32 개,. 개,. 대,.,.,.,1억5천5백,2호선 잠실역,None
397,서울 중랑구 00동,.,49 개,. 개,. 대,.,.,.,1억3천,7호선 면목역,None
398,서울 강남구 00동,.,60 개,. 개,. 대,.,.,.,2억9천,3호선 양재역,None
399,서울 영등포구 00동,.,34 개,. 개,. 대,.,.,.,1억6천,2호선 대림역,None
400,서울 동대문구 00동,.,29 개,. 개,. 대,.,.,.,1억5천,1호선 회기역,None
401,서울 서초구 00동,.,. 개,개,. 대,5000,420,.,2억7천,None,None
402,서울 동대문구 00동,.,58 개,38 개,00 대,9000,580,65,2억,None,None
403,서울 송파구 00동,.,36 개,26 개,. 대,.,380,.,2억6천,None,None
404,서울 양천구 00동,.,45 개,. 개,. 대,.,260,.,1억2천,None,None
405,서울 강동구 00동,390,35 개,35 개,1 대,5000,580,None,27000,None,None
406,서울 영등포구 00동,330,35 개,29 개,00 대,7000,390,None,15000,None,None
407,서울 중구 00동,420,38 개,38 개,00 대,6000,650,None,2억2천,None,None
408,서울 강남구 00,340,40 개,개,1 대,6000,300,None,2억6천,None,None
409,서울 광진구 00동,193.44,22 개,22 개,00 대,3000,220,문의,22000,None,None
410,서울 종로구 00동,195.96,개,개,00 대,,375,None,합,None,None
411,서울 동작구 동작동,440,24 개,큰24 개,1 대,7천,280,30,합2억4천,None,None
412,서울 영등포구 영등포동,390,40 개,13 개,00 대,2500,190,30,합1억7천,None,None
413,서울 광진구 구의동,350,40 개,10 개,1 대,400만,420,None,2억원,2호선 구의역,None
414,서울 송파구 송파동,360,50 개,8 개,1 대,4천,445,60,합1억7500,None,None
415,서울 광진구 구의동,430,42 개,원42 개,1 대,4천,475,60,합3억2천,None,None
416,서울 도봉구 00동,418.2,45 개,2 개,1 대,4000,210,55,9000,None,None
417,서울 서대문구 00동,217,개,개,00 대,4천5백,240,None,,None,None
418,서울 노원구 00동,238,42 개,6 개,00 대,5500,390,22,7000,None,None
419,서울 동작구 00동,100,33 개,개,00 대,9000,510,None,21000,None,None
420,서울 강동구 00동,120,35 개,개,00 대,5000,550,None,28000,None,None
421,서울 마포구 00동,390,38 개,개,00 대,5000,420,None,21000,None,None
422,서울 강서구 00동,340,40 개,개,1 대,4000,380,None,16000,None,None
423,서울 광진구 00동,236,40 개,2 개,00 대,4000,280,없음,7000,None,None
424,서울 동작구 노량진동,172.62,44 개,44 개,X 대,6천,660,없음,3억8천,None,None
425,서울 영등포구 대림동,174.47,34 개,4 개,X 대,7천,360,15만원,1억6천,None,None
426,서울 종로구 관철동,243.83,40 개,4 개,X 대,3천,300,없음,6천,None,None
427,서울 관악구 00동,330,36 개,0 개,00 대,8000,340,None,1억6000,None,None
428,서울 동대문구 00동,360,30 개,30 개,00 대,4000,240,None,2억8000,None,None
429,서울 종로구 00동,320,35 개,35 개,00 대,5천,390,50,2억,None,None
430,서울 광진구 00동,360,43 개,개,00 대,5000,380,None,,None,None
431,서울 노원구 공릉동,114.76,42 개,6 개,X 대,5천5백,390,37만원,7천5백,None,None
432,서울 종로구 00동,.,35 개,. 개,. 대,.,.,.,2억8천,4호선 혜화역,None
433,서울 서초구 00동,.,27 개,. 개,. 대,.,.,.,2억7천,2호선 강남역,None
434,서울 동작구 00동,328,35 개,35 개,00 대,1억5천,470,30,3억2천,None,None
435,서울 송파구 00동,300,30 개,30 개,00 대,4천,390,60,2억3천,None,None
436,서울 강남구 00동,500,48 개,48 개,00 대,1억2천,740,100,4억2천,None,None
437,서울 성동구 00동,376,42 개,42 개,00 대,4천,480,60,3억2천,None,None
438,서울 영등포구 00동,315,40 개,개,00 대,5천,370,30,1억5천,None,None
439,서울 송파구 00,470,42 개,42 개,00 대,6000,730,None,4억,None,None
440,서울 종로구 00,300,37 개,37 개,00 대,,540,None,3억1천,None,None
441,서울 영등포구 00동,330,35 개,29 개,00 대,7000,390,None,15000,None,None
442,서울 구로구 00동,340,40 개,27 개,1 대,4000,380,None,17000,None,None
443,서울 중구 00동,420,38 개,38 개,00 대,6000,600,50,2억2천,None,None
444,서울 관악구 00동,400,40 개,개,00 대,,330,None,1억5천,None,None
445,서울 영등포구 00동,239,43 개,0 개,00 대,4000,525,None,20000,None,None
446,서울 강북구 00동,395.97,46 개,4 개,00 대,3000,320,5,10000,None,None
447,서울 관악구 00동,230,35 개,개,00 대,3000,250,None,7000,None,None
448,서울 마포구 00동,400,40 개,40 개,00 대,1억2천,560,None,3억5천,None,None
449,서울 영등포구 00동,300,30 개,개,00 대,4000,300,None,25000,None,None
450,서울 송파구 00동,391.14,39 개,39 개,1 대,6000,417,사용량에따라,43000,None,None
451,서울 관악구 00동,300,개,개,00 대,6000,350,None,1억7천,None,None
452,서울 중랑구 00동,312.24,33 개,33 개,없음 대,8000,400,22,26000,None,None
453,서울 관악구 00동,300,개,개,00 대,6000,350,None,1억7천,None,None
454,서울 동대문구 00동,296.92,32 개,없음 개,없음 대,3000,240,2,9000,None,None
455,서울 서대문구 00동,238.78,36 개,36 개,없음 대,4000,495,없음,21000,None,None
456,서울 종로구 창경궁로,175.8,23 개,23 개,00 대,4000,250,없음,20000,None,None
457,서울 광진구 중곡동,229.9,42 개,7 개,00 대,4000,300,None,7000,None,None
458,서울 강북구 미아동,350,17 개,17 개,00 대,3000,250,None,16000,None,None
459,서울 강남구 서초동,360,40 개,원25 개,1 대,6천,490,40,합1억9500,None,None
460,서울 송파구 잠실본,974.36,40 개,30 개,1 대,5000,450,없음,23000,None,None
461,서울 중랑구 00동,.,개,개,00 대,,214,None,7천,None,None
462,서울 동작구 00동,.,개,개,00 대,,392,None,2억,None,None
463,서울 관악구 00동,200,29 개,개,00 대,4000,240,None,9000,None,None
464,서울 관악구 00동,250,35 개,개,00 대,5000,330,None,17000,None,None
465,서울 중구 00동,466,56 개,개,00 대,7천,700,None,3억3천만,None,None
466,서울 송파구 송파동,390,50 개,8 개,1 대,5천,445,60,합1억7500,None,None
467,서울 구로구 00동,330,50 개,개,00 대,2000,270,None,13000,None,None
468,서울 광진구 건대역,430,42 개,원42 개,1 대,4천,475,60,합3억2천,None,None
469,서울 마포구 동교동,550,50 개,50 개,1 대,1억,770,100,합4억3천,None,None
470,서울 종로구 00동,250,개,개,00 대,8000,520,없음,1억8000,None,None
471,서울 강북구 미아동,218.8,30 개,4 개,X 대,3천5백,270,포함,7천,None,None
472,서울 강남구 00동,120평,개,개,00 대,4천,600,없음,2억8천,3호선 양재역,None
473,서울 동작구 상도동,266.13,36 개,8 개,X 대,5천5백,300,30만원,1억7천5백,None,None
474,서울 도봉구 00동,80,41 개,노 개,2 대,3000,270,None,9000,1호선 광운대역,None
475,서울 중구 00동,378.75,개,개,00 대,,420,None,합,None,None
476,서울 강동구 둔촌동,374.98,57 개,6 개,6 대,5천,330,678.000원,1억4천5백,None,None
477,서울 서대문구 00동,238.78,36 개,37 개,없음 대,3천,450,없음,2억1천,None,None
478,서울 강동구 00동,250,18 개,개,2 대,2000,200,None,7000,None,None
479,서울 강동구 00동,240.3,28 개,16 개,없음 대,3천,264,없음,1억7천,None,None
480,서울 종로구 00동,495,36 개,개,00 대,5000,500,None,4억1000,None,None
481,서울 송파구 00동,298,개,개,00 대,6000,400,None,22000,None,None
482,서울 중랑구 00동,429,50 개,0 개,00 대,6000,580,None,,None,None
483,서울 종로구 00동,298,29 개,개,1 대,4000,200,None,17000,None,None
484,서울 동대문구 00동,490,개,개,00 대,5000,720,None,3억3000,None,None
485,서울 중구 을지로3가,152.33,41 개,13 개,X 대,4천3백,385,없음,1억7천,None,None
486,서울 송파구 석촌동,307.5,37 개,6 개,X 대,3천1백,310,100만원,1억5천,None,None
487,서울 중랑구 00동,377.13,44 개,44 개,없음 대,6천,660,없음,3억7천,None,None
488,서울 강동구 00동,450,31 개,개,00 대,3000,350,None,1억6000,None,None
489,서울 노원구 공릉동,344.28,42 개,7 개,00 대,5500,429,22,7500,None,None
490,서울 강동구 00동,450,31 개,개,00 대,3000,3000,None,1억6000,None,None
491,서울 강북구 미아동,244.39,48 개,7 개,00 대,3000,346,None,13000,4호선 미아역,None
492,서울 강동구 00동,450,31 개,개,00 대,3000,350,None,1억6000,None,None
493,서울 강동구 00동,450,31 개,개,00 대,3000,350,None,1억6000,None,None
494,서울 강동구 00동,450,31 개,개,00 대,3000,350,None,1억6000,None,None
495,서울 동작구 00동,381.76,54 개,29 개,없음 대,9천,515,없음,3억6천,None,None
496,서울 강동구 00동,120,35 개,개,00 대,5000,550,None,28000,None,None
497,서울 동작구 00동,100,33 개,개,00 대,9000,510,None,21000,None,None
498,서울 강동구 00동,413.36,개,개,00 대,10000,750,None,22000,None,None
499,서울 강남구 00동,495.92,개,개,00 대,15000,1050,None,37000,None,None
500,서울 강남구 00동,90평,개,개,00 대,4000,300,None,27000,None,None
501,서울 강남구 00동,373.9,개,개,00 대,None,None,None,6억,None,None
502,서울 종로구 00동,377.13,44 개,44 개,00 대,6000,660,문의,38000,None,None
503,서울 관악구 00동,.,36 개,. 개,. 대,.,.,.,2억2천,2호선 서울대입구역,None
504,서울 성동구 00동,.,40 개,. 개,. 대,.,.,.,1억2천,2호선 왕십리역,None
505,서울 동대문구 00동,.,36 개,. 개,. 대,.,.,.,1억5천,1호선 회기역,None
506,서울 강서구 00동,.,21 개,. 개,. 대,.,.,.,5천,5호선 목동역,None
507,서울 강서구 00동,300,30 개,개,00 대,,365,None,1억5천,None,None
508,서울 송파구 00동,180,25 개,2 개,없음 대,3000,215,없음,3000,None,None
509,서울 서초구 00동,.,50 개,. 개,. 대,.,.,.,2억3천5백,2호선 교대역,None
510,서울 광진구 00동,320,41 개,개,1 대,6000,400,None,20000,None,None
511,서울 강서구 00동,320,30 개,개,00 대,3천,290,45,1억5천,None,None
512,서울 강남구 00동,484.84,48 개,54 개,00 대,8000,1100,없음,48000,None,None
513,서울 송파구 00동,180,25 개,2 개,없음 대,3000,215,없음,3000,None,None
514,서울 송파구 00동,180,25 개,2 개,없음 대,3000,215,없음,4500,None,None
515,서울 송파구 00동,180,25 개,2 개,없음 대,3000,215,없음,3000,None,None
516,서울 서초구 양재동,360,35 개,16 개,없음 대,3200,390,별도,25000,None,None
517,서울 영등포구 00동,330,35 개,29 개,00 대,7000,390,None,15000,None,None
518,서울 구로구 00동,340,40 개,27 개,1 대,4000,380,None,17000,None,None
519,서울 강동구 00동,390,35 개,35 개,1 대,5000,580,None,27000,None,None
520,서울 구로구 00동,340,40 개,20 개,00 대,5000,400,None,1억5000,None,None
521,서울 중구 00동,224.85,35 개,개,없음 대,5000,443,없음,18000,None,None
522,서울 성동구 00동,370,38 개,38 개,00 대,,600,None,2억2천,None,None
523,서울 영등포구 00동,400,40 개,37 개,00 대,1억,600,None,1억6000,None,None
524,서울 관악구 00동,360,36 개,24 개,00 대,4000,450,None,2억1500,None,None
525,서울 동대문구 00동,490,개,개,00 대,5000,770,None,3억3000,None,None
526,서울 중랑구 00동,148.5,개,개,00 대,3000,150,26,,None,None
527,서울 노원구 00동,280,개,개,00 대,5000,300,10,5000,None,None
528,서울 동작구 00동,217,개,개,00 대,3000,200,없음,7000,None,None
529,서울 광진구 00동,480,개,개,00 대,4000,360,사용량에 따라 부과,1억1000,None,None
530,서울 강서구 00동,189,개,개,00 대,3000,290,없음,1억1000,None,None
531,서울 노원구 00동,500,55 개,개,00 대,6000,680,None,30000,None,None
532,서울 영등포구 00동,283.55,40 개,개,00 대,2500,330,포함,19000,None,None
533,서울 마포구 동교동,550,50 개,50 개,1 대,1억,770,100,합4억3천,None,None
