,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교
1397,서울 종로구 동대문역,370 , 33 개, 33 개,00 대,5천 만원, 410 , 30 ,합2억7천,-선택사항- ,-선택사항-     
1398,서울 중랑구 상봉,390 , 큰30 개, 30 개,1 대,5천 만원, 380 , 30 ,합2억7천,-선택사항- ,-선택사항-     
1399,서울 성북구 00동,223.65 , 28 개, 17 개,없음 대,4000 만원, 200 , 없음 ,18000,-선택사항- ,-선택사항-     
1400,서울 강서구 00동,294 ,  개,  개,00 대,3000 만원, 300 , 사용량에 따라 부과 ,1억5000,-선택사항- ,-선택사항-     
1401,서울 종로구 00동,430.61 , 58 개, 44 개,없음 대,9000 만원, 580 , 65만 ,2억,-선택사항- ,-선택사항-     
1402,서울 동작구 00동,381.76 , 54 개, 29 개,없음 대,9000 만원, 515 , 없음 ,36000,-선택사항- ,-선택사항-     
1403,서울 동작구 00동,222.74 , 36 개, 36 개,없음 대,6000 만원, 421 , 없음 ,32000,-선택사항- ,-선택사항-     
1404,서울 송파구 송파구,105평 ,  개,  개,00 대,4천5백 만원, 380 , 00 ,3억2천,-선택사항- ,-선택사항-     
1405,서울 강동구 성내동,235.04 , 24 개, 24 개,00 대,4천5백 만원, 132 , 없음 ,1억6천5백,-선택사항- ,-선택사항-     
1406,서울 영등포구 00동,320 , 29 개, 29 개,00 대,4천 만원, 300 , 00 ,2억6천,-선택사항- ,-선택사항-     
1407,서울 영등포구 00동,320 , 39 개,  개,00 대,3천 만원, 230 , 00 ,1억8천,-선택사항- ,-선택사항-     
1408,서울 양천구 00동,310 ,  개,  개,00 대,9000 만원, 360 , 100 ,2억,-선택사항- ,-선택사항-     
1409,서울 성동구 00동,376 , 42 개, 42 개,00 대,4천 만원, 470 , 60 ,3억3천,-선택사항- ,-선택사항-     
1410,서울 노원구 00동,283 ,  개,  개,00 대,4000 만원, 280 , 20 ,4000,-선택사항- ,-선택사항-     
1411,서울 광진구 00동,328.6 ,  개,  개,00 대, 만원, 580 , 00 ,합,-선택사항- ,-선택사항-     
1412,서울 종로구 인의동,279.36 , 38 개, 7 개,00 대,5000 만원, 320 , 00 ,1억2천5백,1호선 종로5가역,-선택사항-     
1413,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     
1414,서울 동작구 00동,. , 45 개, . 개,. 대,. 만원, . , . ,1억6천5백,9호선 노들역,-선택사항-     
1415,서울 영등포구 00동,315 , 40 개, 20 개,00 대,5천 만원, 370 , 30 ,1억6천,-선택사항- ,-선택사항-     
1416,서울 강남구 00동,496 , 50 개, 27 개,1 대,15000 만원, 1050 , 00 ,39000,-선택사항- ,-선택사항-     
1417,서울 강남구 00동,300 , 29 개,  개,00 대,5000 만원, 500 , 없음 ,29000,-선택사항- ,-선택사항-     
1418,서울 금천구 00동,60평 ,  개,  개,00 대,1500 만원, 150 , 00 ,7500,-선택사항- ,-선택사항-     
1419,서울 노원구 00동,100평 , 42 개,  개,00 대,5500 만원, 390 , 00 ,8000,-선택사항- ,-선택사항-     
1420,서울 노원구 00동,80평 ,  개,  개,00 대,2000 만원, 180 , 00 ,7000,-선택사항- ,-선택사항-     
1421,서울 종로구 00동,195.96 , 20 개, 20 개,00 대,6천 만원, 300 , 별도 ,1억5천,-선택사항- ,-선택사항-     
1422,서울 동대문구 00동,250 , 38 개, 4 개,없음 대,5000 만원, 350 , 없음 ,10000,-선택사항- ,-선택사항-     
1423,서울 서초구 서초동,404.23 , 50 개, 27 개,00 대,8천5백 만원, 520 , 별도 ,2억2천,-선택사항- ,-선택사항-     
1424,서울 노원구 00동,351.52 , 42 개, 33 개,없음 대,7000 만원, 440 , 없음 ,25000,-선택사항- ,-선택사항-     
1425,서울 중구 00동,500 , 45 개, 44 개,1 대,4000 만원, 450 , 20 ,35000,-선택사항- ,-선택사항-     
1426,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 390 , 00 ,15000,-선택사항- ,-선택사항-     
1427,서울 종로구 00동,400 , 55 개, 42 개,1 대,9000 만원, 580 , 60 ,19000,-선택사항- ,-선택사항-     
1428,서울 강동구 00동,390 , 35 개, 35 개,1 대,5000 만원, 580 , 00 ,25000,-선택사항- ,-선택사항-     
1429,서울 동작구 동작,420 , 큰24 개, 24 개,1 대,8천 만원, 280 , 21 ,합2억4천,-선택사항- ,-선택사항-     
1430,서울 동작구 00동,420 , 36 개, 36 개,00 대,5000 만원, 400 , 00 ,2억2000,-선택사항- ,-선택사항-     
1431,서울 관악구 봉천동,330 , 37 개, 7 개,1 대,8천 만원, 330 , 00 ,권리금7천,-선택사항- ,-선택사항-     
1432,서울 중랑구 00동,약 150평 ,  개,  개,00 대,5000 만원, 350 , 50 ,12000,-선택사항- ,-선택사항-     
1433,서울 동작구 00동,약 150평 ,  개,  개,00 대,4000 만원, 250 , 00 ,11000,-선택사항- ,-선택사항-     
1434,서울 동작구 00동,약 100평 ,  개,  개,00 대,2000 만원, 200 , 00 ,10500,-선택사항- ,-선택사항-     
1435,서울 금천구 00동,약 200평 ,  개,  개,00 대,4000 만원, 420 , 00 ,40000,-선택사항- ,-선택사항-     
1436,서울 서초구 00동,350 , 28 개, 28 개,00 대,7000 만원, 530 , 00 ,2억1000,-선택사항- ,-선택사항-     
1437,서울 강서구 00동,약 100평 ,  개,  개,00 대,3000 만원, 350 , 00 ,10500,-선택사항- ,-선택사항-     
1438,서울 마포구 00동,290 , 30 개,  개,00 대,4000 만원, 300 , 00 ,26000,-선택사항- ,-선택사항-     
1439,서울 양천구 00동,246 , 40 개,  개,00 대,9000 만원, 505 , 00 ,17000,-선택사항- ,-선택사항-     
1440,서울 영등포구 영등포구,132평 ,  개,  개,00 대,5천 만원, 390 , 00 ,1억5천,-선택사항- ,-선택사항-     
1441,서울 동작구 00동,280 , 45 개,  개,00 대,10000 만원, 300 , 00 ,26000,-선택사항- ,-선택사항-     
1442,서울 성북구 00동,293.6 , 42 개, 4 개,1 대,3000 만원, 300 , 없음 ,11000,-선택사항- ,-선택사항-     
1443,서울 동작구 00동,420 , 55 개,  개,00 대,4000 만원, 500 , 00 ,21000,-선택사항- ,-선택사항-     
1444,서울 중랑구 상봉,390 , 큰30 개, 30 개,1 대,5천 만원, 340 , 30 ,합2억7천,-선택사항- ,-선택사항-     
1445,서울 관악구 신림동,380 , 40 개, 26 개,1 대,4천 만원, 470 , 30 ,합1억7천,-선택사항- ,-선택사항-     
1446,서울 영등포구 영등포동,390 , 40 개, 14 개,1 대,2500 만원, 200 , 00 ,합1억8천,-선택사항- ,-선택사항-     
1447,서울 종로구 00동,377.13 , 44 개, 44 개,없음 대,6000 만원, 660 , 없음 ,37000,-선택사항- ,-선택사항-     
1448,서울 서대문구 북가좌동,250.25 , 25 개, 3 개,X 대,1천5백 만원, 180 , 없음 ,8천5백,-선택사항- ,-선택사항-     
1449,서울 동대문구 00동,340 , 38 개, 38 개,1 대,5000만 만원, 500만 , 00 ,3억3천만,1호선 ,-선택사항-     
1450,서울 광진구 00동,247.84 ,  개,  개,00 대, 만원, 250 , 00 ,합,-선택사항- ,-선택사항-     
1451,서울 구로구 00동,100평 , 55 개,  개,00 대,7000 만원, 580 , 00 ,13000,-선택사항- ,-선택사항-     
1452,서울 동작구 00동,360 , 37 개, 37 개,00 대,5000 만원, 420 , 00 ,,-선택사항- ,-선택사항-     
1453,서울 종로구 00동,100평 , . 개,  개,00 대,6000 만원, 700 , 00 ,36000,-선택사항- ,-선택사항-     
1454,서울 종로구 00동,250 ,  개,  개,00 대,8000 만원, 520 , 00 ,1억8000,-선택사항- ,-선택사항-     
1455,서울 영등포구 00동,385.27 , 43 개,  개,00 대,6000 만원, 470 , 상담 ,16000,-선택사항- ,-선택사항-     
1456,서울 영등포구 00동,360 , 48 개, 0 개,00 대,3000 만원, 200 , 00 ,1억2000,-선택사항- ,-선택사항-     
1457,서울 종로구 00동,106.6 , 상담 개,  개,00 대,3500 만원, 200 , 00 ,18000,-선택사항- ,-선택사항-     
1458,서울 광진구 00동,330 , 42 개, 0 개,00 대,5000 만원, 400 , 00 ,1억2000,-선택사항- ,-선택사항-     
1459,서울 관악구 00동,434 , 25 개, 25 개,00 대,2억 만원, 370 , 30 ,5억5천,-선택사항- ,-선택사항-     
1460,서울 동대문구 이문동,295.2 , 38 개, 14 개,2 대,4천 만원, 360 , 52만원 ,1억4천,-선택사항- ,-선택사항-     
1461,서울 구로구 00동,320 , 29 개, 29 개,00 대,4천 만원, 300 , 00 ,2억6천,-선택사항- ,-선택사항-     
1462,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     
1463,서울 동대문구 00동,100 , 30 개,  개,00 대,5000 만원, 300 , 00 ,26000,-선택사항- ,-선택사항-     
1464,서울 양천구 00동,310.5 , 34 개,  개,가능 대,9000 만원, 369 , 100만원 ,22000,-선택사항- ,-선택사항-     
1465,서울 영등포구 00동,350 , 35 개,  개,1 대,7000 만원, 360 , 15 ,17,-선택사항- ,-선택사항-     
1466,서울 마포구 00동,. , 36 개, . 개,00 대,4000 만원, . , 00 ,2억2천,-선택사항- ,-선택사항-     
1467,서울 동작구 00동,. , 55 개, 55 개,1 대,1억 만원, 800 , . ,3억2천,-선택사항- ,-선택사항-     
1468,서울 강동구 00동,. , 31 개, . 개,00 대,3000 만원, 350 , 00 ,1억2000,-선택사항- ,-선택사항-     
1469,서울 강남구 00동,. , 28 개, . 개,00 대,5000 만원, 450 , . ,1억6천,-선택사항- ,-선택사항-     
1470,서울 구로구 00동,320 , 34 개, 27 개,1 대,6000 만원, 360 , 00 ,15000,-선택사항- ,-선택사항-     
1471,서울 구로구 00동,330 , 40 개, 27 개,1 대,4000 만원, 330 , 00 ,17000,-선택사항- ,-선택사항-     
1472,서울 송파구 00동,330 , 38 개, 28 개,1 대,6000 만원, 430 , 00 ,19500,-선택사항- ,-선택사항-     
1473,"서울 강동구 ,",80평 ,  개,  개,00 대,3000 만원, 350 , 00 ,12000,-선택사항- ,-선택사항-     
1474,서울 광진구 00동,250 , 36 개,  개,00 대,2500 만원, 300 , 00 ,7000,-선택사항- ,-선택사항-     
1475,서울 영등포구 00동,370 , 40 개, 22 개,00 대,5000 만원, 400 , 00 ,1억5500,-선택사항- ,-선택사항-     
1476,서울 동작구 00동,420 , 36 개, 36 개,00 대,5000 만원, 400 , 00 ,2억2000,-선택사항- ,-선택사항-     
1477,서울 영등포구 00동,400 , 39 개, 37 개,00 대,1억 만원, 600 , 00 ,1억6000,-선택사항- ,-선택사항-     
1478,서울 동작구 상도동,. ,  개,  개,00 대,3000 만원, 420 , 00 ,2억2000,-선택사항- ,-선택사항-     
1479,서울 관악구 00동,. ,  개,  개,00 대,3000 만원, 317 , 00 ,5500,-선택사항- ,-선택사항-     
1480,서울 강동구 성내동,465.1 , 35 개, 35 개,00 대,5천 만원, 605다포 , 00 ,3억,-선택사항- ,-선택사항-     
1481,서울 서초구 서초동,404.23 , 50 개, 30 개,00 대,8,['500 만원'],None,2억3천,-선택사항- ,-선택사항-     
1482,서울 종로구 관철동,277.82 , 25 개, 25 개,00 대,1억 만원, 429다포 , 00 ,1억8천,-선택사항- ,-선택사항-     
1483,서울 서대문구 00동,고시원 ,  개,  개,00 대,3000 만원, 200 , 00 ,8000,-선택사항- ,-선택사항-     
1484,서울 영등포구 00동,고시원 ,  개,  개,00 대,3000 만원, 260 , 00 ,11000,-선택사항- ,-선택사항-     
1485,서울 서대문구 00동,238.78 , 36 개, 37 개,없음 대,3000 만원, 450 , 없음 ,21000,-선택사항- ,-선택사항-     
1486,서울 구로구 00동,200 ,  개,  개,00 대,2000 만원, 160 , 없음 ,2500,-선택사항- ,-선택사항-     
1487,서울 노원구 00동,283 ,  개,  개,00 대,4000 만원, 280 , 20 ,4000,-선택사항- ,-선택사항-     
1488,서울 양천구 00동,310 ,  개,  개,00 대,9000 만원, 360 , 100 ,2억,-선택사항- ,-선택사항-     
1489,서울 종로구 관철동,262.5 , 36 개, 25 개,00 대,8,['000 만원'],None,1억9천,-선택사항- ,-선택사항-     
1490,서울 서초구 서초동,405.25 , 40 개, 30 개,2 대,6천 만원, 575 , 00 ,2억,-선택사항- ,-선택사항-     
1491,서울 마포구 00동,450.9 , 50 개, 34 개,없음 대,5000 만원, 575 , 없음 ,2억7천,-선택사항- ,-선택사항-     
1492,서울 서초구 00동,약150평 ,  개,  개,00 대,13000 만원, 800 , 00 ,42000,-선택사항- ,-선택사항-     
1493,서울 종로구 00동,약 100평 ,  개,  개,00 대,6000 만원, 330 , 00 ,15000,-선택사항- ,-선택사항-     
1494,서울 강남구 00동,약150평 ,  개,  개,00 대,8000 만원, 1100 , 00 ,47000,-선택사항- ,-선택사항-     
1495,서울 강남구 00동,약150평 , 45 개,  개,00 대,7000 만원, 770 , 00 ,36000,-선택사항- ,-선택사항-     
1496,서울 중구 00동,70평 , 28 개,  개,00 대,4500 만원, 340 , 00 ,17000,-선택사항- ,-선택사항-     
1497,서울 중구 00동,100평 , . 개,  개,00 대,4300 만원, 350 , 00 ,16000,-선택사항- ,-선택사항-     
1498,서울 중구 00동,100평 , 37 개,  개,00 대,4000 만원, 450 , 00 ,25000,-선택사항- ,-선택사항-     
1499,서울 동작구 00동,240 , 40 개,  개,00 대,2000 만원, 230 , 00 ,9500,-선택사항- ,-선택사항-     
1500,서울 동대문구 00동,216.35 , 35 개, 2 개,없다 대,2000 만원, 120 , 없음 ,10000,-선택사항- ,-선택사항-     
1501,서울 중구 00동,160 , 29 개,  개,00 대,4500 만원, 340 , 00 ,17000,-선택사항- ,-선택사항-     
1502,서울 중구 00동,1100 , 43 개,  개,00 대,4000 만원, 380 , 00 ,15500,-선택사항- ,-선택사항-     
1503,서울 송파구 송파동,460 , 70 개, 00 개,1 대,6500 만원, 590 , 40 ,합1억5천,-선택사항- ,-선택사항-     
1504,서울 양천구 신정동,330 , 42 개, 5 개,1 대,3천 만원, 315 , 30 ,합1억,-선택사항- ,-선택사항-     
1505,서울 강남구 도곡역,300 , 39 개, 0 개,1 대,3500 만원, 295 , 30 ,합7900,-선택사항- ,-선택사항-     
1506,서울 강서구 00동,. ,  개,  개,00 대, 만원, 312 , 00 ,1억4천,-선택사항- ,-선택사항-     
1507,서울 관악구 동작,440 , 큰25 개, 25 개,1 대,7천 만원, 260 , 40 ,2억4천,-선택사항- ,-선택사항-     
1508,서울 관악구 봉천동,390 , 37 개, 7 개,1 대,8천 만원, 300 , 30 ,권리금8천,-선택사항- ,-선택사항-     
1509,서울 서초구 00동,202.11 ,  개,  개,00 대,8500 만원, 520 , 46 ,24000,-선택사항- ,-선택사항-     
1510,서울 성동구 00동,376 , 40 개, 40 개,00 대,4천 만원, 470 , 60 ,3억3천,-선택사항- ,-선택사항-     
1511,서울 동작구 00동,328 , 35 개, 35 개,00 대,1억5천 만원, 470 , 30 ,3억2천,-선택사항- ,-선택사항-     
1512,서울 영등포구 00동,315 , 40 개,  개,00 대,5천 만원, 370 , 30 ,1억6천,-선택사항- ,-선택사항-     
1513,서울 구로구 00동,280 , 32 개,  개,00 대,3천 만원, 280 , 30 ,1억5천,-선택사항- ,-선택사항-     
1514,서울 동대문구 00동,100 , 30 개,  개,00 대,5000 만원, 300 , 00 ,26000,-선택사항- ,-선택사항-     
1515,서울 강동구 00동,120 , 35 개,  개,00 대,5000 만원, 550 , 00 ,29000,-선택사항- ,-선택사항-     
1516,서울 동대문구 00동,360 , 42 개, 42 개,00 대,4000 만원, 520 , 별도 ,3억3000,-선택사항- ,-선택사항-     
1517,서울 종로구 00동,360 , 40 개,  개,00 대,4500 만원, 330 , 별도 ,1억6000,-선택사항- ,-선택사항-     
1518,서울 송파구 00동,360 , 37 개, 37 개,가능 대,5000 만원, 550 , 00 ,2억6000,-선택사항- ,-선택사항-     
1519,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     
1520,서울 관악구 00동,435 , 25 개, 25 개,00 대,2억 만원, 370 , 30 ,5억5천,-선택사항- ,-선택사항-     
1521,서울 영등포구 00동,300 ,  개,  개,00 대, 만원, 380 , 00 ,1억5천,-선택사항- ,-선택사항-     
1522,서울 강서구 00동,268.82 , 39 개, 2 개,없음 대,4000 만원, 240 , 50 ,12000,-선택사항- ,-선택사항-     
1523,서울 성북구 00동,232.7 ,  개,  개,00 대, 만원, 310 , 00 ,합,-선택사항- ,-선택사항-     
1524,서울 성북구 00동,270.12 ,  개,  개,00 대, 만원, 400 , 00 ,합,-선택사항- ,-선택사항-     
1525,서울 양천구 00동,310 ,  개,  개,00 대,9000 만원, 360 , 100 ,2억,-선택사항- ,-선택사항-     
1526,서울 중구 00동,330 , 33 개,  개,00 대,4000 만원, 250 , 없슴 ,16000,-선택사항- ,-선택사항-     
1527,서울 강남구 강남구,148평 ,  개,  개,00 대,1억2천 만원, 950 , 00 ,5억5청,-선택사항- ,-선택사항-     
1528,서울 강남구 강남구,118평 ,  개,  개,00 대, 만원, 530 , 00 ,2억8천,-선택사항- ,-선택사항-     
1529,서울 마포구 00동,392 ,  개,  개,00 대, 만원, 700 , 00 ,합,-선택사항- ,-선택사항-     
1530,서울 양천구 00동,350 ,  개,  개,00 대, 만원, 370 , 00 ,2억1천,-선택사항- ,-선택사항-     
1531,서울 종로구 00동,400 , 54 개, 42 개,1 대,9000 만원, 580 , 60 ,19000,-선택사항- ,-선택사항-     
1532,서울 종로구 00동,400 , 52 개, 42 개,1 대,9000 만원, 580 , 60 ,19000,-선택사항- ,-선택사항-     
1533,서울 구로구 00동,330 , 40 개, 27 개,1 대,4000 만원, 340 , 50 ,17000,-선택사항- ,-선택사항-     
1534,서울 중구 00동,500 , 45 개, 44 개,1 대,4000 만원, 450 , 20 ,35000,-선택사항- ,-선택사항-     
1535,서울 송파구 00동,330 , 38 개, 28 개,1 대,6000 만원, 430 , 00 ,19500,-선택사항- ,-선택사항-     
1536,서울 관악구 00동,330 , 36 개, 25 개,00 대,4000 만원, 450 , 00 ,2억,-선택사항- ,-선택사항-     
1537,서울 송파구 송파동,460 , 70 개, 00 개,1 대,6500 만원, 590 , 40 ,합1억5천,-선택사항- ,-선택사항-     
1538,서울 동작구 동작동,440 , 25 개, 25 개,2 대,8천 만원, 280 , 21 ,합2억4천,-선택사항- ,-선택사항-     
1539,서울 구로구 구로동,390 , 40 개, 26 개,2 대,4천 만원, 370 , 30 ,합1억7천,-선택사항- ,-선택사항-     
1540,서울 구로구 구로동,500 , 40 개, 40 개,2 대,6500 만원, 570 , 50 ,합2억8천,-선택사항- ,-선택사항-     
1541,서울 성동구 성수동,440 , 42 개, 42 개,1 대,4천 만원, 470 , 60 ,합3억3천,-선택사항- ,-선택사항-     
1542,서울 종로구 종각,630 , 93 개, 43 개,00 대,2억 만원, 1350 , 00 ,권리금,-선택사항- ,-선택사항-     
1543,서울 중구 동대문역,380 , 33 개, 33 개,00 대,5천 만원, 400 , 40 ,합2억7천,-선택사항- ,-선택사항-     
1544,서울 강북구 00동,337 ,  개,  개,00 대,9000 만원, 170 , 50 ,1억5000,-선택사항- ,-선택사항-     
1545,서울 강북구 00동,244 ,  개,  개,00 대,3000 만원, 346 , 포함 ,1억4000,-선택사항- ,-선택사항-     
