,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교
451,서울 구로구 00동,500 ,  개,  개,00 대,7000 만원, 450 , 사용량에 따라 부과 ,1억3000,-선택사항- ,-선택사항-     
452,서울 동작구 00동,00 , 34 개,  개,00 대,5000 만원, 490 , 00 ,24000,-선택사항- ,-선택사항-     
453,서울 영등포구 00동,00 , 36 개,  개,00 대,8000 만원, 340 , 00 ,16000,-선택사항- ,-선택사항-     
454,서울 양천구 00동,00 , 42 개,  개,00 대,10000 만원, 470 , 00 ,18000,-선택사항- ,-선택사항-     
455,서울 송파구 00동,310 , 30 개, 30 개,00 대,4천 만원, 390 , 60 ,2억3천,-선택사항- ,-선택사항-     
456,서울 강남구 00동,. , 50 개, . 개,. 대,. 만원, . , . ,4억8천,2호선 강남역,-선택사항-     
457,서울 성북구 00동,520 , 47 개, 47 개,00 대,5천 만원, 680 , 50 ,3억2천,-선택사항- ,-선택사항-     
458,서울 노원구 00동,. , 44 개, . 개,. 대,. 만원, . , . ,2억5천,7호선 공릉역,-선택사항-     
459,서울 강서구 00동,447 , 39 개,  개,00 대,9천 만원, 450 , 20 ,1억7천,-선택사항- ,-선택사항-     
460,서울 영등포구 00동,320 , 29 개, 29 개,00 대,4천 만원, 300 , 00 ,2억6천,-선택사항- ,-선택사항-     
461,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 390 , 00 ,15000,-선택사항- ,-선택사항-     
462,서울 구로구 00동,340 , 40 개, 27 개,1 대,4000 만원, 380 , 00 ,17000,-선택사항- ,-선택사항-     
463,서울 마포구 00동,280 , 30 개, 28 개,1 대,4000 만원, 300 , 00 ,15000,-선택사항- ,-선택사항-     
464,서울 동작구 00동,220 , 34 개,  개,00 대,3000 만원, 200 , 00 ,6500,-선택사항- ,-선택사항-     
465,서울 은평구 00동,240 , 17 개,  개,00 대, 만원, 500 , 20 ,11000,-선택사항- ,-선택사항-     
466,서울 영등포구 00동,220 , 46 개,  개,00 대,7000 만원, 472 , 00 ,7000,-선택사항- ,-선택사항-     
467,서울 관악구 00동,225 , 35 개,  개,00 대, 만원, 250 , 00 ,7000,-선택사항- ,-선택사항-     
468,서울 동작구 00동,240 , 40 개,  개,00 대,2000 만원, 200 , 00 ,9000,-선택사항- ,-선택사항-     
469,서울 마포구 동교동,360 , 36 개, 36 개,1 대,3천 만원, 420 , 30 ,합2억1천,-선택사항- ,-선택사항-     
470,서울 중구 00동,420 , 37 개, 37 개,00 대,6000 만원, 650 , 00 ,2억2천,-선택사항- ,-선택사항-     
471,서울 중구 00동,420 , 37 개, 37 개,00 대,6000 만원, 650 , 00 ,2억2천,-선택사항- ,-선택사항-     
472,서울 중구 00동,420 , 37 개, 37 개,00 대,6000 만원, 650 , 00 ,2억2천,-선택사항- ,-선택사항-     
473,서울 중구 00동,420 , 37 개, 37 개,00 대,6000 만원, 650 , 00 ,2억2천,-선택사항- ,-선택사항-     
474,서울 중구 00동,420 , 37 개, 37 개,00 대,6000 만원, 650 , 00 ,2억2천,-선택사항- ,-선택사항-     
475,서울 영등포구 신길역,283.55 , 39 개,  개,00 대,2500 만원, 330 , 00 ,1억8500,-선택사항- ,-선택사항-     
476,서울 강서구 00동,189 ,  개,  개,00 대,3000 만원, 290 , 없음 ,1억1000,-선택사항- ,-선택사항-     
477,서울 중랑구 상봉,390 , 30 개, 풀30 개,1 대,5천 만원, 370 , 30 ,합2억7천,-선택사항- ,-선택사항-     
478,서울 영등포구 영등포동,390 , 40 개, 원13 개,1 대,2500 만원, 190 , 20 ,합1억7천,-선택사항- ,-선택사항-     
479,서울 노원구 00동,283 ,  개,  개,00 대,5000 만원, 300 , 10 ,5000,-선택사항- ,-선택사항-     
480,서울 송파구 00,300 , 30 개, 30 개,1 대,5000 만원, 400 , 00 ,3억3천,-선택사항- ,-선택사항-     
481,서울 영등포구 00동,459.5 ,  개,  개,00 대,2500 만원, 330 , 00 ,18500,-선택사항- ,-선택사항-     
482,서울 강동구 00동,390 , 35 개, 35 개,1 대,5000 만원, 580 , 00 ,27000,-선택사항- ,-선택사항-     
483,서울 동작구 00동,423.14 , 54 개,  개,00 대,4000 만원, 500 , 00 ,21000,-선택사항- ,-선택사항-     
484,서울 노원구 00동,209.1 ,  개,  개,00 대,5500 만원, 390 , 00 ,8500,-선택사항- ,-선택사항-     
485,서울 동작구 노량진동,158.76 , 32 개, 32 개,X 대,4천 만원, 490 , 10만원 ,2억5천,-선택사항- ,-선택사항-     
486,서울 도봉구 00동,209.1 ,  개,  개,00 대,4000 만원, 210 , 00 ,9000,-선택사항- ,-선택사항-     
487,서울 서초구 서초동,151.2 , 34 개, 17 개,4 대,5천 만원, 422 , 포함 ,2억7천,-선택사항- ,-선택사항-     
488,서울 관악구 봉천동,254.6 , 35 개, 35 개,2 대,3천 만원, 390 , 포함 ,1억8천,-선택사항- ,-선택사항-     
489,서울 강동구 00동,120 ,  개,  개,00 대,5000 만원, 550 , 00 ,28000,-선택사항- ,-선택사항-     
490,서울 강동구 00동,120 ,  개,  개,00 대,5000 만원, 550 , 00 ,28000,-선택사항- ,-선택사항-     
491,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     
492,서울 종로구 00동,100 , 36 개,  개,00 대,8000 만원, 450 , 00 ,18000,-선택사항- ,-선택사항-     
493,서울 양천구 00동,00 , 34 개,  개,00 대,2000 만원, 300 , 00 ,27000,-선택사항- ,-선택사항-     
494,서울 종로구 00동,. , 47 개, . 개,. 대,. 만원, . , . ,2억3천,4호선 혜화역,-선택사항-     
495,서울 동대문구 00동,. , 60 개, . 개,. 대,. 만원, . , . ,2억8천,5호선 답십리역,-선택사항-     
496,서울 종로구 00동,. , 39 개, . 개,. 대,. 만원, . , . ,3헉9천,2호선 을지로3역,-선택사항-     
497,서울 마포구 00동,. , ☎ 개, . 개,. 대,. 만원, . , . ,3억2천,2호선 홍대입구역,-선택사항-     
498,서울 종로구 00동,. , 55 개, . 개,. 대,. 만원, . , . ,2억,4호선 혜화역,-선택사항-     
499,서울 서대문구 00동,* ,  개,  개,00 대, 만원, 630 , 00 ,37000,-선택사항- ,-선택사항-     
500,서울 강서구 00동,* ,  개,  개,00 대, 만원, 200 , 00 ,10000,-선택사항- ,-선택사항-     
501,서울 강동구 00동,* ,  개,  개,00 대, 만원, 500 , 00 ,20000,-선택사항- ,-선택사항-     
502,서울 강남구 00동,* ,  개,  개,00 대, 만원, 580 , 00 ,22000,-선택사항- ,-선택사항-     
503,서울 강서구 00동,90평 , 41 개, 4 개,노 대,3500 만원, 330 , 20만원 ,일억,-선택사항- ,-선택사항-     
504,서울 강동구 암사동,172.15 , 42 개,  개,00 대,4500 만원, 230 , 00 ,1억2000,-선택사항- ,-선택사항-     
505,서울 동작구 00동,180 , 24 개,  개,00 대,5000 만원, 250 , 00 ,14000,-선택사항- ,-선택사항-     
506,서울 영등포구 00동,199 , 40 개, 0 개,00 대,3000 만원, 240 , 10 ,11000,-선택사항- ,-선택사항-     
507,서울 영등포구 00동,239 , 34 개, 0 개,00 대,7000 만원, 360 , 15 ,16000,-선택사항- ,-선택사항-     
508,서울 동작구 00동,209 , 23 개, 0 개,00 대,5000 만원, 250 , 5 ,14000,-선택사항- ,-선택사항-     
509,서울 영등포구 00동,295 , 30 개,  개,00 대,4000 만원, 330 , 00 ,25000,-선택사항- ,-선택사항-     
510,서울 서대문구 00동,240 , 37 개,  개,00 대,4000 만원, 450 , 00 ,21000,-선택사항- ,-선택사항-     
511,서울 관악구 00동,440 , 41 개,  개,00 대,5000 만원, 330 , 00 ,14000,-선택사항- ,-선택사항-     
512,서울 노원구 00동,500 , 53 개,  개,00 대,6000 만원, 680 , 00 ,30000,-선택사항- ,-선택사항-     
513,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 390 , 00 ,15000,-선택사항- ,-선택사항-     
514,서울 동작구 00동,. ,  개,  개,00 대, 만원, 392 , 00 ,2억,-선택사항- ,-선택사항-     
515,서울 중구 00동,. ,  개,  개,00 대, 만원, 443 , 00 ,1억8천,-선택사항- ,-선택사항-     
516,서울 동작구 노량진동,814.48 , 50 개,  개,00 대,7000 만원, 570 , 00 ,2억3000,-선택사항- ,-선택사항-     
517,서울 동대문구 00동,490 , 55 개, 55 개,00 대,5천 만원, 800 , 00 ,3억2천,-선택사항- ,-선택사항-     
518,서울 중랑구 00동,330 , 35 개, 18 개,00 대,5천 만원, 400 , 00 ,1억3천,-선택사항- ,-선택사항-     
519,서울 종로구 00동,367.72 ,  개,  개,00 대, 만원, 500 , 00 ,합,-선택사항- ,-선택사항-     
520,서울 영등포구 00동,295 , 29 개,  개,00 대,4천 만원, 300 , 00 ,2억6천,-선택사항- ,-선택사항-     
521,서울 중랑구 00동,150 ,  개,  개,00 대,3000 만원, 190 , 5만원 ,7500,-선택사항- ,-선택사항-     
522,서울 강서구 00동,260 ,  개,  개,00 대,2000 만원, 100 , 사용량에 따라 부과 ,5000,-선택사항- ,-선택사항-     
523,서울 광진구 군자동,370 , 30 개, 30 개,1 대,6천 만원, 370 , 15만수도료 ,합1억7천,-선택사항- ,-선택사항-     
524,서울 송파구 가락동,118.83 , 26 개, 15 개,3 대,4천 만원, 320 , 23만원 ,1억4천,-선택사항- ,-선택사항-     
525,서울 구로구 00동,295 , 34 개,  개,00 대,5천 만원, 350 , 00 ,2억6천,-선택사항- ,-선택사항-     
526,서울 강남구 00동,301 , 36 개,  개,00 대,5천 만원, 580 , 00 ,2억2천,-선택사항- ,-선택사항-     
527,서울 강동구 성내동,176.22 , 35 개, 35 개,1 대,5천 만원, 605 , 포함 ,3억,-선택사항- ,-선택사항-     
528,서울 강남구 서초동,380 , 40 개, 25 개,1 대,6천 만원, 490 , 40 ,합1억9500,-선택사항- ,-선택사항-     
529,서울 동작구 동작동,410 , 24 개, 큰24 개,1 대,8천 만원, 280 , 20 ,합2억4천,-선택사항- ,-선택사항-     
530,서울 광진구 건대역,410 , 42 개, 42 개,1 대,4천 만원, 475 , 60 ,합3억3천,-선택사항- ,-선택사항-     
531,서울 마포구 서교동,550 , 50 개, 50 개,1 대,1억 만원, 770 , 100 ,합4억3천,-선택사항- ,-선택사항-     
532,서울 강남구 00동,246 ,  개,  개,00 대,5500 만원, 480 , 00 ,1600,-선택사항- ,-선택사항-     
533,서울 중구 00동,332.43 , 34 개,  개,00 대,5000 만원, 440 , 00 ,29000,-선택사항- ,-선택사항-     
534,서울 동대문구 이문동,488.1 , 36 개, 36 개,00 대,7000 만원, 410 , 00 ,27000,-선택사항- ,-선택사항-     
535,서울 중구 충무로5가,392.73 , 66 개, 8 개,00 대,3600 만원, 455 , 00 ,25000,-선택사항- ,-선택사항-     
536,서울 종로구 00동,195.96 ,  개,  개,00 대, 만원, 340 , 00 ,합,-선택사항- ,-선택사항-     
537,서울 중구 회현동1가,224.85 , 35 개, 34 개,00 대,5000 만원, 443 , 00 ,18000,-선택사항- ,-선택사항-     
538,서울 강서구 00동,199.02 , 60 개,  개,00 대,8000 만원, 390 , 00 ,17000,-선택사항- ,-선택사항-     
539,서울 동작구 00동,465.3 , 47 개,  개,00 대,5000 만원, 460 , 00 ,29000,-선택사항- ,-선택사항-     
540,서울 영등포구 00동,283.55 , 39 개,  개,00 대,3000 만원, 300 , 00 ,18500,-선택사항- ,-선택사항-     
541,서울 종로구 인의동,279.36 , 38 개, 5 개,00 대,5000 만원, 352 , 00 ,12500,-선택사항- ,-선택사항-     
542,서울 중구 00동,396 , 45 개, 45 개,00 대,8000 만원, 620 , 00 ,,-선택사항- ,-선택사항-     
543,서울 영등포구 00동,360 , 39 개, 0 개,00 대,5000 만원, 380 , 00 ,1억7000,-선택사항- ,-선택사항-     
544,서울 종로구 00동,100 , 36 개,  개,00 대,8000 만원, 450 , 00 ,18000,-선택사항- ,-선택사항-     
545,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     
546,서울 강동구 00동,120 , 35 개,  개,00 대,5000 만원, 550 , 00 ,28000,-선택사항- ,-선택사항-     
547,서울 종로구 00동,. , 38 개, . 개,. 대,. 만원, . , . ,1억8천5백,4호선 혜화역,-선택사항-     
548,서울 양천구 00동,. , 38 개, . 개,. 대,. 만원, . , . ,1억6천5백,5호선 신정역,-선택사항-     
549,서울 서초구 00동,. , 27 개, . 개,. 대,. 만원, . , . ,2억2천,-선택사항- ,-선택사항-     
550,서울 강동구 00동,. , 54 개, . 개,. 대,. 만원, . , . ,2억,5호선 강동역,-선택사항-     
551,서울 성동구 00동,. , 50 개, . 개,. 대,. 만원, . , . ,1억6천5백,2호선 성수역,-선택사항-     
552,서울 종로구 00동,300 ,  개,  개,00 대,8천 만원, 450 , 00 ,1억8천,-선택사항- ,-선택사항-     
553,서울 중구 신당동,389.2 , 28 개, 28 개,1 대,6000 만원, 500 , 00 ,26500,-선택사항- ,-선택사항-     
554,서울 광진구 00동,480 ,  개,  개,00 대,4000 만원, 360 , 사용량에 따라 부과 ,1억1000,-선택사항- ,-선택사항-     
555,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 390 , 00 ,15000,-선택사항- ,-선택사항-     
556,서울 관악구 신림동,330 , 40 개, 26 개,1 대,4천 만원, 340 , 50 ,합1억7천,-선택사항- ,-선택사항-     
557,서울 광진구 건대역,430 , 42 개, 42 개,1 대,4천 만원, 475 , 60 ,합3억3천,-선택사항- ,-선택사항-     
558,서울 강동구 00동,390 , 35 개, 35 개,1 대,5000 만원, 580 , 00 ,27000,-선택사항- ,-선택사항-     
559,서울 광진구 00동,244.15 , 34 개, 6 개,00 대,3천 만원, 270 , 없음 ,6천,-선택사항- ,-선택사항-     
560,서울 동작구 사당동,321.5 , 50 개,  개,5 대,5000 만원, 407 , 00 ,1억4000,-선택사항- ,-선택사항-     
561,서울 영등포구 00동,380 , 39 개,  개,00 대,5000 만원, 410 , 00 ,21000,-선택사항- ,-선택사항-     
562,서울 송파구 잠실동,309.68 , 30 개, 30 개,1 대,4500 만원, 400 , 00 ,2억4천,-선택사항- ,-선택사항-     
563,서울 관악구 00동,380 , 40 개,  개,00 대,5000 만원, 370 , 00 ,18000,-선택사항- ,-선택사항-     
564,서울 중구 00동,380 , 35 개,  개,00 대,5000 만원, 400 , 00 ,21000,-선택사항- ,-선택사항-     
565,서울 강동구 00동,240.3 , 28 개, 16 개,없음 대,3000 만원, 264 , 없음 ,17000,-선택사항- ,-선택사항-     
566,서울 노원구 00동,300.48 , 34 개,  개,가능 대,8000 만원, 462 , 없음 ,23000,-선택사항- ,-선택사항-     
567,서울 관악구 00동,195.4 , 33 개, 2 개,00 대,2000 만원, 195 , 없음 ,8천,-선택사항- ,-선택사항-     
568,서울 중랑구 00동,309.69 , 29 개, 29 개,00 대,6천 만원, 380 , 없음 ,1억7천,-선택사항- ,-선택사항-     
569,서울 강동구 00동,339.75 , 50 개, 4 개,00 대,4000 만원, 407 , 00 ,1억,-선택사항- ,-선택사항-     
570,서울 동작구 00동,334 , 31 개, 31 개,00 대,4000 만원, 392 , 00 ,2억,-선택사항- ,-선택사항-     
571,서울 서초구 00동,404.8 , 27 개, 27 개,00 대,5000 만원, 420 , 25 ,2억,-선택사항- ,-선택사항-     
572,서울 중구 00동,486.3 , 37 개, 14 개,00 대,5000 만원, 450 , 72 ,2억,-선택사항- ,-선택사항-     
573,서울 송파구 00동,974.36 , 40 개, 30 개,00 대,5천 만원, 450 , 없음 ,2억7천,-선택사항- ,-선택사항-     
574,서울 광진구 구의동,320 , 40 개, 11 개,1 대,4000 만원, 400 , 00 ,2억,2호선 구의역,-선택사항-     
575,서울 마포구 00동,168.87 , 30 개, 0 개,00 대,3000 만원, 200 , 00 ,8000,-선택사항- ,-선택사항-     
576,서울 서대문구 00동,238 , 44 개,  개,00 대,7000 만원, 330 , 00 ,8200,3호선 ,-선택사항-     
577,서울 동작구 00동,232.65 , 48 개, 0 개,5 대,5000 만원, 462 , 46 ,29000,-선택사항- ,-선택사항-     
578,서울 관악구 00동,451.89 , 40 개,  개,00 대,5000 만원, 330 , 30만원 ,15000,-선택사항- ,-선택사항-     
579,서울 노원구 00동,330 , 52 개,  개,00 대,6000 만원, 680 , 00 ,28000,-선택사항- ,-선택사항-     
580,서울 동작구 00동,465.3 , 48 개, 23 개,3 대,5000 만원, 462 , 46 ,30000,-선택사항- ,-선택사항-     
581,서울 종로구 종로동,330 , 30 개, 30 개,00 대,3천 만원, 220 , 20 ,합2억9천,-선택사항- ,-선택사항-     
582,서울 동작구 00동,367.02 , 48 개,  개,00 대,5000 만원, 462 , 46만원 ,30000,-선택사항- ,-선택사항-     
583,서울 송파구 송파동,200 , 25 개, 0 개,1 대,3천 만원, 190 , 20 ,무권리,-선택사항- ,-선택사항-     
584,서울 중랑구 00동,290.72 , 34 개,  개,가능 대,5000 만원, 370 , 35만원 ,12000,-선택사항- ,-선택사항-     
585,서울 마포구 00동,292.97 , 38 개,  개,00 대,9000 만원, 277 , 150 ,27000,-선택사항- ,-선택사항-     
586,서울 중구 00동,224.85 , 35 개,  개,00 대,5000 만원, 443 , 없음 ,30000,-선택사항- ,-선택사항-     
587,서울 마포구 00동,352.46 , 36 개,  개,00 대,5000 만원, 500 , 00 ,26000,-선택사항- ,-선택사항-     
588,서울 동작구 00동,245 , 38 개,  개,00 대,5000 만원, 460 , 없음 ,26000,-선택사항- ,-선택사항-     
589,서울 금천구 00동,324.12 , 59 개,  개,00 대,5000 만원, 240 , 00 ,13000,-선택사항- ,-선택사항-     
590,서울 서초구 00동,00 , 44 개,  개,00 대,6000 만원, 570 , 00 ,24000,-선택사항- ,-선택사항-     
591,서울 동작구 00동,00 , 32 개,  개,00 대,4000 만원, 360 , 00 ,22000,-선택사항- ,-선택사항-     
592,서울 마포구 00동,100평 ,  개,  개,00 대,8000 만원, 250 , 00 ,27000,-선택사항- ,-선택사항-     
593,서울 양천구 00동,00 , 40 개,  개,00 대,9000 만원, 470 , 00 ,16000,-선택사항- ,-선택사항-     
594,서울 동작구 00동,220 , 34 개,  개,00 대,3000 만원, 200 , 00 ,6500,-선택사항- ,-선택사항-     
595,서울 동작구 00동,180 , 24 개,  개,00 대,5000 만원,  250 , 00 ,14000,-선택사항- ,-선택사항-     
596,서울 중구 00동,160 , 30 개,  개,00 대,4500 만원, 340 , 00 ,17000,-선택사항- ,-선택사항-     
597,서울 종로구 00동,1150 , 40 개,  개,00 대,4500 만원, 380 , 00 ,15500,-선택사항- ,-선택사항-     
598,서울 광진구 00동,380 , 45 개,  개,00 대,5천 만원, 450 , 00 ,1억2천,-선택사항- ,-선택사항-     
599,서울 종로구 00동,280 , 33 개,  개,00 대,6000 만원, 370 , 00 ,31000,-선택사항- ,-선택사항-     
600,서울 강서구 00동,330 , 42 개,  개,00 대,4천 만원, 250 , 00 ,1억,-선택사항- ,-선택사항-     
601,서울 서대문구 00동,430 , 39 개, 39 개,00 대,9000 만원, 560 , 00 ,3억5천,-선택사항- ,-선택사항-     
602,서울 서대문구 00동,430 , 39 개, 39 개,00 대,9000 만원, 560 , 00 ,3억5천,-선택사항- ,-선택사항-     
603,서울 강동구 00동,120 , 35 개,  개,00 대,5000 만원, 550 , 00 ,28000,-선택사항- ,-선택사항-     
604,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     
605,서울 용산구 00동,110 , 47 개,  개,00 대,9000 만원, 440 , 00 ,13000,-선택사항- ,-선택사항-     
606,서울 종로구 00동,100 , 36 개,  개,00 대,8000 만원, 450 , 00 ,18000,-선택사항- ,-선택사항-     
607,서울 종로구 명륜2가,238.47 , 58 개, 40 개,2 대,9천 만원, 580 , 60만원 ,2억,-선택사항- ,-선택사항-     
608,서울 강남구 00동,330 ,  개,  개,00 대,5000 만원, 470 , 00 ,2억2천,-선택사항- ,-선택사항-     
609,서울 강남구 00동,330 ,  개,  개,00 대,5000 만원, 470 , 00 ,2억2천,-선택사항- ,-선택사항-     
610,서울 강남구 00동,330 ,  개,  개,00 대,5000 만원, 470 , 00 ,2억2천,-선택사항- ,-선택사항-     
611,서울 종로구 00동,387.51 ,  개,  개,00 대,6천만 만원, 660 , 00 ,3억6천만,-선택사항- ,-선택사항-     
612,서울 강남구 00동,450 ,  개,  개,00 대, 만원, 650 , 00 ,3억5천,-선택사항- ,-선택사항-     
613,서울 용산구 청파동1가,685.84 , 50 개, 8 개,00 대,5000 만원, 700 , 00 ,13000,-선택사항- ,-선택사항-     
614,서울 동대문구 이문동,295.2 , 38 개, 14 개,2 대,4천 만원, 360 , 52만원 ,1억4천,-선택사항- ,-선택사항-     
615,서울 마포구 노고산동,292.97 , 38 개, 25 개,00 대,8000 만원, 470 , 00 ,26000,-선택사항- ,-선택사항-     
616,서울 서대문구 북가좌동,250.25 , 25 개, 4 개,00 대,1500 만원, 180 , 00 ,7000,-선택사항- ,-선택사항-     
617,서울 종로구 00동,. , 24 개, . 개,. 대,. 만원, . , . ,2억2천,1호선 종각역,-선택사항-     
618,서울 노원구 00동,. , 52 개, . 개,. 대,. 만원, . , . ,2억4천5백,7호선 노원역,-선택사항-     
619,서울 관악구 00동,. , 37 개, . 개,. 대,. 만원, . , . ,1억8천5백,2호선 서울대입구역,-선택사항-     
620,서울 강동구 00동,. , 30 개, . 개,. 대,. 만원, . , . ,1억1천,5호선 천호역,-선택사항-     
621,서울 종로구 00동,. , 38 개, . 개,. 대,. 만원, . , . ,1억8천5백,1호선 종각역,-선택사항-     
622,서울 서초구 00동,00 , 44 개,  개,00 대,7000 만원, 590 , 00 ,23000,-선택사항- ,-선택사항-     
623,서울 영등포구 00동,00 , 35 개,  개,00 대,7000 만원, 380 , 00 ,17000,-선택사항- ,-선택사항-     
624,서울 강남구 00동,00 , 44 개,  개,00 대,7000 만원, 590 , 00 ,23000,-선택사항- ,-선택사항-     
625,서울 서초구 00동,00 , 36 개,  개,00 대, 만원, 380 , 00 ,25000,-선택사항- ,-선택사항-     
626,서울 강서구 00동,00 , 42 개,  개,00 대,4000 만원, 330 , 00 ,10000,-선택사항- ,-선택사항-     
627,서울 동작구 00동,00 , 33 개,  개,00 대,5000 만원, 360 , 00 ,21000,-선택사항- ,-선택사항-     
628,서울 영등포구 00동,00 , 42 개,  개,00 대, 만원, 400 , 00 ,16000,-선택사항- ,-선택사항-     
629,서울 동작구 00동,00 , 34 개,  개,00 대, 만원, 490 , 00 ,23000,-선택사항- ,-선택사항-     
630,서울 관악구 00동,00 , 40 개,  개,00 대,5000 만원, 430 , 00 ,18000,-선택사항- ,-선택사항-     
631,서울 동작구 00동,00 ,  개,  개,00 대, 만원, 490 , 00 ,23000,-선택사항- ,-선택사항-     
632,서울 영등포구 00동,210.31 , 39 개, 19 개,00 대,3천 만원, 230 , 없음 ,1억8천,-선택사항- ,-선택사항-     
633,서울 서초구 00동,246.4 , 23 개, 23 개,00 대,4천 만원, 380 , 없음 ,1억4천,-선택사항- ,-선택사항-     
634,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 390 , 00 ,15000,-선택사항- ,-선택사항-     
635,서울 강동구 00동,390 , 35 개, 35 개,1 대,5000 만원, 580 , 00 ,27000,-선택사항- ,-선택사항-     
636,서울 구로구 00동,340 , 40 개, 27 개,1 대,4000 만원, 380 , 00 ,17000,-선택사항- ,-선택사항-     
637,서울 관악구 00동,230 , 30 개,  개,00 대,3000 만원, 250 , 00 ,7000,-선택사항- ,-선택사항-     
638,서울 종로구 00동,400 , 55 개, 42 개,1 대,9000 만원, 580 , 50 ,19000,-선택사항- ,-선택사항-     
639,서울 동작구 00동,265 , 30 개,  개,00 대,4000 만원, 370 , 00 ,31000,-선택사항- ,-선택사항-     
640,서울 영등포구 00동,300 , 30 개,  개,00 대,4000 만원, 300 , 00 ,25000,-선택사항- ,-선택사항-     
641,서울 송파구 00동,330 , 31 개, 7 개,00 대,4000 만원, 350 , 00 ,1억5천,-선택사항- ,-선택사항-     
642,서울 종로구 00동,367.72 , 44 개, 11 개,00 대,4500 만원, 450 , 54 ,19.000,-선택사항- ,-선택사항-     
643,서울 노원구 00동,280 ,  개,  개,00 대,5000 만원, 300 , 10 ,5000,-선택사항- ,-선택사항-     
644,서울 강남구 00동,460 , 45 개,  개,00 대,7000 만원, 770 , 00 ,36000,-선택사항- ,-선택사항-     
645,서울 강남구 00동,286 ,  개,  개,7 대,6000 만원, 500 , 00 ,25000,-선택사항- ,-선택사항-     
646,서울 강남구 00동,230 ,  개,  개,00 대,8000 만원, 600 , 00 ,22000,-선택사항- ,-선택사항-     
647,서울 강남구 00동,330 , 34 개,  개,00 대,8000 만원, 682 , 00 ,22000,-선택사항- ,-선택사항-     
648,서울 영등포구 00동,360 , 40 개, 20 개,00 대,5000 만원, 400 , 00 ,1억5000,-선택사항- ,-선택사항-     
649,서울 동작구 00동,217.32 , 33 개, 2 개,없음 대,3000 만원, 200 , 없음 ,6000,-선택사항- ,-선택사항-     
650,서울 영등포구 00동,330 , 39 개, 13 개,00 대,3200 만원, 370 , 00 ,1억3500,-선택사항- ,-선택사항-     
651,서울 중랑구 00동,. ,  개,  개,00 대, 만원, 214 , 00 ,7천,-선택사항- ,-선택사항-     
652,서울 관악구 00동,360 , 36 개, 26 개,00 대,4000 만원, 450 , 00 ,2억1500,-선택사항- ,-선택사항-     
653,서울 강동구 00동,422.18 , 54 개, 17 개,4 대,8000 만원, 500 , 없음 ,20000,-선택사항- ,-선택사항-     
654,서울 강동구 00동,422.18 , 54 개, 13 개,00 대,10000 만원, 500 , 포함 ,20000,-선택사항- ,-선택사항-     
655,서울 강남구 역삼동,495.92 , 50 개, 30 개,1 대,1억5천 만원, 900 , 별도 ,3억6천,-선택사항- ,-선택사항-     
656,서울 성동구 00,309.52 , 41 개,  개,00 대,5000 만원, 330 , 별도 ,1억1천,-선택사항- ,-선택사항-     
657,서울 마포구 서교동,550 , 50 개, 50 개,1 대,1억 만원, 770 , 100 ,합4억3천,-선택사항- ,-선택사항-     
658,서울 종로구 종로,330 , 30 개, 30 개,1 대,3천 만원, 220 , 20 ,합3억,-선택사항- ,-선택사항-     
659,서울 광진구 중곡동,300 , 34 개, 원17 개,1 대,5천 만원, 380 , 30 ,합1억2천,-선택사항- ,-선택사항-     
660,서울 마포구 00,543.26 , 54 개, 34 개,00 대,1억5천 만원, 954 , 별도 ,2억2천,-선택사항- ,-선택사항-     
661,서울 강동구 00동,322.7 , 41 개, 9 개,없음 대,3000 만원, 300 , 15 ,12000,-선택사항- ,-선택사항-     
662,서울 강동구 00동,80평 ,  개,  개,00 대,3000 만원, 350 , 00 ,16000,-선택사항- ,-선택사항-     
663,서울 강남구 00동,320 , 36 개, 22 개,00 대,6000 만원, 470 , 00 ,2억2천,-선택사항- ,-선택사항-     
664,서울 강남구 00동,420 , 36 개, 22 개,00 대,6000 만원, 470 , 00 ,2억2천,-선택사항- ,-선택사항-     
665,서울 동작구 00동,168.94 ,  개,  개,00 대,6000 만원, 300 , 없음 ,36000,-선택사항- ,-선택사항-     
666,서울 영등포구 영등포동,390 , 40 개, 원13 개,1 대,2500 만원, 190 , 20 ,합1억7천,-선택사항- ,-선택사항-     
667,서울 마포구 00동,420 , 35 개, 35 개,00 대,8000 만원, 550 , 00 ,3억3천,-선택사항- ,-선택사항-     
668,서울 종로구 00동,430.12 , 58 개, 38 개,00 대,9000 만원, 580 , 00 ,18000,-선택사항- ,-선택사항-     
669,서울 서대문구 북가좌동,250.25 , 25 개, 3 개,X 대,1천5백 만원, 180 , 없음 ,8천5백,-선택사항- ,-선택사항-     
