고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하
서울 강남구 강남구,168평 , 51 개,  개,00 대,1억 만원,950,0,3억9천,-선택사항- ,-선택사항-     ,10000,39000,51,950,0,48,39000,48,170,3.5,4,5.2,12324,12324,12324,1147,1027,845,11148,9708,7524,929,809,627,28,24,19
서울 강서구 강서구,110평 ,  개,  개,00 대,2천5백 만원,290,0,1억5천,-선택사항- ,-선택사항-     ,2500,15000,0,290,0,34,15000,48,170,3.5,4,5.2,12324,12324,12324,1147,1027,845,11148,9708,7524,929,809,627,28,24,19
서울 구로구 구로동,360, 40 개, 원26 개,1 대,4천 만원,350,30,합1억8천,-선택사항- ,-선택사항-     ,4000,18000,40,350,30,36,18000,66,133,4.2,5.1,7.2,5940,5940,5940,554,495,408,4260,3552,2508,355,296,209,23,19,13
서울 송파구 송파구,126평 ,  개,  개,00 대,5천 만원,380,0,3억3천,-선택사항- ,-선택사항-     ,5000,33000,0,380,0,42,33000,66,133,4.2,5.1,7.2,5940,5940,5940,554,495,408,4260,3552,2508,355,296,209,23,19,13
서울 마포구 합정동,360, 40 개, 17 개,1 대,5천 만원,380,20,합1억7천,-선택사항- ,-선택사항-     ,5000,17000,40,380,20,40,17000,60,133,5,6.1,9,5100,5100,5100,475,425,350,3384,2784,1884,282,232,157,19,16,11
서울 강남구 서초구,410, 28 개, 큰28 개,1 대,7천 만원,510,40,합2억2천,-선택사항- ,-선택사항-     ,7000,22000,28,510,40,48,22000,88,93,4.4,5.2,7.2,6372,6372,6372,593,531,437,4944,4200,3072,412,350,256,22,19,13
서울 강남구 강남구,182평 ,  개,  개,00 대,1억 만원,880,0,4억3천,-선택사항- ,-선택사항-     ,10000,43000,0,880,0,48,43000,88,93,4.4,5.2,7.2,6372,6372,6372,593,531,437,4944,4200,3072,412,350,256,22,19,13
서울 강남구 서초동,390, 40 개, 원25 개,1 대,6천 만원,480,30,합1억9500,-선택사항- ,-선택사항-     ,6000,19500,40,480,30,48,19500,78,133,5,6.1,8.9,5736,5736,5736,534,478,393,3876,3204,2184,323,267,182,19,16,11
서울 영등포구 00동,223.4, 39 개, 15 개,00 대,9000 만원,470, 사용량에따라 ,1억7천,-선택사항- ,-선택사항-     ,9000,17000,39,470,0,38,17000,38,130,9.6,12.3,21.8,3396,3396,3396,316,283,233,1776,1380,780,148,115,65,10,8,4
서울 동대문구 회기동,340, 31 개, 22 개,0대 대,5000 만원,332, 별도 ,18000,-선택사항- ,-선택사항-     ,5000,18000,31,332,0,37,18000,37,103,4,4.7,6.3,5520,5520,5520,514,460,379,4488,3840,2868,374,320,239,24,21,15
서울 서초구 00동,404.22, 50 개, 32 개,6 대,8500 만원,520,46,2억2천,-선택사항- ,-선택사항-     ,8500,22000,50,520,46,45,22000,91,166,6.6,8.3,13.5,5736,5736,5736,534,478,393,3324,2652,1632,277,221,136,15,12,7
서울 송파구 00동,320, 35 개, 22 개,00 대,6000 만원,520,0,2억4천,-선택사항- ,-선택사항-     ,6000,24000,35,520,0,42,24000,42,116,3.6,4.2,5.4,7644,7644,7644,712,637,525,6648,5748,4404,554,479,367,27,23,18
서울 구로구 00동,320, 35 개, 29 개,00 대,8000 만원,400,0,1억7천,-선택사항- ,-선택사항-     ,8000,17000,35,400,0,36,17000,36,116,6.9,8.5,12.9,3816,3816,3816,356,318,262,2448,1992,1320,204,166,110,14,11,7
서울 서대문구 00동,430, 40 개, 40 개,00 대,1억2천 만원,600,0,3억5천,-선택사항- ,-선택사항-     ,12000,35000,40,600,0,39,35000,39,133,4,4.5,5.9,9768,9768,9768,910,814,670,8856,7704,5976,738,642,498,25,22,17
서울 송파구 00동,320, 35 개, 22 개,00 대,6000 만원,520,0,2억4천,-선택사항- ,-선택사항-     ,6000,24000,35,520,0,42,24000,42,116,3.6,4.2,5.4,7644,7644,7644,712,637,525,6648,5748,4404,554,479,367,27,23,18
서울 광진구 00동,244.15, 34 개, 6 개,00 대,3천 만원, 270만 , 2만 ,6천,-선택사항- ,-선택사항-     ,3000,6000,34,270,2,39,6000,41,113,-13.9,-10.4,-7.5,1272,1272,1272,118,106,87,-432,-576,-804,-36,-48,-67,-7,-9,-13
서울 강동구 길동,240.3, 28 개, 17 개,X 대,3천 만원,264, 없음 ,1억7천,-선택사항- ,-선택사항-     ,3000,17000,28,264,0,38,17000,38,93,3.3,3.9,5.1,5940,5940,5940,554,495,408,5076,4368,3324,423,364,277,29,25,19
서울 송파구 00동,420, 41 개, 41 개,00 대,6000 만원,700,0,3억5천,-선택사항- ,-선택사항-     ,6000,35000,41,700,0,42,35000,42,136,3,3.4,4.4,12324,12324,12324,1147,1027,845,11628,10188,8004,969,849,667,33,29,22
서울 종로구 명륜동,650, 49 개, 49 개,없음 대,6000 만원,650, 별도 ,35000,-선택사항- ,-선택사항-     ,6000,35000,49,650,0,42,35000,42,163,3.1,3.5,4.6,12324,12324,12324,1147,1027,845,11304,9864,7680,942,822,640,32,28,21
서울 동작구 노량진동,360, 55 개, 30 개,없음 대,9000 만원,500, 별도 ,37000,-선택사항- ,-선택사항-     ,9000,37000,55,500,0,38,37000,38,183,3.5,4,5.2,11892,11892,11892,1108,991,816,10644,9240,7140,887,770,595,28,24,19
서울 서초구 양재동,350, 35 개, 16 개,없음 대,3200 만원,392, 별도 ,25000,-선택사항- ,-선택사항-     ,3200,25000,35,392,0,45,25000,45,116,3,3.4,4.4,9264,9264,9264,862,772,635,8412,7332,5688,701,611,474,33,29,22
서울 송파구 풍납동,155.26, 37 개, 4 개,X 대,3천5백 만원,350, 없음 ,1억5천5백,-선택사항- ,-선택사항-     ,3500,15500,37,350,0,42,15500,42,123,4.2,5,7,5100,5100,5100,475,425,350,3720,3120,2220,310,260,185,24,20,14
서울 성동구 용답동,154, 32 개, 32 개,1 대,4천 만원,280, 20만원 ,2억7천,-선택사항- ,-선택사항-     ,4000,27000,32,280,20,38,27000,58,106,3,3.5,4.4,9768,9768,9768,910,814,670,8952,7800,6072,746,650,506,33,28,22
서울 송파구 송파동,262.86, 31 개, 31 개,00 대,4천 만원, 388부별 ,38,2억4천,-선택사항- ,-선택사항-     ,4000,24000,31,388,38,42,24000,80,103,3.3,3.8,5,8496,8496,8496,791,708,583,7296,6300,4800,608,525,400,30,26,20
서울 영등포구 영등포동,194.19, 39 개, 38 개,1 대,1억 만원,665, 포함 ,1억7천,-선택사항- ,-선택사항-     ,10000,17000,39,665,0,38,17000,38,130,13,17.9,39.4,2964,2964,2964,277,247,204,1308,948,432,109,79,36,7,5,2
서울 도봉구 00동,70평 ,  개,  개,00 대,3000 만원,200,0,18000,-선택사항- ,-선택사항-     ,3000,18000,0,200,0,32,18000,38,130,13,17.9,39.4,2964,2964,2964,277,247,204,1308,948,432,109,79,36,7,5,2
서울 강남구 00동,130평 , 40↑ 개,  개,00 대, 만원,680,0,3억5천,-선택사항- ,-선택사항-     ,0,35000,40,680,0,48,35000,48,133,2.4,2.8,3.5,14868,14868,14868,1385,1239,1020,14448,12696,10068,1204,1058,839,41,36,28
서울 도봉구 00동,90평 ,  개,  개,00 대,7000 만원,300,0,13000,-선택사항- ,-선택사항-     ,7000,13000,0,300,0,32,13000,48,133,2.4,2.8,3.5,14868,14868,14868,1385,1239,1020,14448,12696,10068,1204,1058,839,41,36,28
서울 성북구 00동,290, 47 개,  개,00 대,3000 만원,150,0,13000,-선택사항- ,-선택사항-     ,3000,13000,47,150,0,37,13000,37,156,5.4,6.7,11.1,4248,4248,4248,395,354,291,2424,1932,1176,202,161,98,18,14,9
서울 성북구 00동,840, 37 개,  개,00 대,2000 만원,320,0,14000,-선택사항- ,-선택사항-     ,2000,14000,37,320,0,37,14000,37,123,3.7,4.4,6.1,5100,5100,5100,475,425,350,3780,3180,2280,315,265,190,27,22,16
서울 동대문구 00동,85평 ,  개,  개,00 대,2000 만원,275,0,15000,-선택사항- ,-선택사항-     ,2000,15000,0,275,0,37,15000,37,123,3.7,4.4,6.1,5100,5100,5100,475,425,350,3780,3180,2280,315,265,190,27,22,16
서울 동대문구 00동,120평 ,  개,  개,00 대,5000 만원,500,0,31000,-선택사항- ,-선택사항-     ,5000,31000,0,500,0,37,31000,37,123,3.7,4.4,6.1,5100,5100,5100,475,425,350,3780,3180,2280,315,265,190,27,22,16
서울 동대문구 회기동,104.31, 40 개, 37 개,X 대,5천 만원,440,None,3억2천,-선택사항- ,-선택사항-     ,5000,32000,40,440,0,37,32000,37,133,3,3.4,4.3,11472,11472,11472,1068,956,787,10776,9432,7404,898,786,617,33,29,23
서울 서대문구 00동,240, 36 개,  개,00 대,4000 만원,450,0,21000,-선택사항- ,-선택사항-     ,4000,21000,36,450,0,39,21000,39,120,3.4,4,5.2,7224,7224,7224,672,602,495,6156,5316,4032,513,443,336,29,25,19
서울 동대문구 00동,110평 ,  개,  개,00 대,6500 만원,505,25,7500,-선택사항- ,-선택사항-     ,6500,7500,0,505,25,37,7500,39,120,3.4,4,5.2,7224,7224,7224,672,602,495,6156,5316,4032,513,443,336,29,25,19
서울 송파구 00동,299, 31 개,  개,00 대,5천 만원,400,0,2억3천,-선택사항- ,-선택사항-     ,5000,23000,31,400,0,42,23000,42,103,3.4,3.9,5,7644,7644,7644,712,637,525,6804,5904,4560,567,492,380,29,25,19
서울 송파구 00동,295, 31 개,  개,00 대,4천 만원,450,0,2억3천,-선택사항- ,-선택사항-     ,4000,23000,31,450,0,42,23000,42,103,3.2,3.6,4.7,8064,8064,8064,752,672,554,7284,6324,4908,607,527,409,31,27,21
서울 강남구 00동,211.8, 35 개, 16 개,없음 대,3000 만원,440,440,25000,-선택사항- ,-선택사항-     ,3000,25000,35,440,440,48,25000,488,116,7.8,11.9,56.3,9348,9348,9348,870,779,641,3192,2100,444,266,175,37,12,8,1
서울 마포구 00동,300.36,  개,  개,00 대,5000 만원,500, 없음 ,26000,-선택사항- ,-선택사항-     ,5000,26000,0,500,0,40,26000,488,116,7.8,11.9,56.3,9348,9348,9348,870,779,641,3192,2100,444,266,175,37,12,8,1
서울 마포구 00동,300.36,  개,  개,00 대,5000 만원,500, 없음 ,26000,-선택사항- ,-선택사항-     ,5000,26000,0,500,0,40,26000,488,116,7.8,11.9,56.3,9348,9348,9348,870,779,641,3192,2100,444,266,175,37,12,8,1
서울 강동구 00동,250,  개,  개,00 대,3000 만원,270,0,16000,-선택사항- ,-선택사항-     ,3000,16000,0,270,0,38,16000,488,116,7.8,11.9,56.3,9348,9348,9348,870,779,641,3192,2100,444,266,175,37,12,8,1
서울 강동구 00동,370, 58 개,  개,00 대, 만원,330,0,13000,-선택사항- ,-선택사항-     ,0,13000,58,330,0,38,13000,38,193,3.8,4.7,7.3,5520,5520,5520,514,460,379,3396,2748,1776,283,229,148,26,21,13
서울 관악구 신림동,227.11, 35 개, 14 개,00 대,5000 만원,330,40,17000,-선택사항- ,-선택사항-     ,5000,17000,35,330,40,33,17000,73,116,5,6,8.8,5100,5100,5100,475,425,350,3432,2832,1932,286,236,161,20,16,11
서울 서초구 00동,302.4, 34 개, 27 개,없음 대,5000 만원,422, 포함 ,24000,-선택사항- ,-선택사항-     ,5000,24000,34,422,0,45,24000,45,113,3.4,3.9,5.1,8064,8064,8064,752,672,554,7128,6168,4752,594,514,396,29,25,19
서울 종로구 00동,100, 36 개,  개,00 대,8000 만원,450,0,18000,-선택사항- ,-선택사항-     ,8000,18000,36,450,0,42,18000,42,120,6.4,7.8,11.6,4248,4248,4248,395,354,291,2796,2304,1548,233,192,129,15,12,8
서울 서초구 00동,404.23,  개,  개,00 대,8500 만원,520, 46만 ,24000,-선택사항- ,-선택사항-     ,8500,24000,0,520,46,45,24000,42,120,6.4,7.8,11.6,4248,4248,4248,395,354,291,2796,2304,1548,233,192,129,15,12,8
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0,38,28000,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0,38,21000,38,110,5.4,6.3,8.7,5100,5100,5100,475,425,350,3924,3324,2424,327,277,202,18,15,11
서울 용산구 00동,110, 47 개,  개,00 대,9000 만원,440,0,13000,-선택사항- ,-선택사항-     ,9000,13000,47,440,0,37,13000,37,156,-31,-20.8,-14.1,1692,1692,1692,158,141,116,-420,-624,-924,-35,-52,-77,-3,-4,-7
서울 동작구 노량진동,220.83, 23 개, 22 개,00 대,5000 만원,440,0,18000,-선택사항- ,-선택사항-     ,5000,18000,23,440,0,38,18000,38,76,3.8,4.3,5.7,5520,5520,5520,514,460,379,4800,4152,3180,400,346,265,26,23,17
서울 종로구 종로3가,244.43, 27 개,  개,00 대,3000 만원,200,0,1억1000,-선택사항- ,-선택사항-     ,3000,11000,27,200,0,42,11000,42,90,5,6.1,9.1,3396,3396,3396,316,283,233,2208,1812,1212,184,151,101,20,16,11
서울 강남구 00동,246, 28 개,  개,00 대,5500 만원,450, 7만 ,15000,-선택사항- ,-선택사항-     ,5500,15000,28,450,7,48,15000,55,93,5.5,6.6,9.7,4032,4032,4032,376,336,277,2736,2256,1548,228,188,129,18,15,10
서울 강남구 00동,245,  개,  개,00 대,5000 만원,460, 업음 ,26000,-선택사항- ,-선택사항-     ,5000,26000,0,460,0,48,26000,55,93,5.5,6.6,9.7,4032,4032,4032,376,336,277,2736,2256,1548,228,188,129,18,15,10
서울 강남구 00동,247.24,  개,  개,00 대,7000 만원,770, 없음 ,38000,-선택사항- ,-선택사항-     ,7000,38000,0,770,0,48,38000,55,93,5.5,6.6,9.7,4032,4032,4032,376,336,277,2736,2256,1548,228,188,129,18,15,10
서울 양천구 00동,429, 40 개,  개,00 대,1억 만원,460,0,,-선택사항- ,-선택사항-     ,10000,0,40,460,0,35,0,35,133,5.5,6.6,9.7,-4248,-4248,-4248,-395,-354,-291,-6756,-6264,-5508,-563,-522,-459,18,15,10
서울 종로구 00동,360, 41 개, 0 개,00 대,5000 만원,310,0,,-선택사항- ,-선택사항-     ,5000,0,41,310,0,42,0,42,136,5.5,6.6,9.7,-2124,-2124,-2124,-197,-177,-145,-4500,-4260,-3876,-375,-355,-323,18,15,10
서울 성동구 00동,376, 42 개, 42 개,00 대,4천 만원,470,60,3억4천,-선택사항- ,-선택사항-     ,4000,34000,42,470,60,38,34000,98,140,3,3.4,4.4,12744,12744,12744,1187,1062,875,11388,9888,7644,949,824,637,33,29,22
서울 강남구 00동,246, 28 개, 14 개,없음 대,5500 만원,480,7,16000,-선택사항- ,-선택사항-     ,5500,16000,28,480,7,48,16000,55,93,5,6,8.4,4452,4452,4452,415,371,306,3204,2676,1896,267,223,158,20,16,11
서울 서초구 00동,302.4, 34 개, 27 개,없음 대,5000 만원,422, 포함 ,24000,-선택사항- ,-선택사항-     ,5000,24000,34,422,0,45,24000,45,113,3.4,3.9,5.1,8064,8064,8064,752,672,554,7128,6168,4752,594,514,396,29,25,19
서울 서초구 00동,302.4, 34 개, 27 개,없음 대,5000 만원,422, 포함 ,24000,-선택사항- ,-선택사항-     ,5000,24000,34,422,0,45,24000,45,113,3.4,3.9,5.1,8064,8064,8064,752,672,554,7128,6168,4752,594,514,396,29,25,19
서울 서초구 00동,302.4, 34 개, 27 개,없음 대,5000 만원,422, 포함 ,24000,-선택사항- ,-선택사항-     ,5000,24000,34,422,0,45,24000,45,113,3.4,3.9,5.1,8064,8064,8064,752,672,554,7128,6168,4752,594,514,396,29,25,19
서울 서초구 00동,* ,  개,  개,00 대, 만원,680,0,30000,-선택사항- ,-선택사항-     ,0,30000,0,680,0,45,30000,45,113,3.4,3.9,5.1,8064,8064,8064,752,672,554,7128,6168,4752,594,514,396,29,25,19
서울 송파구 00동,* ,  개,  개,00 대, 만원,470,0,22000,-선택사항- ,-선택사항-     ,0,22000,0,470,0,42,22000,45,113,3.4,3.9,5.1,8064,8064,8064,752,672,554,7128,6168,4752,594,514,396,29,25,19
서울 성동구 00동,* ,  개,  개,00 대, 만원,370,0,12000,-선택사항- ,-선택사항-     ,0,12000,0,370,0,38,12000,45,113,3.4,3.9,5.1,8064,8064,8064,752,672,554,7128,6168,4752,594,514,396,29,25,19
서울 관악구 00동,* ,  개,  개,00 대, 만원,330,0,17000,-선택사항- ,-선택사항-     ,0,17000,0,330,0,33,17000,45,113,3.4,3.9,5.1,8064,8064,8064,752,672,554,7128,6168,4752,594,514,396,29,25,19
서울 용산구 00동,239.52, 52 개,  개,8 대,5000 만원,700,0,14500,-선택사항- ,-선택사항-     ,5000,14500,52,700,0,37,14500,37,173,7.3,9.6,18,4032,4032,4032,376,336,277,1992,1512,804,166,126,67,13,10,5
서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,시,-선택사항- ,-선택사항-     ,7000,0,35,390,0,38,0,38,116,7.3,9.6,18,-2964,-2964,-2964,-277,-247,-204,-5172,-4812,-4296,-431,-401,-358,13,10,5
서울 구로구 00동,340, 40 개, 27 개,1 대,4000 만원,380,0,17000,-선택사항- ,-선택사항-     ,4000,17000,40,380,0,36,17000,36,133,4.1,4.9,6.7,5520,5520,5520,514,460,379,4140,3492,2520,345,291,210,24,20,14
서울 종로구 00동,400, 55 개, 42 개,1 대,9000 만원,580,50,19000,-선택사항- ,-선택사항-     ,9000,19000,55,580,50,42,19000,92,183,13.2,20,99,4248,4248,4248,395,354,291,1440,948,192,120,79,16,7,4,1
서울 강동구 00동,330, 28 개,  개,00 대,3000 만원,264,0,16000,-선택사항- ,-선택사항-     ,3000,16000,28,264,0,38,16000,38,93,3.5,4.1,5.4,5520,5520,5520,514,460,379,4596,3948,2976,383,329,248,28,24,18
서울 강동구 00동,330, 57 개,  개,00 대,5000 만원,330,0,14000,-선택사항- ,-선택사항-     ,5000,14000,57,330,0,38,14000,38,190,9.1,13,34.3,3816,3816,3816,356,318,262,1536,1080,408,128,90,34,10,7,2
서울 종로구 00동,298,  개,  개,00 대,4000 만원,250,0,2억2000,-선택사항- ,-선택사항-     ,4000,22000,0,250,0,42,22000,38,190,9.1,13,34.3,3816,3816,3816,356,318,262,1536,1080,408,128,90,34,10,7,2
서울 성동구 00동,200,  개,  개,00 대,4000 만원,250,0,권리2500,-선택사항- ,-선택사항-     ,4000,2500,0,250,0,38,2500,38,190,9.1,13,34.3,3816,3816,3816,356,318,262,1536,1080,408,128,90,34,10,7,2
서울 강서구 00동,294,  개,  개,00 대,3000 만원,300, 사용량에 따라 부과 ,1억5000,-선택사항- ,-선택사항-     ,3000,15000,0,300,0,34,15000,38,190,9.1,13,34.3,3816,3816,3816,356,318,262,1536,1080,408,128,90,34,10,7,2
서울 강서구 00동,300, 48 개,  개,00 대,3000 만원,276,0,8500,-선택사항- ,-선택사항-     ,3000,8500,48,276,0,34,8500,34,160,30.8,inf,-20.8,2328,2328,2328,217,194,160,276,0,-408,23,0,-34,3,0,-4
서울 노원구 00동,280,  개,  개,00 대,5000 만원,300,10,5000,-선택사항- ,-선택사항-     ,5000,5000,0,300,10,36,5000,34,160,30.8,inf,-20.8,2328,2328,2328,217,194,160,276,0,-408,23,0,-34,3,0,-4
서울 광진구 00동,270, 42 개,  개,00 대,4000 만원,300,0,10000,-선택사항- ,-선택사항-     ,4000,10000,42,300,0,39,10000,39,140,14.4,25.3,-208.3,2544,2544,2544,237,212,175,696,396,-48,58,33,-4,6,3,0
서울 강동구 00동,464,  개,  개,00 대,5000 만원,605,0,31000,-선택사항- ,-선택사항-     ,5000,31000,0,605,0,38,31000,39,140,14.4,25.3,-208.3,2544,2544,2544,237,212,175,696,396,-48,58,33,-4,6,3,0
서울 중랑구 면목동,290,  개,  개,00 대,5000 만원,350,50,13000,-선택사항- ,-선택사항-     ,5000,13000,0,350,50,32,13000,39,140,14.4,25.3,-208.3,2544,2544,2544,237,212,175,696,396,-48,58,33,-4,6,3,0
서울 강남구 포이동,440, 36 개, 36 개,1 대,5천 만원,670,40,합2억3천,-선택사항- ,-선택사항-     ,5000,23000,36,670,40,48,23000,88,120,3.8,4.5,6,7644,7644,7644,712,637,525,6048,5148,3804,504,429,317,26,22,16
서울 성동구 구의동,410, 42 개, 42 개,1 대,4천 만원,490,63,합3억4천,-선택사항- ,-선택사항-     ,4000,34000,42,490,63,38,34000,101,140,3,3.5,4.5,12744,12744,12744,1187,1062,875,11352,9852,7608,946,821,634,33,28,22
서울 서초구 00동,211.8, 35 개,  개,00 대,3000 만원,430,0,26000,-선택사항- ,-선택사항-     ,3000,26000,35,430,0,45,26000,45,116,2.9,3.3,4.3,9768,9768,9768,910,814,670,8988,7836,6108,749,653,509,34,30,23
서울 중랑구 상봉동,390, 30 개, 풀30 개,1 대,5천 만원,350,30,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,30,350,30,32,27000,62,100,3.2,3.6,4.7,9348,9348,9348,870,779,641,8496,7404,5748,708,617,479,31,27,21
서울 종로구 00동,189.96,  개,  개,00 대, 만원,220, 없음 ,18000,-선택사항- ,-선택사항-     ,0,18000,0,220,0,42,18000,62,100,3.2,3.6,4.7,9348,9348,9348,870,779,641,8496,7404,5748,708,617,479,31,27,21
서울 금천구 00동,135,  개,  개,00 대,2000 만원,272,0,14000,-선택사항- ,-선택사항-     ,2000,14000,0,272,0,38,14000,62,100,3.2,3.6,4.7,9348,9348,9348,870,779,641,8496,7404,5748,708,617,479,31,27,21
서울 종로구 00동,212.96, 24 개,  개,00 대,4000 만원,280,0,21000,-선택사항- ,-선택사항-     ,4000,21000,24,280,0,42,21000,42,80,3.2,3.6,4.7,7224,7224,7224,672,602,495,6600,5760,4476,550,480,373,31,27,21
서울 강남구 00동,40평 , 13 개, 13 개,00 대,3000 만원,260,0,8,-선택사항- ,-선택사항-     ,3000,80000,13,260,0,48,80000,48,43,2.3,2.5,3.1,32724,32724,32724,3047,2727,2245,35472,31632,25848,2956,2636,2154,44,39,32
서울 마포구 00동,290, 39 개,  개,00 대,8000 만원,277,0,27000,-선택사항- ,-선택사항-     ,8000,27000,39,277,0,40,27000,40,130,3.9,4.5,5.9,8064,8064,8064,752,672,554,6984,6024,4608,582,502,384,25,22,17
서울 강남구 00동,131평 ,  개,  개,00 대,15000 만원,1050,0,36000,-선택사항- ,-선택사항-     ,15000,36000,0,1050,0,48,36000,40,130,3.9,4.5,5.9,8064,8064,8064,752,672,554,6984,6024,4608,582,502,384,25,22,17
서울 동작구 00동,239, 40 개,  개,00 대,2000 만원,230,0,9500,-선택사항- ,-선택사항-     ,2000,9500,40,230,0,38,9500,38,133,6.3,8.4,16.8,3180,3180,3180,296,265,218,1500,1128,564,125,94,47,15,11,5
서울 관악구 00동,440, 41 개,  개,00 대,5000 만원,330,0,14000,-선택사항- ,-선택사항-     ,5000,14000,41,330,0,33,14000,33,136,6.2,7.8,12.5,3816,3816,3816,356,318,262,2244,1788,1116,187,149,93,16,12,7
서울 송파구 00동,530, 44 개,  개,00 대,8000 만원,770,0,45000,-선택사항- ,-선택사항-     ,8000,45000,44,770,0,42,45000,42,146,2.9,3.3,4.2,15720,15720,15720,1464,1310,1079,15312,13464,10692,1276,1122,891,34,29,23
서울 은평구 00동,250, 36 개,  개,1 대,5000 만원,200,0,5000,6호선 역촌역,-선택사항-     ,5000,5000,36,200,0,40,5000,40,120,-2.6,-2.6,-2.6,0,0,0,0,0,0,-1920,-1920,-1920,-160,-160,-160,-38,-38,-38
서울 영등포구 00동,220, 47 개,  개,00 대,7000 만원,470,0,7000,-선택사항- ,-선택사항-     ,7000,7000,47,470,0,38,7000,38,156,-3,-3,-3,0,0,0,0,0,0,-2328,-2328,-2328,-194,-194,-194,-33,-33,-33
