고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하
서울 마포구 노고산동,307.19, 38 개,  개,00 대,9000 만원,277,0,27000,-선택사항- ,-선택사항-     ,9000,27000,38,277,0,40,27000,40,126,4.1,4.8,6.3,7644,7644,7644,712,637,525,6552,5652,4308,546,471,359,24,20,15
서울 강서구 00동,294,  개,  개,00 대,3000 만원,300, 사용량에 따라 부과 ,1억5000,-선택사항- ,-선택사항-     ,3000,15000,0,300,0,34,15000,40,126,4.1,4.8,6.3,7644,7644,7644,712,637,525,6552,5652,4308,546,471,359,24,20,15
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0,38,21000,38,110,5.4,6.3,8.7,5100,5100,5100,475,425,350,3924,3324,2424,327,277,202,18,15,11
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0,38,28000,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
서울 동작구 00동,360, 37 개, 37 개,00 대,5000 만원,430,0,2억4000,-선택사항- ,-선택사항-     ,5000,24000,37,430,0,38,24000,38,123,3.4,3.9,5.1,8064,8064,8064,752,672,554,7092,6132,4716,591,511,393,29,25,19
서울 강동구 00동,338.88, 35 개, 35 개,00 대,5000 만원,605, 문의 ,32000,-선택사항- ,-선택사항-     ,5000,32000,35,605,0,38,32000,38,116,2.9,3.3,4.2,11472,11472,11472,1068,956,787,10968,9624,7596,914,802,633,34,30,23
서울 강동구 00동,330, 42 개, 0 개,00 대,5000 만원,400,0,1억2000,-선택사항- ,-선택사항-     ,5000,12000,42,400,0,38,12000,38,140,10.1,14.5,38.5,2964,2964,2964,277,247,204,1188,828,312,99,69,26,9,6,2
서울 영등포구 00동,360, 40 개, 0 개,00 대,3000 만원,250,0,1억8000,-선택사항- ,-선택사항-     ,3000,18000,40,250,0,38,18000,38,133,3.6,4.2,5.6,6372,6372,6372,593,531,437,5064,4320,3192,422,360,266,28,24,17
서울 성북구 00동,650, 65 개, 6 개,5 대,1억 만원,440,0,,-선택사항- ,-선택사항-     ,10000,0,65,440,0,37,0,37,216,3.6,4.2,5.6,-4248,-4248,-4248,-395,-354,-291,-7776,-7284,-6528,-648,-607,-544,28,24,17
서울 동대문구 00동,410, 36 개, 36 개,00 대,7000 만원,410, 없슴 ,29500,-선택사항- ,-선택사항-     ,7000,29500,36,410,0,37,29500,37,120,3.4,3.8,4.9,9552,9552,9552,890,796,656,8796,7668,5988,733,639,499,29,25,20
서울 서초구 00동,. , 50 개, 27 개,2 대,8000 만원,550,50,2억3천,-선택사항- ,-선택사항-     ,8000,23000,50,550,50,45,23000,95,166,5.8,7.1,10.9,6372,6372,6372,593,531,437,3984,3240,2112,332,270,176,17,14,9
서울 송파구 00동,330, 38 개, 28 개,1 대,6000 만원,430,0,19500,-선택사항- ,-선택사항-     ,6000,19500,38,430,0,42,19500,42,126,4.4,5.2,7.2,5736,5736,5736,534,478,393,4392,3720,2700,366,310,225,22,19,13
서울 종로구 00동,400, 55 개, 42 개,1 대,9000 만원,580,50,19000,-선택사항- ,-선택사항-     ,9000,19000,55,580,50,42,19000,92,183,13.2,20,99,4248,4248,4248,395,354,291,1440,948,192,120,79,16,7,4,1
서울 구로구 00동,340, 40 개, 27 개,1 대,4000 만원,380,0,17000,-선택사항- ,-선택사항-     ,4000,17000,40,380,0,36,17000,36,133,4.1,4.9,6.7,5520,5520,5520,514,460,379,4140,3492,2520,345,291,210,24,20,14
서울 영등포구 00동,370, 40 개, 22 개,00 대,5000 만원,400,0,1억6000,-선택사항- ,-선택사항-     ,5000,16000,40,400,0,38,16000,38,133,5.1,6.1,8.9,4668,4668,4668,435,389,320,3168,2616,1788,264,218,149,19,16,11
서울 영등포구 00동,350, 39 개, 15 개,00 대,3200 만원,370,0,1억4000,-선택사항- ,-선택사항-     ,3200,14000,39,370,0,38,14000,38,130,4.5,5.5,7.9,4584,4584,4584,427,382,315,3108,2568,1764,259,214,147,22,18,12
서울 관악구 00동,230, 29 개,  개,00 대,4000 만원,240,30,6500,-선택사항- ,-선택사항-     ,4000,6500,29,240,30,33,6500,63,96,-8.9,-7.6,-6.2,1056,1056,1056,98,88,72,-732,-852,-1044,-61,-71,-87,-11,-13,-16
서울 관악구 00동,360, 36 개, 26 개,00 대,4000 만원,450,0,2억1000,-선택사항- ,-선택사항-     ,4000,21000,36,450,0,33,21000,33,120,3.4,3.9,5.1,7224,7224,7224,672,602,495,6228,5388,4104,519,449,342,29,25,19
서울 종로구 00동,387.51, 43 개, 43 개,00 대,6천만 만원,660,0,3억,-선택사항- ,-선택사항-     ,6000,30000,43,660,0,42,30000,42,143,3.3,3.8,4.9,10200,10200,10200,950,850,700,9180,7980,6180,765,665,515,30,26,20
서울 관악구 00동,519.39, 54 개, 27 개,00 대,7천 만원,650,0,1억5천,-선택사항- ,-선택사항-     ,7000,15000,54,650,0,33,15000,33,180,12.1,17.9,62.5,3396,3396,3396,316,283,233,1236,840,240,103,70,20,8,5,1
서울 양천구 00동,200,  개,  개,00 대,2500 만원,185, 없음 ,5500,-선택사항- ,-선택사항-     ,2500,5500,0,185,0,35,5500,33,180,12.1,17.9,62.5,3396,3396,3396,316,283,233,1236,840,240,103,70,20,8,5,1
서울 동작구 00동,295, 32 개,  개,00 대,4000 만원,490,0,22000,-선택사항- ,-선택사항-     ,4000,22000,32,490,0,38,22000,38,106,3.2,3.7,4.8,7644,7644,7644,712,637,525,6816,5916,4572,568,493,381,30,26,20
서울 마포구 00동,290, 38 개,  개,00 대,8000 만원,300,150,28000,-선택사항- ,-선택사항-     ,8000,28000,38,300,150,40,28000,190,126,4.9,6,8.7,8496,8496,8496,791,708,583,5700,4704,3204,475,392,267,20,16,11
서울 동작구 00동,270, 32 개, 32 개,00 대,4000 만원,490, 없슴 ,23000,-선택사항- ,-선택사항-     ,4000,23000,32,490,0,38,23000,38,106,3.2,3.6,4.7,8064,8064,8064,752,672,554,7296,6336,4920,608,528,410,31,27,21
서울 광진구 00동,328,  개,  개,00 대, 만원,580,0,2억,-선택사항- ,-선택사항-     ,0,20000,0,580,0,39,20000,38,106,3.2,3.6,4.7,8064,8064,8064,752,672,554,7296,6336,4920,608,528,410,31,27,21
서울 종로구 00,384.45, 56 개, 40 개,1 대,9000 만원,580, 별도 ,2억,-선택사항- ,-선택사항-     ,9000,20000,56,580,0,42,20000,42,186,8.1,10.4,18.1,4668,4668,4668,435,389,320,2484,1932,1104,207,161,92,12,9,5
서울 관악구 00동,220, 35 개,  개,00 대,5000 만원,330,40,18000,-선택사항- ,-선택사항-     ,5000,18000,35,330,40,33,18000,73,116,4.6,5.5,7.9,5520,5520,5520,514,460,379,3900,3252,2280,325,271,190,21,18,12
서울 강동구 00동,570.12,  개,  개,00 대,5,['000 만원'],None,29,-선택사항- ,-선택사항-     ,5000,29000,0,0,0,38,29000,73,116,4.6,5.5,7.9,5520,5520,5520,514,460,379,3900,3252,2280,325,271,190,21,18,12
서울 강동구 00동,413.36, 31 개, 31 개,00 대,1억 만원,760,0,21000,-선택사항- ,-선택사항-     ,10000,21000,31,760,0,38,21000,38,103,6,7.1,9.8,4668,4668,4668,435,389,320,3528,2976,2148,294,248,179,16,14,10
서울 광진구 00동,190평 , 78 개,  개,00 대,5억 만원,600,0,8억2천,-선택사항- ,-선택사항-     ,50000,82000,78,600,0,39,82000,39,260,7.1,8.2,10.8,13596,13596,13596,1266,1133,933,11604,10008,7608,967,834,634,14,12,9
서울 성북구 00동,. ,  개,  개,00 대, 만원,440,0,2억,-선택사항- ,-선택사항-     ,0,20000,0,440,0,37,20000,39,260,7.1,8.2,10.8,13596,13596,13596,1266,1133,933,11604,10008,7608,967,834,634,14,12,9
서울 동작구 00동,. ,  개,  개,00 대, 만원,392,0,2억2천,-선택사항- ,-선택사항-     ,0,22000,0,392,0,38,22000,39,260,7.1,8.2,10.8,13596,13596,13596,1266,1133,933,11604,10008,7608,967,834,634,14,12,9
서울 영등포구 00동,199, 46 개,  개,00 대,1억 만원,450,0,1억,-선택사항- ,-선택사항-     ,10000,10000,46,450,0,38,10000,38,153,-4.4,-4.4,-4.4,0,0,0,0,0,0,-2292,-2292,-2292,-191,-191,-191,-22,-22,-22
서울 강동구 명일동,261, 30 개, 4 개,00 대,3000 만원,350,190000,11000,-선택사항- ,-선택사항-     ,3000,11000,30,350,190000,38,11000,190038,100,0,0,0,3396,3396,3396,316,283,233,-2277864,-2278260,-2278860,-189822,-189855,-189905,-20707,-20711,-20716
서울 광진구 화양동,115.14, 36 개, 5 개,X 대,2천5백 만원,270, 없음 ,8천,-선택사항- ,-선택사항-     ,2500,8000,36,270,0,39,8000,39,120,11.5,19,666.7,2328,2328,2328,217,194,160,696,420,12,58,35,1,8,5,0
서울 성동구 00동,179.74,  개,  개,00 대, 만원,240,0,합,-선택사항- ,-선택사항-     ,0,0,0,240,0,38,0,39,120,11.5,19,666.7,2328,2328,2328,217,194,160,696,420,12,58,35,1,8,5,0
서울 강동구 성내동,235.04, 24 개, 24 개,00 대,4천5백 만원,132, 무 ,1억6천,-선택사항- ,-선택사항-     ,4500,16000,24,132,0,38,16000,38,80,4,4.6,6.1,4884,4884,4884,455,407,335,4044,3468,2604,337,289,217,25,21,16
서울 강동구 길동,332.58, 42 개, 4 개,5 대,3000 만원,377,0,13000,-선택사항- ,-선택사항-     ,3000,13000,42,377,0,38,13000,38,140,5,6.2,9.6,4248,4248,4248,395,354,291,2604,2112,1356,217,176,113,20,16,10
서울 강남구 압구정동,246,  개,  개,00 대,5500 만원,480,0,18000,-선택사항- ,-선택사항-     ,5500,18000,0,480,0,48,18000,38,140,5,6.2,9.6,4248,4248,4248,395,354,291,2604,2112,1356,217,176,113,20,16,10
서울 서초구 서초동,203.7, 40 개, 28 개,2 대,6천 만원,575, 없음 ,2억,-선택사항- ,-선택사항-     ,6000,20000,40,575,0,45,20000,45,133,4.4,5.3,7.2,5940,5940,5940,554,495,408,4512,3804,2760,376,317,230,22,19,13
서울 강동구 길동,229.44, 33 개, 2 개,00 대,3000 만원,208,0,13000,-선택사항- -지역-,-선택사항-     ,3000,13000,33,208,0,38,13000,38,110,4.4,5.3,7.6,4248,4248,4248,395,354,291,2964,2472,1716,247,206,143,22,19,13
서울 동작구 00동,310, 31 개, 31 개,00 대,4천 만원,300,30,2억2천,-선택사항- ,-선택사항-     ,4000,22000,31,300,30,38,22000,68,103,3.4,3.9,5.2,7644,7644,7644,712,637,525,6492,5592,4248,541,466,354,29,25,19
서울 마포구 00동,352.4, 36 개,  개,00 대,5000 만원,450,0,26000,-선택사항- ,-선택사항-     ,5000,26000,36,450,0,40,26000,40,120,3.2,3.7,4.8,8916,8916,8916,831,743,612,8052,6996,5424,671,583,452,30,26,20
서울 강동구 둔촌동,374.98, 57 개, 4 개,5 대,5000 만원,330,68,13000,-선택사항- ,-선택사항-     ,5000,13000,57,330,68,38,13000,106,190,54.2,-83.3,-17.2,3396,3396,3396,316,283,233,240,-156,-756,20,-13,-63,1,-1,-5
서울 마포구 00동,307.19, 38 개,  개,00 대,9000 만원,277,0,27000,-선택사항- ,-선택사항-     ,9000,27000,38,277,0,40,27000,40,126,4.1,4.8,6.3,7644,7644,7644,712,637,525,6552,5652,4308,546,471,359,24,20,15
서울 서초구 서초동,151.2, 34 개, 15 개,4 대,5천 만원,422, 포함 ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,34,422,0,45,27000,45,113,3.2,3.6,4.7,9348,9348,9348,870,779,641,8544,7452,5796,712,621,483,31,27,21
서울 강남구 00동,360, 28 개, 28 개,00 대,7천 만원,490,50,2억2천,-선택사항- ,-선택사항-     ,7000,22000,28,490,50,48,22000,98,93,4.6,5.4,7.5,6372,6372,6372,593,531,437,4824,4080,2952,402,340,246,21,18,13
서울 양천구 00동,310,  개,  개,00 대, 만원,360,100,2억,-선택사항- ,-선택사항-     ,0,20000,0,360,100,35,20000,98,93,4.6,5.4,7.5,6372,6372,6372,593,531,437,4824,4080,2952,402,340,246,21,18,13
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0,38,28000,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0,38,21000,38,110,5.4,6.3,8.7,5100,5100,5100,475,425,350,3924,3324,2424,327,277,202,18,15,11
서울 강동구 명일동,399.58, 31 개, 31 개,2 대,10000 만원,830,0,20000,5호선 명일역,-선택사항-     ,10000,20000,31,830,0,38,20000,38,103,6.6,7.8,11.1,4248,4248,4248,395,354,291,3048,2556,1800,254,213,150,15,12,9
서울 양천구 00동,. , 35 개, . 개,. 대,. 만원, . , . ,1억4천5백,5호선 신정역,-선택사항-     ,0,14500,35,0,0,35,14500,35,116,2.9,3.3,4.5,6156,6156,6156,573,513,422,5064,4344,3252,422,362,271,34,29,22
서울 서대문구 00동,. ,  ☎ 개, . 개,. 대,. 만원, . , . ,4억8천,2호선 신촌역,-선택사항-     ,0,48000,0,0,0,39,48000,35,116,2.9,3.3,4.5,6156,6156,6156,573,513,422,5064,4344,3252,422,362,271,34,29,22
서울 종로구 00동,200,  개,  개,00 대, 만원,200,0,1억8천,-선택사항- ,-선택사항-     ,0,18000,0,200,0,42,18000,35,116,2.9,3.3,4.5,6156,6156,6156,573,513,422,5064,4344,3252,422,362,271,34,29,22
서울 관악구 00동,519.39, 54 개, 27 개,00 대,7천 만원,650,0,1억5천,-선택사항- ,-선택사항-     ,7000,15000,54,650,0,33,15000,33,180,12.1,17.9,62.5,3396,3396,3396,316,283,233,1236,840,240,103,70,20,8,5,1
서울 종로구 00동,387.51, 43 개, 43 개,00 대,6천만 만원,660,0,3억6천만,-선택사항- ,-선택사항-     ,6000,36000,43,660,0,42,36000,42,143,3,3.4,4.3,12744,12744,12744,1187,1062,875,12024,10524,8280,1002,877,690,33,29,23
서울 마포구 00동,543, 54 개, 31 개,00 대,15000 만원,1190,0,25000,-선택사항- ,-선택사항-     ,15000,25000,54,1190,0,40,25000,40,180,11.9,15.5,29.3,4248,4248,4248,395,354,291,2100,1608,852,175,134,71,8,6,3
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 중구 00동,290, 25 개, 25 개,00 대,1억 만원,370,0,2억,-선택사항- ,-선택사항-     ,10000,20000,25,370,0,41,20000,41,83,6.2,7.2,10,4248,4248,4248,395,354,291,3252,2760,2004,271,230,167,16,13,10
서울 구로구 00동,320, 35 개, 29 개,00 대,8천 만원,400,0,1억6천,-선택사항- ,-선택사항-     ,8000,16000,35,400,0,36,16000,36,116,8.1,10.2,16.5,3396,3396,3396,316,283,233,1968,1572,972,164,131,81,12,9,6
서울 관악구 봉천동,300, 37 개, 7 개,1 대,8천 만원,310,20,합1억5천,-선택사항- ,-선택사항-     ,8000,15000,37,310,20,33,15000,53,123,12.4,17.6,44.6,2964,2964,2964,277,247,204,1212,852,336,101,71,28,8,5,2
서울 종로구 00동,340, 33 개, 33 개,1 대,6000 만원,360,40,3억3천만,1호선 종각역,-선택사항-     ,6000,33000,33,360,40,42,33000,82,110,3.1,3.6,4.6,11472,11472,11472,1068,956,787,10512,9168,7140,876,764,595,31,27,21
서울 강남구 00동,496, 50 개, 30 개,2 대,1억5천만 만원,950,100,3억8천만,2호선 강남역,-선택사항-     ,15000,38000,50,950,100,48,38000,148,166,5.3,6.3,8.9,9768,9768,9768,910,814,670,7152,6000,4272,596,500,356,18,15,11
서울 중랑구 상봉,390, 30 개, 큰30 개,1 대,5천 만원,350,30,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,30,350,30,32,27000,62,100,3.2,3.6,4.7,9348,9348,9348,870,779,641,8496,7404,5748,708,617,479,31,27,21
서울 마포구 00동,고시원 ,  개,  개,00 대,3150 만원,550,0,36000,-선택사항- ,-선택사항-     ,3150,36000,0,550,0,40,36000,62,100,3.2,3.6,4.7,9348,9348,9348,870,779,641,8496,7404,5748,708,617,479,31,27,21
서울 동작구 동작동,440, 24 개, 큰24 개,1 대,8천 만원,280,30,합2억4천,-선택사항- ,-선택사항-     ,8000,24000,24,280,30,38,24000,68,80,4.1,4.8,6.3,6792,6792,6792,633,566,466,5820,5016,3816,485,418,318,24,20,15
서울 마포구 00동,고시원 ,  개,  개,00 대,15000 만원,1194,0,23000,-선택사항- ,-선택사항-     ,15000,23000,0,1194,0,40,23000,68,80,4.1,4.8,6.3,6792,6792,6792,633,566,466,5820,5016,3816,485,418,318,24,20,15
서울 종로구 00동,400, 55 개, 42 개,1 대,9000 만원,580,50,19000,-선택사항- ,-선택사항-     ,9000,19000,55,580,50,42,19000,92,183,13.2,20,99,4248,4248,4248,395,354,291,1440,948,192,120,79,16,7,4,1
서울 강동구 성내동,144.05, 30 개, 2 개,00 대,3000 만원,200,3,8000,-선택사항- ,-선택사항-     ,3000,8000,30,200,3,38,8000,41,100,11.9,18.5,166.7,2124,2124,2124,197,177,145,672,432,48,56,36,4,8,5,0
서울 구로구 구로동,360, 40 개, 26 개,1 대,4천 만원,370,30,합1억7천,-선택사항- ,-선택사항-     ,4000,17000,40,370,30,36,17000,66,133,4.5,5.4,7.9,5520,5520,5520,514,460,379,3780,3132,2160,315,261,180,22,18,12
서울 서초구 서초동,370, 28 개, 28 개,1 대,7천 만원,490, 50만 ,합2억2천,-선택사항- ,-선택사항-     ,7000,22000,28,490,50,45,22000,95,93,4.5,5.3,7.4,6372,6372,6372,593,531,437,4860,4116,2988,405,343,249,22,18,13
서울 관악구 00동,340, 37 개, 11 개,00 대,8000 만원,330,0,15000,-선택사항- ,-선택사항-     ,8000,15000,37,330,0,33,15000,33,123,10.3,13.7,26,2964,2964,2964,277,247,204,1452,1092,576,121,91,48,9,7,3
서울 서초구 00동,. ,  개,  개,00 대, 만원, . ,0,3억2천,-선택사항- ,-선택사항-     ,0,32000,0,0,0,45,32000,33,123,10.3,13.7,26,2964,2964,2964,277,247,204,1452,1092,576,121,91,48,9,7,3
서울 관악구 00동,330, 36 개, 25 개,00 대,4000 만원,450,0,2억,-선택사항- ,-선택사항-     ,4000,20000,36,450,0,33,20000,33,120,3.5,4,5.3,6792,6792,6792,633,566,466,5760,4956,3756,480,413,313,28,24,18
서울 광진구 00동,. ,  개,  개,00 대, 만원,440,0,2억,-선택사항- ,-선택사항-     ,0,20000,0,440,0,39,20000,33,120,3.5,4,5.3,6792,6792,6792,633,566,466,5760,4956,3756,480,413,313,28,24,18
서울 광진구 00동,328,  개,  개,00 대, 만원,580,0,2억,-선택사항- ,-선택사항-     ,0,20000,0,580,0,39,20000,33,120,3.5,4,5.3,6792,6792,6792,633,566,466,5760,4956,3756,480,413,313,28,24,18
서울 동작구 00동,. ,  개,  개,00 대, 만원,392,0,2억2천,-선택사항- ,-선택사항-     ,0,22000,0,392,0,38,22000,33,120,3.5,4,5.3,6792,6792,6792,633,566,466,5760,4956,3756,480,413,313,28,24,18
서울 관악구 봉천동,254.6, 35 개, 35 개,2 대,3천 만원,390, 포함 ,1억8천,-선택사항- ,-선택사항-     ,3000,18000,35,390,0,33,18000,33,116,3.4,3.9,5.2,6372,6372,6372,593,531,437,5328,4584,3456,444,382,288,29,25,19
서울 송파구 가락동,118.83, 26 개, 15 개,3 대,4천 만원,320, 23만원 ,1억4천,-선택사항- ,-선택사항-     ,4000,14000,26,320,23,42,14000,65,86,4.8,5.7,8.3,4248,4248,4248,395,354,291,2928,2436,1680,244,203,140,20,17,12
서울 강동구 성내동,176.22, 35 개, 35 개,1 대,5천 만원,605, 포함 ,3억,-선택사항- ,-선택사항-     ,5000,30000,35,605,0,38,30000,38,116,3,3.4,4.3,10620,10620,10620,989,885,729,10020,8772,6900,835,731,575,33,29,23
서울 송파구 00동,385.27, 43 개,  개,00 대,6000 만원,475, 90만원 ,17000,-선택사항- ,-선택사항-     ,6000,17000,43,475,90,42,17000,132,143,8.9,12.4,31.5,4668,4668,4668,435,389,320,1920,1368,540,160,114,45,11,8,3
서울 동작구 00동,334, 31 개, 31 개,없음 대,4000 만원,392, 포함 ,22000,-선택사항- ,-선택사항-     ,4000,22000,31,392,0,38,22000,38,103,3.2,3.7,4.8,7644,7644,7644,712,637,525,6852,5952,4608,571,496,384,31,27,20
서울 성북구 00동,1179.42,  개,  개,00 대,15000 만원,1500,0,15000,-선택사항- ,-선택사항-     ,15000,15000,0,1500,0,37,15000,38,103,3.2,3.7,4.8,7644,7644,7644,712,637,525,6852,5952,4608,571,496,384,31,27,20
서울 중구 00동,157.52, 28 개, 28 개,없음 대,4500 만원,396, 없음 ,17500,-선택사항- ,-선택사항-     ,4500,17500,28,396,0,41,17500,41,93,3.8,4.5,6,5520,5520,5520,514,460,379,4560,3912,2940,380,326,245,26,22,16
서울 동작구 00동,345.6, 44 개, 23 개,00 대,5000 만원,500, 문의 ,13000,-선택사항- ,-선택사항-     ,5000,13000,44,500,0,38,13000,38,146,8.2,10.9,22.1,3396,3396,3396,316,283,233,1584,1188,588,132,99,49,12,9,4
서울 종로구 00동,420, 44 개, 11 개,00 대,4200 만원,496, 문의 ,15200,-선택사항- ,-선택사항-     ,4200,15200,44,496,0,42,15200,42,146,5.1,6.3,9.6,4668,4668,4668,435,389,320,2964,2412,1584,247,201,132,19,15,10
서울 광진구 00동,115.14, 36 개,  개,00 대,2500 만원,300, 없슴 ,6500,-선택사항- ,-선택사항-     ,2500,6500,36,300,0,39,6500,39,120,-541.7,-30.1,-12.6,1692,1692,1692,158,141,116,-12,-216,-516,-1,-18,-43,0,-3,-7
서울 강서구 00동,280, 30 개, 30 개,00 대,3천 만원,300,40,1억4천,-선택사항- ,-선택사항-     ,3000,14000,30,300,40,34,14000,74,100,4.5,5.4,8,4668,4668,4668,435,389,320,3132,2580,1752,261,215,146,22,18,12
서울 영등포구 00동,300, 31 개,  개,00 대,3500 만원,350,0,26000,-선택사항- ,-선택사항-     ,3500,26000,31,350,0,38,26000,38,103,2.9,3.3,4.2,9552,9552,9552,890,796,656,8988,7860,6180,749,655,515,34,30,23
서울 강서구 00동,100평 , 35 개,  개,00 대,3000 만원,290,0,11000,-선택사항- ,-선택사항-     ,3000,11000,35,290,0,34,11000,34,116,5.5,6.9,11,3396,3396,3396,316,283,233,1992,1596,996,166,133,83,18,14,9
서울 동작구 00동,124.86, 25 개, 21 개,없음 대,3000 만원,255, 없음 ,18000,-선택사항- ,-선택사항-     ,3000,18000,25,255,0,38,18000,38,83,3.2,3.7,4.7,6372,6372,6372,593,531,437,5664,4920,3792,472,410,316,31,27,21
서울 강남구 00동,100평 , 32 개,  개,00 대,4000 만원,250,0,6500,-선택사항- ,-선택사항-     ,4000,6500,32,250,0,48,6500,48,106,-9.7,-8.2,-6.6,1056,1056,1056,98,88,72,-672,-792,-984,-56,-66,-82,-10,-12,-15
서울 중구 00동,320,  개,  개,00 대, 만원,700,0,3억2천,-선택사항- ,-선택사항-     ,0,32000,0,700,0,41,32000,48,106,-9.7,-8.2,-6.6,1056,1056,1056,98,88,72,-672,-792,-984,-56,-66,-82,-10,-12,-15
서울 동작구 00동,217, 33 개,  개,00 대,3000 만원,200,0,6500,-선택사항- ,-선택사항-     ,3000,6500,33,200,0,38,6500,38,110,-54.2,-21.7,-11.8,1476,1476,1476,138,123,102,-120,-300,-552,-10,-25,-46,-1,-4,-8
서울 동작구 00동,295, 33 개,  개,00 대,4000 만원,530,0,22000,-선택사항- ,-선택사항-     ,4000,22000,33,530,0,38,22000,38,110,3.3,3.7,4.9,7644,7644,7644,712,637,525,6768,5868,4524,564,489,377,30,26,20
서울 영등포구 00동,385.27, 43 개,  개,00 대,6000 만원,470,90,16000,-선택사항- ,-선택사항-     ,6000,16000,43,470,90,38,16000,128,143,10.8,16.1,66.7,4248,4248,4248,395,354,291,1488,996,240,124,83,20,9,6,1
서울 영등포구 00동,320, 40 개,  개,00 대,5천 만원,370,30,1억6천,-선택사항- ,-선택사항-     ,5000,16000,40,370,30,38,16000,68,133,5.7,7.1,11.2,4668,4668,4668,435,389,320,2808,2256,1428,234,188,119,17,14,8
서울 강남구 00동,246,  개,  개,00 대,5500 만원,480,0,18000,-선택사항- ,-선택사항-     ,5500,18000,0,480,0,48,18000,68,133,5.7,7.1,11.2,4668,4668,4668,435,389,320,2808,2256,1428,234,188,119,17,14,8
서울 마포구 00동,50평 , 20 개,  개,00 대,2000 만원,150,0,5500,-선택사항- ,-선택사항-     ,2000,5500,20,150,0,40,5500,40,66,14.3,27,-114.6,1476,1476,1476,138,123,102,384,204,-48,32,17,-4,6,3,0
서울 동작구 00동,330, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,68,116,5.5,6.4,8.6,7224,7224,7224,672,602,495,5856,5016,3732,488,418,311,18,15,11
서울 노원구 00동,280,  개,  개,00 대,4000 만원,280,20,4000,-선택사항- ,-선택사항-     ,4000,4000,0,280,20,36,4000,68,116,5.5,6.4,8.6,7224,7224,7224,672,602,495,5856,5016,3732,488,418,311,18,15,11
서울 중랑구 00동,150,  개,  개,00 대,3000 만원,190, 5만 ,7500,-선택사항- ,-선택사항-     ,3000,7500,0,190,5,32,7500,68,116,5.5,6.4,8.6,7224,7224,7224,672,602,495,5856,5016,3732,488,418,311,18,15,11
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0,38,21000,38,110,5.4,6.3,8.7,5100,5100,5100,475,425,350,3924,3324,2424,327,277,202,18,15,11
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0,38,28000,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
서울 관악구 00동,", ",  개,  개,00 대, 만원, ,None,5억,-선택사항- ,-선택사항-     ,0,50000,0,0,0,33,50000,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
서울 금천구 00동,60평 ,  개,  개,00 대,1500 만원,150,0,7500,-선택사항- ,-선택사항-     ,1500,7500,0,150,0,38,7500,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
서울 강남구 00동,85평 ,  개,  개,00 대,4000 만원,275,0,26000,-선택사항- ,-선택사항-     ,4000,26000,0,275,0,48,26000,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
서울 강남구 00동,40평 ,  개,  개,00 대,3000 만원,260,0,8000,-선택사항- ,-선택사항-     ,3000,8000,0,260,0,48,8000,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
