고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리
서울 성북구 00,300, 42 개,  개,1 대,4000 만원,220,0,1억2천,-선택사항- ,-선택사항-     ,4000,12000,42,220,0
서울 중구 00,260, 35 개, 35 개,1 대,5000 만원,440,0,1억8천,-선택사항- ,-선택사항-     ,5000,18000,35,440,0
서울 강남구 영등포동,300, 30 개, 30 개,00 대,4000 만원,300,0,2억5천,-선택사항- ,-선택사항-     ,4000,25000,30,300,0
서울 동작구 00동,180, 25 개,  개,00 대,5000 만원,250,0,14000,-선택사항- ,-선택사항-     ,5000,14000,25,250,0
서울 동작구 00동,295, 35 개,  개,00 대,25000 만원,490,0,25000,-선택사항- ,-선택사항-     ,25000,25000,35,490,0
서울 강북구 00동,90평 ,  개,  개,00 대,3000천 만원,260, 10만원 ,7500,-선택사항- ,-선택사항-     ,3000000,7500,0,260,10
서울 종로구 숭인동,489, 40 개, 4 개,1 대,4000 만원,330, 없슴 ,6000,-선택사항- ,-선택사항-     ,4000,6000,40,330,0
서울 마포구 동교동,550, 50 개, 원50 개,1 대,1억 만원,770,100,4억3천,-선택사항- ,-선택사항-     ,10000,43000,50,770,100
서울 송파구 00동,180, 25 개, 2 개,없음 대,3000 만원,215, 없음 ,3천,-선택사항- ,-선택사항-     ,3000,3000,25,215,0
서울 종로구 00동,367.72,  개,  개,00 대, 만원,450,0,합,-선택사항- ,-선택사항-     ,0,0,0,450,0
서울 광진구 구의동,440, 42 개, 원42 개,00 대,4천 만원,475,0,합3억2천,-선택사항- ,-선택사항-     ,4000,32000,42,475,0
서울 강남구 00동,423.84, 48 개, 54 개,없음 대,8000 만원,1100, 없음 ,4억8천,-선택사항- ,-선택사항-     ,8000,48000,48,1100,0
서울 강남구 서초동,390, 40 개, 원25 개,1 대,6천 만원,490,50,합1억9500,-선택사항- ,-선택사항-     ,6000,19500,40,490,50
서울 구로구 00동,400,  개,  개,00 대,7000 만원,450,0,1억3000,-선택사항- ,-선택사항-     ,7000,13000,0,450,0
서울 송파구 송파동,370, 50 개, 8 개,1 대,4천 만원,445,40,합1억7500,-선택사항- ,-선택사항-     ,4000,17500,50,445,40
서울 영등포구 00동,246.04, 43 개, 2 개,없음 대,3000 만원,260, 없음 ,1억1천,-선택사항- ,-선택사항-     ,3000,11000,43,260,0
서울 동작구 노량진동,619.41, 52 개, 17 개,2 대,7천 만원,570, 없음 ,2억3천5백,-선택사항- ,-선택사항-     ,7000,23500,52,570,0
서울 관악구 00동,153,  개,  개,00 대,4200 만원,340, 40만 ,1억1000,-선택사항- ,-선택사항-     ,4200,11000,0,340,40
서울 송파구 00동,161.15, 25 개,  개,00 대,3000 만원,215, 없음 ,3000,-선택사항- ,-선택사항-     ,3000,3000,25,215,0
서울 강동구 암사동,172.15, 43 개,  개,00 대,4500 만원,230,20,1억2000,-선택사항- ,-선택사항-     ,4500,12000,43,230,20
서울 중구 00동,528, 50 개,  개,00 대,5000 만원,700,0,3억3000,-선택사항- ,-선택사항-     ,5000,33000,50,700,0
서울 동작구 00동,396, 37 개, 37 개,00 대,5000 만원,410,0,2억2000,-선택사항- ,-선택사항-     ,5000,22000,37,410,0
서울 서대문구 00동,390.06,  개,  개,00 대,5000 만원,380,0,,-선택사항- ,-선택사항-     ,5000,0,0,380,0
서울 강남구 00동,. , 29 개, . 개,. 대,. 만원, . , . ,2억,2호선 강남역,-선택사항-     ,0,20000,29,0,0
서울 서초구 00동,. , 43 개, . 개,. 대,. 만원, . , . ,2억5천,2호선 교대역,-선택사항-     ,0,25000,43,0,0
서울 송파구 00동,. , 38 개, . 개,. 대,. 만원, . , . ,1억1천,2호선 잠실역,-선택사항-     ,0,11000,38,0,0
서울 동작구 00동,. , 43 개, . 개,. 대,. 만원, . , . ,3억4천,2호선 사당역,-선택사항-     ,0,34000,43,0,0
서울 송파구 00동,. , 35 개, . 개,. 대,. 만원, . , . ,4억2천,9호선 ,-선택사항-     ,0,42000,35,0,0
서울 구로구 00동,300, 47 개,  개,00 대,5천 만원,460,0,1억6천,-선택사항- ,-선택사항-     ,5000,16000,47,460,0
서울 강남구 00동,430, 43 개,  개,00 대,5천 만원,650,0,3억5천,-선택사항- ,-선택사항-     ,5000,35000,43,650,0
서울 동작구 00동,430, 43 개,  개,00 대,5천 만원,650,0,3억5천,-선택사항- ,-선택사항-     ,5000,35000,43,650,0
서울 서초구 00동,430, 43 개, 43 개,00 대,5천 만원,650,0,3억5천,-선택사항- ,-선택사항-     ,5000,35000,43,650,0
서울 강서구 00동,280, 30 개,  개,00 대,3천 만원,350,0,1억5천,-선택사항- ,-선택사항-     ,3000,15000,30,350,0
서울 서초구 00동,430, 43 개,  개,00 대,5천 만원,717,0,3억9천,-선택사항- ,-선택사항-     ,5000,39000,43,717,0
서울 서초구 00동,430, 43 개,  개,00 대,5천 만원,630,0,3억9천,-선택사항- ,-선택사항-     ,5000,39000,43,630,0
서울 서초구 00동,430, 43 개,  개,00 대,5천 만원,630,0,3억9천,-선택사항- ,-선택사항-     ,5000,39000,43,630,0
서울 금천구 00동,320, 47 개,  개,00 대,5천 만원,460,0,1억6천,-선택사항- ,-선택사항-     ,5000,16000,47,460,0
서울 영등포구 신길동,380, 55 개,  개,00 대,5000 만원,385,0,14000,-선택사항- ,-선택사항-     ,5000,14000,55,385,0
서울 서대문구 00동,199.68, 31 개,  개,00 대,2000 만원,230,0,11500,-선택사항- ,-선택사항-     ,2000,11500,31,230,0
서울 중랑구 00동,285, 34 개,  개,00 대,5천 만원,370,0,1억1천5백,-선택사항- ,-선택사항-     ,5000,11500,34,370,0
서울 강서구 00동,100평 ,  개,  개,00 대,3000 만원,250,0,8500,-선택사항- ,-선택사항-     ,3000,8500,0,250,0
서울 강서구 00동,50평 ,  개,  개,00 대,2000 만원,100,0,5000,-선택사항- ,-선택사항-     ,2000,5000,0,100,0
서울 강동구 00동,110평 ,  개,  개,00 대,5000 만원,550,0,31000,-선택사항- ,-선택사항-     ,5000,31000,0,550,0
서울 강동구 00동,113평 ,  개,  개,00 대,5000 만원,330,0,14000,-선택사항- ,-선택사항-     ,5000,14000,0,330,0
서울 강서구 00동,360,  개,  개,00 대, 만원,300,0,1억1천,-선택사항- ,-선택사항-     ,0,11000,0,300,0
서울 중랑구 00동,250, 33 개,  개,00 대,3000 만원,200,0,7000,-선택사항- ,-선택사항-     ,3000,7000,33,200,0
서울 관악구 00동,250, 35 개,  개,00 대,3천 만원,270,0,6천,-선택사항- ,-선택사항-     ,3000,6000,35,270,0
서울 중구 00동,430, 38 개, 38 개,00 대,6000 만원,650,0,2.2억,-선택사항- ,-선택사항-     ,6000,22000,38,650,0
서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0
서울 강동구 00동,390, 35 개, 35 개,1 대,5000 만원,580,0,27000,-선택사항- ,-선택사항-     ,5000,27000,35,580,0
서울 구로구 00동,340, 40 개, 24 개,1 대,4000 만원,360, 별도 ,17000,-선택사항- ,-선택사항-     ,4000,17000,40,360,0
서울 구로구 00동,410, 40 개,  개,00 대,6000 만원,420,0,21000,-선택사항- ,-선택사항-     ,6000,21000,40,420,0
서울 강동구 00동,390, 37 개,  개,00 대,5000 만원,410,0,19000,-선택사항- ,-선택사항-     ,5000,19000,37,410,0
서울 노원구 00동,283,  개,  개,00 대,5000 만원,300, 10만원 ,5000,-선택사항- ,-선택사항-     ,5000,5000,0,300,10
서울 동작구 00동,217,  개,  개,00 대,3000 만원,200, 없음 ,7000,-선택사항- ,-선택사항-     ,3000,7000,0,200,0
서울 강동구 00,280, 37 개,  개,1 대,2500 만원,240,0,9천,-선택사항- ,-선택사항-     ,2500,9000,37,240,0
서울 종로구 00,220, 24 개, 24 개,1 대,4000 만원,260,0,2억2천,-선택사항- ,-선택사항-     ,4000,22000,24,260,0
서울 광진구 00동,0,  개,  개,00 대,00 만원,0,0,25000,-선택사항- ,-선택사항-     ,0,25000,0,0,0
서울 금천구 00동,230, 35 개,  개,00 대,3000 만원,240,0,6000,-선택사항- ,-선택사항-     ,3000,6000,35,240,0
서울 노원구 00동,280,  개,  개,00 대,5000 만원,300, 10만원 ,5000,-선택사항- ,-선택사항-     ,5000,5000,0,300,10
서울 송파구 00동,. , 32 개, . 개,. 대,. 만원, . , . ,1억5천5백,2호선 잠실역,-선택사항-     ,0,15500,32,0,0
서울 중랑구 00동,. , 49 개, . 개,. 대,. 만원, . , . ,1억3천,7호선 면목역,-선택사항-     ,0,13000,49,0,0
서울 강남구 00동,. , 60 개, . 개,. 대,. 만원, . , . ,2억9천,3호선 양재역,-선택사항-     ,0,29000,60,0,0
서울 영등포구 00동,. , 34 개, . 개,. 대,. 만원, . , . ,1억6천,2호선 대림역,-선택사항-     ,0,16000,34,0,0
서울 동대문구 00동,. , 29 개, . 개,. 대,. 만원, . , . ,1억5천,1호선 회기역,-선택사항-     ,0,15000,29,0,0
서울 서초구 00동,. , . 개,  개,. 대,5000 만원,420, . ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,0,420,0
서울 동대문구 00동,. , 58 개, 38 개,00 대,9000 만원,580,65,2억,-선택사항- ,-선택사항-     ,9000,20000,58,580,65
서울 송파구 00동,. , 36 개, 26 개,. 대,. 만원,380, . ,2억6천,-선택사항- ,-선택사항-     ,0,26000,36,380,0
서울 양천구 00동,. , 45 개, . 개,. 대,. 만원,260, . ,1억2천,-선택사항- ,-선택사항-     ,0,12000,45,260,0
서울 강동구 00동,390, 35 개, 35 개,1 대,5000 만원,580,0,27000,-선택사항- ,-선택사항-     ,5000,27000,35,580,0
서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0
서울 중구 00동,420, 38 개, 38 개,00 대,6000 만원,650,0,2억2천,-선택사항- ,-선택사항-     ,6000,22000,38,650,0
서울 강남구 00,340, 40 개,  개,1 대,6000 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,6000,26000,40,300,0
서울 광진구 00동,193.44, 22 개, 22 개,00 대,3000 만원,220, 문의 ,22000,-선택사항- ,-선택사항-     ,3000,22000,22,220,0
서울 종로구 00동,195.96,  개,  개,00 대, 만원,375,0,합,-선택사항- ,-선택사항-     ,0,0,0,375,0
서울 동작구 동작동,440, 24 개, 큰24 개,1 대,7천 만원,280,30,합2억4천,-선택사항- ,-선택사항-     ,7000,24000,24,280,30
서울 영등포구 영등포동,390, 40 개, 13 개,00 대,2500 만원,190,30,합1억7천,-선택사항- ,-선택사항-     ,2500,17000,40,190,30
서울 광진구 구의동,350, 40 개, 10 개,1 대,400만 만원,420,0,2억원,2호선 구의역,-선택사항-     ,0,20000,40,420,0
서울 송파구 송파동,360, 50 개, 8 개,1 대,4천 만원,445,60,합1억7500,-선택사항- ,-선택사항-     ,4000,17500,50,445,60
서울 광진구 구의동,430, 42 개, 원42 개,1 대,4천 만원,475,60,합3억2천,-선택사항- ,-선택사항-     ,4000,32000,42,475,60
서울 도봉구 00동,418.2, 45 개, 2 개,1 대,4000 만원,210,55,9000,-선택사항- ,-선택사항-     ,4000,9000,45,210,55
서울 서대문구 00동,217,  개,  개,00 대,4천5백 만원,240,0,,-선택사항- ,-선택사항-     ,4500,0,0,240,0
서울 노원구 00동,238, 42 개, 6 개,00 대,5500 만원,390,22,7000,-선택사항- ,-선택사항-     ,5500,7000,42,390,22
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0
서울 마포구 00동,390, 38 개,  개,00 대,5000 만원,420,0,21000,-선택사항- ,-선택사항-     ,5000,21000,38,420,0
서울 강서구 00동,340, 40 개,  개,1 대,4000 만원,380,0,16000,-선택사항- ,-선택사항-     ,4000,16000,40,380,0
서울 광진구 00동,236, 40 개, 2 개,00 대,4000 만원,280, 없음 ,7000,-선택사항- ,-선택사항-     ,4000,7000,40,280,0
서울 동작구 노량진동,172.62, 44 개, 44 개,X 대,6천 만원,660, 없음 ,3억8천,-선택사항- ,-선택사항-     ,6000,38000,44,660,0
서울 영등포구 대림동,174.47, 34 개, 4 개,X 대,7천 만원,360, 15만원 ,1억6천,-선택사항- ,-선택사항-     ,7000,16000,34,360,15
서울 종로구 관철동,243.83, 40 개, 4 개,X 대,3천 만원,300, 없음 ,6천,-선택사항- ,-선택사항-     ,3000,6000,40,300,0
서울 관악구 00동,330, 36 개, 0 개,00 대,8000 만원,340,0,1억6000,-선택사항- ,-선택사항-     ,8000,16000,36,340,0
서울 동대문구 00동,360, 30 개, 30 개,00 대,4000 만원,240,0,2억8000,-선택사항- ,-선택사항-     ,4000,28000,30,240,0
서울 종로구 00동,320, 35 개, 35 개,00 대,5천 만원,390,50,2억,-선택사항- ,-선택사항-     ,5000,20000,35,390,50
서울 광진구 00동,360, 43 개,  개,00 대,5000 만원,380,0,,-선택사항- ,-선택사항-     ,5000,0,43,380,0
서울 노원구 공릉동,114.76, 42 개, 6 개,X 대,5천5백 만원,390, 37만원 ,7천5백,-선택사항- ,-선택사항-     ,5500,7500,42,390,37
서울 종로구 00동,. , 35 개, . 개,. 대,. 만원, . , . ,2억8천,4호선 혜화역,-선택사항-     ,0,28000,35,0,0
서울 서초구 00동,. , 27 개, . 개,. 대,. 만원, . , . ,2억7천,2호선 강남역,-선택사항-     ,0,27000,27,0,0
서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30
서울 송파구 00동,300, 30 개, 30 개,00 대,4천 만원,390,60,2억3천,-선택사항- ,-선택사항-     ,4000,23000,30,390,60
서울 강남구 00동,500, 48 개, 48 개,00 대,1억2천 만원,740,100,4억2천,-선택사항- ,-선택사항-     ,12000,42000,48,740,100
서울 성동구 00동,376, 42 개, 42 개,00 대,4천 만원,480,60,3억2천,-선택사항- ,-선택사항-     ,4000,32000,42,480,60
서울 영등포구 00동,315, 40 개,  개,00 대,5천 만원,370,30,1억5천,-선택사항- ,-선택사항-     ,5000,15000,40,370,30
서울 송파구 00,470, 42 개, 42 개,00 대,6000 만원,730,0,4억,-선택사항- ,-선택사항-     ,6000,40000,42,730,0
서울 종로구 00,300, 37 개, 37 개,00 대, 만원,540,0,3억1천,-선택사항- ,-선택사항-     ,0,31000,37,540,0
서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0
서울 구로구 00동,340, 40 개, 27 개,1 대,4000 만원,380,0,17000,-선택사항- ,-선택사항-     ,4000,17000,40,380,0
서울 중구 00동,420, 38 개, 38 개,00 대,6000 만원,600,50,2억2천,-선택사항- ,-선택사항-     ,6000,22000,38,600,50
서울 관악구 00동,400, 40 개,  개,00 대, 만원,330,0,1억5천,-선택사항- ,-선택사항-     ,0,15000,40,330,0
서울 영등포구 00동,239, 43 개, 0 개,00 대,4000 만원,525,0,20000,-선택사항- ,-선택사항-     ,4000,20000,43,525,0
서울 강북구 00동,395.97, 46 개, 4 개,00 대,3000 만원,320,5,10000,-선택사항- ,-선택사항-     ,3000,10000,46,320,5
서울 관악구 00동,230, 35 개,  개,00 대,3000 만원,250,0,7000,-선택사항- ,-선택사항-     ,3000,7000,35,250,0
서울 마포구 00동,400, 40 개, 40 개,00 대,1억2천 만원,560,0,3억5천,-선택사항- ,-선택사항-     ,12000,35000,40,560,0
서울 영등포구 00동,300, 30 개,  개,00 대,4000 만원,300,0,25000,-선택사항- ,-선택사항-     ,4000,25000,30,300,0
서울 송파구 00동,391.14, 39 개, 39 개,1 대,6000 만원,417, 사용량에따라 ,43000,-선택사항- ,-선택사항-     ,6000,43000,39,417,0
서울 관악구 00동,300,  개,  개,00 대,6000 만원,350,0,1억7천,-선택사항- ,-선택사항-     ,6000,17000,0,350,0
서울 중랑구 00동,312.24, 33 개, 33 개,없음 대,8000 만원,400,22,26000,-선택사항- ,-선택사항-     ,8000,26000,33,400,22
서울 관악구 00동,300,  개,  개,00 대,6000 만원,350,0,1억7천,-선택사항- ,-선택사항-     ,6000,17000,0,350,0
서울 동대문구 00동,296.92, 32 개, 없음 개,없음 대,3000 만원,240,2,9000,-선택사항- ,-선택사항-     ,3000,9000,32,240,2
서울 서대문구 00동,238.78, 36 개, 36 개,없음 대,4000 만원,495, 없음 ,21000,-선택사항- ,-선택사항-     ,4000,21000,36,495,0
서울 종로구 창경궁로,175.8, 23 개, 23 개,00 대,4000 만원,250, 없음 ,20000,-선택사항- ,-선택사항-     ,4000,20000,23,250,0
서울 광진구 중곡동,229.9, 42 개, 7 개,00 대,4000 만원,300,0,7000,-선택사항- ,-선택사항-     ,4000,7000,42,300,0
서울 강북구 미아동,350, 17 개, 17 개,00 대,3000 만원,250,0,16000,-선택사항- ,-선택사항-     ,3000,16000,17,250,0
서울 강남구 서초동,360, 40 개, 원25 개,1 대,6천 만원,490,40,합1억9500,-선택사항- ,-선택사항-     ,6000,19500,40,490,40
서울 송파구 잠실본,974.36, 40 개, 30 개,1 대,5000 만원,450, 없음 ,23000,-선택사항- ,-선택사항-     ,5000,23000,40,450,0
서울 중랑구 00동,. ,  개,  개,00 대, 만원,214,0,7천,-선택사항- ,-선택사항-     ,0,7000,0,214,0
서울 동작구 00동,. ,  개,  개,00 대, 만원,392,0,2억,-선택사항- ,-선택사항-     ,0,20000,0,392,0
서울 관악구 00동,200, 29 개,  개,00 대,4000 만원,240,0,9000,-선택사항- ,-선택사항-     ,4000,9000,29,240,0
서울 관악구 00동,250, 35 개,  개,00 대,5000 만원,330,0,17000,-선택사항- ,-선택사항-     ,5000,17000,35,330,0
서울 중구 00동,466, 56 개,  개,00 대,7천 만원,700,0,3억3천만,-선택사항- ,-선택사항-     ,7000,33000,56,700,0
서울 송파구 송파동,390, 50 개, 8 개,1 대,5천 만원,445,60,합1억7500,-선택사항- ,-선택사항-     ,5000,17500,50,445,60
서울 구로구 00동,330, 50 개,  개,00 대,2000 만원,270,0,13000,-선택사항- ,-선택사항-     ,2000,13000,50,270,0
서울 광진구 건대역,430, 42 개, 원42 개,1 대,4천 만원,475,60,합3억2천,-선택사항- ,-선택사항-     ,4000,32000,42,475,60
서울 마포구 동교동,550, 50 개, 50 개,1 대,1억 만원,770,100,합4억3천,-선택사항- ,-선택사항-     ,10000,43000,50,770,100
서울 종로구 00동,250,  개,  개,00 대,8000 만원,520, 없음 ,1억8000,-선택사항- ,-선택사항-     ,8000,18000,0,520,0
서울 강북구 미아동,218.8, 30 개, 4 개,X 대,3천5백 만원,270, 포함 ,7천,-선택사항- ,-선택사항-     ,3500,7000,30,270,0
서울 강남구 00동,120평 ,  개,  개,00 대,4천 만원,600, 없음 ,2억8천,3호선 양재역,-선택사항-     ,4000,28000,0,600,0
서울 동작구 상도동,266.13, 36 개, 8 개,X 대,5천5백 만원,300, 30만원 ,1억7천5백,-선택사항- ,-선택사항-     ,5500,17500,36,300,30
서울 도봉구 00동,80, 41 개, 노 개,2 대,3000 만원,270,0,9000,1호선 광운대역,-선택사항-     ,3000,9000,41,270,0
